STT,Best Cost,Best Solution,Best Tree,Time
1,"[18, 0, 17, 21, 2, 10, 25, 17, 5, 14, 7, 22, 19, 4, 0, 7, 6, 26, 4, 1, 9, 1, 9, 22, 8, 3, 20, 12]",60358.9633107521,"[(0, 13), (0, 25), (0, 7), (1, 4), (1, 28), (1, 9), (2, 18), (2, 10), (3, 8), (3, 20), (4, 19), (4, 26), (5, 17), (5, 14), (6, 7), (6, 26), (7, 14), (8, 22), (9, 27), (9, 22), (10, 25), (11, 18), (12, 20), (12, 29), (15, 17), (16, 21), (17, 21), (19, 24), (22, 23)]",1.192317008972168
2,"[26, 3, 1, 15, 17, 6, 21, 9, 1, 25, 19, 13, 28, 5, 5, 17, 2, 10, 2, 7, 10, 11, 0, 4, 0, 27, 4, 7]",64475.784180479255,"[(0, 11), (0, 28), (0, 27), (1, 3), (1, 9), (1, 25), (2, 17), (2, 24), (2, 7), (3, 12), (4, 26), (4, 27), (4, 7), (5, 21), (5, 22), (5, 17), (6, 16), (6, 21), (7, 29), (8, 26), (9, 18), (10, 23), (10, 25), (10, 11), (13, 19), (13, 28), (14, 15), (15, 17), (19, 20)]",1.1763484477996826
3,"[8, 13, 2, 9, 1, 10, 4, 6, 26, 24, 21, 15, 5, 13, 19, 26, 14, 24, 0, 5, 21, 14, 0, 29, 18, 23, 7, 18]",64746.30574149627,"[(0, 24), (0, 14), (0, 29), (1, 9), (1, 10), (2, 11), (2, 9), (3, 8), (4, 10), (4, 6), (5, 15), (5, 26), (5, 21), (6, 26), (7, 23), (7, 18), (8, 13), (12, 24), (13, 20), (13, 19), (14, 22), (14, 21), (15, 17), (16, 21), (18, 27), (18, 29), (19, 26), (23, 28), (24, 25)]",1.2242810726165771
4,"[3, 20, 4, 1, 10, 9, 19, 22, 2, 28, 22, 6, 16, 26, 5, 9, 2, 18, 28, 0, 18, 10, 25, 26, 12, 27, 25, 27]",69118.22093596564,"[(0, 23), (0, 18), (1, 4), (1, 10), (2, 15), (2, 9), (2, 18), (3, 7), (3, 20), (4, 8), (5, 21), (5, 9), (6, 20), (6, 16), (9, 11), (10, 18), (10, 25), (12, 26), (12, 27), (13, 19), (14, 22), (16, 26), (17, 28), (19, 22), (22, 28), (24, 26), (25, 28), (25, 27), (27, 29)]",1.1873400211334229
5,"[8, 7, 4, 2, 0, 24, 15, 17, 10, 12, 16, 21, 29, 9, 8, 6, 26, 20, 28, 11, 10, 25, 1, 1, 9, 23, 0, 17]",57522.984315727976,"[(0, 2), (0, 23), (0, 17), (1, 25), (1, 28), (1, 9), (2, 4), (3, 8), (4, 7), (5, 7), (6, 8), (6, 26), (8, 24), (9, 22), (9, 23), (10, 18), (10, 11), (10, 25), (11, 27), (12, 19), (12, 16), (13, 24), (14, 15), (15, 17), (16, 21), (17, 29), (20, 26), (20, 28), (21, 29)]",1.2172834873199463
6,"[25, 0, 25, 23, 12, 17, 7, 15, 24, 8, 26, 3, 2, 1, 29, 9, 22, 6, 28, 29, 10, 1, 6, 5, 11, 10, 22, 7]",64335.13141320581,"[(0, 13), (0, 25), (1, 2), (1, 28), (1, 6), (2, 3), (3, 20), (4, 25), (5, 6), (5, 11), (6, 24), (7, 17), (7, 22), (7, 29), (8, 19), (8, 26), (9, 23), (9, 22), (10, 27), (10, 11), (10, 22), (12, 16), (12, 17), (14, 23), (15, 18), (15, 24), (21, 29), (25, 28), (26, 29)]",1.1843442916870117
7,"[0, 24, 7, 8, 5, 10, 4, 1, 6, 3, 13, 20, 0, 10, 1, 2, 11, 26, 8, 25, 11, 22, 14, 14, 5, 18, 29, 23]",73604.5861722875,"[(0, 9), (0, 20), (0, 10), (1, 4), (1, 10), (1, 2), (2, 11), (3, 6), (3, 13), (4, 19), (5, 16), (5, 14), (5, 18), (6, 21), (7, 15), (7, 8), (8, 26), (8, 25), (10, 17), (11, 25), (11, 22), (12, 24), (13, 20), (14, 22), (14, 27), (18, 29), (23, 28), (23, 29), (24, 26)]",1.1883018016815186
8,"[6, 0, 1, 2, 22, 8, 29, 5, 21, 24, 21, 4, 6, 19, 19, 8, 24, 26, 27, 28, 13, 27, 25, 25, 9, 10, 28, 1]",68780.33477472272,"[(0, 7), (0, 1), (1, 28), (1, 29), (2, 11), (2, 22), (3, 6), (4, 18), (4, 6), (5, 15), (5, 21), (6, 19), (8, 12), (8, 19), (8, 24), (9, 25), (9, 10), (10, 28), (13, 24), (13, 27), (14, 29), (16, 24), (17, 21), (19, 20), (21, 26), (22, 27), (23, 28), (25, 26), (25, 27)]",1.2053091526031494
9,"[15, 5, 10, 1, 28, 27, 19, 11, 25, 12, 24, 3, 14, 17, 0, 4, 23, 4, 25, 29, 18, 18, 5, 29, 7, 26, 20, 3]",65242.65705932029,"[(0, 17), (0, 4), (1, 9), (1, 28), (2, 15), (3, 19), (3, 20), (3, 29), (4, 23), (4, 25), (5, 6), (5, 18), (5, 29), (7, 28), (7, 26), (8, 10), (10, 27), (11, 15), (11, 25), (12, 16), (12, 24), (13, 19), (14, 21), (14, 17), (18, 25), (18, 27), (20, 26), (22, 23), (24, 29)]",1.1523411273956299
10,"[18, 15, 26, 0, 1, 4, 3, 8, 19, 23, 8, 20, 24, 16, 4, 23, 9, 28, 19, 28, 25, 18, 22, 26, 17, 7, 27, 10]",66184.78815341234,"[(0, 11), (0, 1), (1, 4), (2, 18), (3, 12), (3, 8), (4, 16), (4, 23), (5, 15), (6, 26), (7, 17), (7, 27), (8, 15), (8, 20), (9, 23), (9, 28), (10, 27), (10, 29), (13, 19), (14, 23), (16, 21), (17, 26), (18, 25), (18, 22), (19, 24), (19, 28), (20, 24), (22, 26), (25, 28)]",1.1663310527801514
