STT,Best Cost,Best Solution,Best Tree,Time
1,"[14, 16, 10, 9, 8, 4, 6, 28, 2, 22, 0, 1, 27, 5, 2, 7, 1, 14, 13, 13, 15, 20, 15, 5, 8, 7, 3, 11]",87899.98967573499,"[(0, 22), (0, 1), (1, 26), (1, 14), (2, 19), (2, 25), (2, 7), (3, 7), (3, 11), (4, 18), (4, 6), (5, 24), (5, 15), (5, 8), (6, 28), (7, 8), (8, 9), (9, 10), (10, 16), (11, 29), (12, 14), (13, 14), (13, 27), (13, 15), (15, 20), (16, 17), (20, 28), (21, 22), (23, 27)]",1.365220546722412
2,"[1, 29, 0, 5, 9, 2, 26, 12, 15, 10, 11, 21, 6, 28, 1, 27, 16, 3, 7, 14, 7, 24, 16, 11, 8, 10, 8, 24]",85575.12835056144,"[(0, 17), (0, 5), (1, 4), (1, 22), (1, 27), (2, 9), (2, 26), (3, 25), (3, 7), (5, 9), (6, 21), (6, 28), (7, 14), (7, 24), (8, 11), (8, 10), (8, 24), (10, 15), (10, 28), (11, 19), (11, 16), (12, 18), (12, 15), (13, 29), (14, 26), (16, 23), (16, 27), (20, 21), (24, 29)]",1.3056352138519287
3,"[2, 25, 1, 5, 8, 15, 19, 7, 12, 13, 8, 2, 11, 4, 9, 6, 9, 7, 21, 16, 22, 17, 20, 4, 13, 27, 26, 0]",89533.99366624434,"[(0, 26), (0, 29), (1, 14), (1, 5), (2, 3), (2, 8), (2, 11), (4, 11), (4, 20), (4, 13), (5, 8), (6, 28), (6, 9), (7, 19), (7, 9), (7, 21), (8, 24), (9, 25), (10, 25), (12, 23), (12, 13), (13, 27), (15, 18), (15, 19), (16, 21), (16, 22), (17, 22), (17, 20), (26, 27)]",1.3382353782653809
4,"[10, 6, 27, 9, 5, 2, 22, 15, 27, 4, 17, 0, 13, 8, 3, 29, 0, 12, 12, 13, 8, 7, 19, 7, 16, 22, 17, 1]",83675.1878525302,"[(0, 21), (0, 26), (0, 12), (1, 17), (1, 29), (2, 5), (2, 22), (3, 25), (3, 29), (4, 20), (4, 17), (5, 9), (6, 10), (6, 27), (7, 8), (7, 19), (7, 16), (8, 24), (8, 13), (9, 14), (10, 11), (12, 27), (12, 13), (13, 23), (15, 18), (15, 27), (16, 22), (17, 22), (19, 28)]",1.3262438774108887
5,"[22, 8, 5, 15, 0, 17, 21, 18, 23, 4, 28, 13, 1, 17, 28, 19, 23, 11, 0, 5, 26, 9, 6, 19, 3, 2, 9, 24]",81082.74354506987,"[(0, 14), (0, 11), (0, 5), (1, 13), (1, 17), (2, 3), (2, 9), (3, 19), (4, 21), (4, 28), (5, 8), (5, 26), (6, 28), (6, 19), (7, 22), (8, 10), (9, 26), (9, 24), (11, 23), (12, 15), (13, 22), (15, 17), (16, 21), (17, 28), (18, 20), (18, 23), (19, 25), (23, 27), (24, 29)]",1.3222625255584717
6,"[18, 2, 8, 6, 11, 7, 15, 4, 16, 10, 16, 0, 14, 25, 5, 9, 15, 1, 23, 24, 7, 19, 8, 3, 9, 14, 24, 10]",87465.0347605303,"[(0, 16), (0, 14), (1, 15), (1, 23), (2, 13), (2, 8), (3, 8), (3, 9), (4, 20), (4, 16), (5, 25), (5, 9), (6, 17), (6, 11), (7, 11), (7, 28), (7, 19), (8, 19), (9, 14), (10, 21), (10, 24), (10, 29), (12, 18), (14, 24), (15, 18), (15, 27), (16, 22), (23, 24), (25, 26)]",1.3741962909698486
7,"[5, 29, 11, 26, 18, 6, 28, 22, 3, 25, 15, 7, 2, 25, 0, 21, 4, 1, 13, 12, 15, 9, 19, 17, 20, 4, 7, 0]",85542.30058277356,"[(0, 25), (0, 7), (0, 29), (1, 28), (1, 13), (2, 26), (2, 25), (3, 22), (3, 25), (4, 21), (4, 20), (4, 7), (5, 8), (5, 29), (6, 16), (6, 28), (7, 24), (9, 15), (9, 19), (10, 11), (11, 26), (12, 13), (12, 15), (14, 18), (15, 23), (17, 19), (17, 20), (18, 22), (21, 27)]",1.3366219997406006
8,"[29, 12, 25, 11, 13, 14, 24, 7, 19, 8, 27, 8, 26, 2, 9, 24, 18, 11, 5, 21, 17, 17, 1, 22, 16, 22, 0, 19]",85306.1386041394,"[(0, 22), (0, 19), (1, 17), (1, 22), (2, 26), (2, 9), (3, 29), (4, 12), (5, 11), (5, 21), (6, 25), (7, 15), (7, 19), (8, 20), (8, 25), (8, 26), (9, 24), (10, 11), (11, 18), (12, 13), (13, 14), (14, 24), (16, 28), (16, 22), (17, 21), (17, 27), (18, 24), (19, 29), (23, 27)]",1.3602039813995361
9,"[10, 25, 25, 2, 4, 20, 13, 18, 27, 23, 22, 15, 8, 1, 8, 3, 24, 0, 2, 26, 5, 22, 26, 7, 5, 19, 16, 19]",85991.7587787057,"[(0, 24), (0, 2), (1, 23), (1, 8), (2, 11), (2, 26), (3, 8), (3, 24), (4, 12), (4, 20), (5, 25), (5, 7), (5, 19), (6, 10), (7, 26), (8, 15), (9, 25), (10, 25), (13, 14), (13, 18), (15, 21), (16, 28), (16, 19), (17, 27), (18, 23), (19, 29), (20, 22), (22, 27), (22, 26)]",1.3162665367126465
10,"[9, 5, 11, 1, 1, 15, 13, 8, 14, 4, 13, 12, 22, 25, 0, 15, 10, 7, 2, 21, 6, 10, 25, 11, 6, 20, 8, 2]",91191.24349836988,"[(0, 24), (0, 15), (1, 16), (1, 17), (1, 15), (2, 7), (2, 8), (2, 29), (3, 9), (4, 14), (4, 13), (5, 9), (5, 11), (6, 21), (6, 11), (6, 20), (7, 26), (8, 19), (8, 20), (10, 15), (10, 28), (10, 25), (11, 25), (12, 13), (12, 22), (13, 18), (14, 23), (21, 27), (22, 25)]",1.3002564907073975
