STT,Best Cost,Best Tree,Time,Is Tree?
1,277118.0185515139,"[(0, 32), (0, 81), (1, 62), (1, 48), (1, 61), (2, 74), (3, 75), (3, 39), (3, 58), (4, 17), (4, 81), (4, 86), (5, 41), (5, 56), (5, 8), (6, 69), (6, 29), (6, 71), (7, 45), (7, 89), (7, 12), (8, 10), (8, 26), (9, 52), (9, 41), (10, 66), (11, 16), (11, 41), (11, 21), (13, 56), (13, 65), (13, 80), (14, 16), (15, 51), (15, 85), (15, 47), (16, 43), (17, 42), (18, 58), (19, 50), (19, 62), (20, 60), (20, 33), (21, 30), (22, 32), (23, 35), (23, 25), (23, 30), (24, 84), (24, 88), (24, 49), (25, 83), (26, 36), (26, 67), (27, 42), (28, 61), (30, 31), (32, 78), (33, 39), (33, 54), (34, 56), (34, 46), (34, 74), (35, 55), (35, 38), (37, 69), (38, 69), (39, 73), (40, 57), (40, 46), (43, 63), (44, 57), (46, 87), (50, 79), (50, 70), (51, 88), (51, 53), (58, 79), (59, 78), (59, 64), (63, 84), (63, 79), (66, 68), (67, 72), (74, 81), (75, 77), (76, 78), (76, 82), (88, 89)]",886.4680581092834,True
2,305124.86706353794,"[(0, 59), (1, 3), (1, 54), (1, 78), (2, 73), (2, 22), (3, 26), (3, 58), (4, 76), (5, 38), (5, 17), (5, 18), (6, 10), (6, 9), (7, 16), (7, 33), (7, 21), (8, 36), (8, 45), (8, 82), (9, 29), (9, 63), (10, 70), (11, 74), (11, 46), (12, 13), (13, 63), (14, 34), (14, 20), (14, 39), (15, 19), (15, 47), (16, 34), (17, 28), (18, 68), (19, 73), (20, 55), (20, 65), (21, 56), (22, 38), (22, 60), (23, 61), (23, 27), (23, 41), (24, 79), (24, 55), (25, 74), (26, 45), (26, 37), (28, 64), (29, 56), (29, 89), (30, 67), (30, 77), (31, 81), (32, 83), (32, 81), (34, 45), (35, 78), (36, 69), (36, 72), (37, 48), (38, 71), (40, 57), (40, 80), (41, 88), (41, 87), (42, 63), (43, 52), (44, 84), (47, 83), (47, 56), (48, 66), (49, 57), (49, 84), (50, 79), (51, 64), (52, 81), (53, 62), (57, 75), (58, 86), (58, 84), (59, 62), (61, 67), (61, 69), (62, 80), (73, 76), (74, 76), (77, 85)]",749.5183537006378,True
3,263670.24461096834,"[(0, 80), (0, 83), (1, 8), (2, 81), (2, 78), (3, 56), (4, 81), (4, 70), (5, 59), (5, 22), (6, 57), (6, 31), (6, 71), (7, 78), (7, 50), (8, 52), (8, 13), (9, 56), (9, 10), (9, 76), (10, 42), (10, 74), (11, 45), (11, 51), (11, 34), (12, 32), (13, 35), (13, 48), (14, 30), (15, 27), (15, 76), (15, 86), (16, 77), (17, 81), (17, 84), (17, 67), (18, 60), (18, 68), (19, 22), (19, 55), (20, 46), (20, 88), (21, 62), (21, 36), (21, 59), (23, 42), (23, 85), (23, 89), (24, 61), (24, 38), (25, 30), (26, 29), (27, 29), (28, 43), (29, 30), (32, 39), (32, 86), (33, 84), (34, 75), (35, 41), (36, 77), (36, 64), (37, 46), (37, 65), (39, 80), (40, 51), (41, 74), (41, 87), (42, 49), (43, 47), (43, 68), (44, 57), (44, 63), (45, 56), (46, 82), (47, 67), (48, 53), (54, 76), (55, 63), (58, 64), (61, 63), (62, 72), (62, 88), (66, 68), (69, 88), (70, 73), (75, 77), (79, 87), (80, 84)]",733.3005373477936,True
4,272002.29292131786,"[(0, 26), (0, 88), (1, 22), (2, 81), (2, 60), (3, 18), (4, 35), (5, 21), (6, 68), (7, 30), (7, 73), (7, 21), (8, 76), (9, 65), (10, 11), (11, 57), (12, 54), (13, 73), (13, 33), (14, 38), (14, 35), (14, 66), (15, 38), (15, 54), (15, 20), (16, 39), (16, 41), (16, 40), (17, 61), (18, 23), (18, 85), (19, 26), (22, 87), (22, 76), (23, 51), (23, 86), (24, 64), (25, 43), (25, 52), (25, 45), (26, 62), (27, 56), (27, 75), (27, 58), (28, 65), (28, 88), (28, 56), (29, 87), (30, 42), (30, 45), (31, 78), (32, 77), (32, 88), (34, 36), (34, 59), (37, 52), (37, 69), (37, 47), (38, 89), (39, 48), (39, 79), (41, 53), (41, 54), (44, 60), (44, 83), (46, 49), (46, 71), (46, 51), (48, 74), (50, 89), (51, 68), (52, 62), (55, 61), (56, 67), (57, 89), (58, 63), (59, 63), (60, 79), (61, 69), (62, 72), (64, 86), (68, 82), (69, 78), (70, 81), (74, 80), (75, 86), (78, 83), (79, 87), (81, 84)]",845.5148687362671,True
5,296729.8266128121,"[(0, 64), (0, 17), (0, 39), (1, 63), (2, 12), (2, 27), (2, 63), (3, 29), (4, 38), (4, 7), (5, 11), (6, 66), (6, 24), (8, 33), (9, 22), (10, 22), (10, 51), (11, 34), (11, 27), (12, 70), (13, 73), (14, 53), (15, 64), (16, 53), (16, 20), (17, 43), (18, 53), (19, 30), (19, 42), (20, 36), (21, 55), (22, 47), (23, 46), (23, 77), (24, 64), (25, 82), (25, 52), (25, 72), (26, 62), (26, 31), (26, 83), (27, 86), (28, 43), (29, 66), (30, 78), (30, 80), (32, 47), (33, 54), (34, 56), (34, 50), (35, 81), (35, 54), (36, 75), (36, 73), (37, 88), (38, 60), (40, 58), (40, 68), (41, 44), (42, 61), (43, 87), (44, 86), (44, 79), (45, 84), (45, 83), (46, 59), (48, 67), (48, 75), (49, 66), (49, 75), (49, 60), (50, 71), (51, 68), (52, 74), (54, 88), (55, 78), (55, 76), (56, 62), (56, 80), (57, 74), (57, 68), (60, 86), (65, 69), (67, 85), (67, 69), (69, 72), (72, 81), (73, 89), (77, 85)]",655.6295375823975,True
6,268614.73373012117,"[(0, 84), (0, 89), (1, 22), (1, 85), (2, 13), (2, 70), (2, 5), (3, 75), (4, 78), (4, 27), (6, 24), (7, 42), (7, 73), (8, 84), (9, 75), (9, 83), (9, 70), (10, 11), (10, 62), (11, 79), (11, 30), (12, 76), (14, 37), (14, 73), (14, 53), (15, 36), (16, 20), (16, 39), (17, 81), (17, 64), (18, 52), (18, 27), (19, 44), (20, 60), (20, 88), (21, 63), (21, 52), (22, 27), (23, 77), (23, 36), (23, 24), (25, 28), (25, 32), (25, 46), (26, 32), (26, 59), (28, 47), (28, 87), (29, 79), (29, 64), (30, 44), (31, 69), (33, 83), (34, 42), (34, 65), (35, 62), (35, 82), (36, 38), (37, 71), (37, 51), (38, 60), (38, 57), (40, 68), (40, 57), (41, 87), (42, 86), (43, 67), (44, 50), (45, 76), (45, 52), (47, 58), (48, 86), (48, 74), (49, 66), (49, 67), (54, 78), (54, 66), (54, 83), (55, 73), (56, 69), (58, 60), (58, 84), (61, 63), (61, 86), (63, 80), (64, 88), (69, 89), (72, 76), (78, 88)]",849.7040843963623,True
7,279149.87612680276,"[(0, 2), (0, 59), (1, 40), (1, 55), (1, 36), (2, 83), (2, 86), (3, 30), (4, 81), (5, 66), (5, 14), (5, 46), (6, 61), (6, 36), (6, 57), (7, 8), (8, 17), (8, 62), (9, 84), (10, 47), (10, 31), (11, 45), (11, 20), (12, 60), (12, 89), (12, 78), (13, 52), (13, 23), (13, 41), (14, 82), (15, 23), (15, 87), (15, 85), (16, 34), (16, 89), (16, 72), (18, 46), (18, 25), (19, 32), (19, 28), (20, 71), (21, 63), (21, 24), (21, 80), (22, 87), (23, 84), (25, 67), (25, 31), (26, 49), (26, 43), (26, 65), (27, 74), (28, 86), (28, 53), (29, 72), (29, 43), (30, 54), (30, 61), (32, 33), (35, 58), (36, 58), (37, 86), (37, 42), (37, 75), (38, 67), (38, 42), (39, 55), (39, 64), (42, 69), (43, 83), (44, 53), (45, 50), (45, 70), (46, 73), (47, 51), (48, 52), (52, 54), (56, 63), (56, 68), (57, 67), (58, 71), (62, 84), (62, 79), (71, 77), (73, 76), (74, 89), (77, 80), (80, 88), (81, 83)]",756.037359714508,True
8,279900.6538199242,"[(0, 81), (0, 59), (1, 44), (2, 68), (2, 80), (3, 46), (3, 7), (3, 34), (4, 32), (5, 25), (5, 57), (6, 29), (6, 36), (7, 48), (8, 73), (8, 37), (9, 14), (10, 18), (10, 40), (11, 73), (11, 63), (12, 49), (13, 39), (13, 16), (13, 32), (14, 43), (14, 62), (15, 79), (15, 30), (15, 88), (17, 53), (18, 51), (18, 65), (19, 55), (19, 21), (19, 74), (20, 62), (21, 84), (22, 72), (22, 75), (22, 78), (23, 40), (23, 64), (23, 60), (24, 56), (24, 69), (24, 53), (25, 37), (25, 33), (26, 71), (27, 41), (27, 31), (28, 30), (28, 38), (29, 42), (30, 42), (34, 43), (34, 58), (35, 89), (37, 61), (38, 56), (39, 80), (40, 72), (41, 83), (41, 67), (42, 85), (43, 80), (44, 77), (44, 68), (45, 76), (46, 66), (47, 87), (48, 71), (49, 75), (49, 70), (50, 66), (51, 52), (53, 71), (54, 76), (54, 63), (55, 89), (56, 61), (58, 89), (58, 59), (59, 86), (61, 64), (72, 82), (73, 83), (75, 87)]",791.4188163280487,True
9,271697.2047725369,"[(0, 7), (0, 78), (0, 37), (1, 76), (2, 83), (2, 49), (3, 17), (3, 33), (4, 21), (5, 67), (6, 72), (6, 85), (7, 22), (7, 17), (8, 62), (9, 89), (9, 31), (10, 41), (11, 59), (11, 43), (12, 13), (12, 31), (14, 37), (14, 28), (15, 59), (16, 24), (16, 68), (16, 19), (18, 47), (19, 69), (20, 57), (21, 51), (22, 81), (23, 37), (23, 56), (23, 47), (25, 26), (26, 72), (26, 32), (27, 62), (27, 56), (28, 34), (28, 77), (29, 75), (29, 42), (29, 86), (30, 87), (30, 36), (31, 78), (34, 40), (34, 57), (35, 73), (36, 76), (38, 52), (39, 84), (41, 67), (42, 54), (42, 53), (44, 65), (45, 65), (46, 74), (48, 54), (50, 66), (50, 82), (50, 80), (51, 55), (51, 86), (52, 55), (53, 74), (53, 70), (55, 72), (56, 84), (58, 61), (59, 83), (60, 63), (61, 67), (61, 63), (63, 86), (64, 74), (65, 88), (66, 83), (69, 79), (69, 75), (71, 79), (71, 73), (76, 88), (79, 81), (80, 88), (81, 82)]",769.726135969162,True
10,273876.57840180746,"[(0, 49), (1, 70), (2, 4), (3, 61), (4, 20), (5, 56), (6, 34), (7, 26), (8, 55), (9, 16), (9, 89), (9, 39), (10, 72), (10, 74), (11, 41), (11, 15), (12, 51), (13, 58), (13, 17), (14, 47), (14, 24), (14, 61), (16, 24), (16, 20), (17, 30), (17, 84), (18, 81), (18, 85), (19, 23), (19, 44), (19, 79), (20, 80), (21, 59), (21, 41), (21, 38), (22, 87), (22, 66), (23, 68), (23, 39), (24, 30), (25, 32), (25, 45), (25, 34), (26, 27), (27, 73), (27, 54), (28, 59), (28, 66), (29, 47), (29, 73), (29, 76), (30, 36), (31, 80), (32, 80), (32, 82), (33, 54), (33, 40), (34, 67), (35, 73), (36, 60), (37, 64), (38, 64), (40, 75), (41, 57), (42, 64), (42, 77), (43, 56), (43, 69), (43, 88), (45, 57), (45, 50), (46, 57), (47, 53), (48, 88), (49, 59), (49, 81), (51, 85), (51, 69), (52, 81), (54, 65), (55, 84), (56, 71), (58, 63), (62, 67), (65, 72), (66, 86), (67, 78), (70, 83), (70, 89)]",873.1177079677582,True
