STT,Best Cost,Best Tree,Time,Is Tree?
1,244566.82394897038,"[(0, 45), (1, 32), (1, 40), (2, 13), (2, 60), (2, 65), (3, 68), (3, 54), (4, 21), (4, 5), (4, 51), (5, 17), (5, 34), (6, 29), (6, 31), (6, 19), (7, 73), (7, 49), (7, 81), (8, 46), (9, 32), (9, 18), (10, 70), (10, 44), (10, 82), (11, 34), (11, 85), (11, 39), (12, 47), (12, 40), (13, 70), (14, 46), (15, 58), (15, 50), (15, 89), (16, 81), (17, 45), (17, 52), (19, 87), (20, 53), (20, 63), (20, 26), (21, 74), (21, 28), (22, 58), (22, 88), (22, 57), (23, 54), (23, 77), (23, 36), (24, 89), (25, 30), (26, 50), (26, 30), (27, 64), (30, 65), (31, 64), (32, 67), (33, 61), (34, 86), (35, 45), (36, 37), (36, 85), (38, 61), (41, 47), (42, 68), (43, 80), (43, 55), (43, 83), (46, 70), (48, 88), (49, 88), (49, 79), (56, 76), (56, 61), (56, 59), (57, 59), (60, 84), (62, 78), (62, 80), (62, 72), (64, 77), (66, 69), (67, 80), (68, 69), (71, 73), (75, 78), (78, 84), (81, 86)]",710.7148098945618,True
2,262842.12552426837,"[(0, 18), (0, 40), (1, 80), (1, 86), (2, 30), (2, 5), (3, 56), (4, 23), (5, 60), (6, 51), (6, 64), (7, 63), (7, 85), (8, 31), (8, 82), (8, 87), (9, 43), (9, 57), (9, 69), (10, 22), (11, 49), (12, 69), (12, 23), (13, 15), (14, 15), (15, 30), (16, 37), (17, 45), (17, 52), (18, 32), (18, 67), (19, 34), (19, 44), (20, 86), (21, 45), (22, 72), (22, 73), (23, 88), (24, 80), (25, 59), (26, 37), (26, 74), (27, 77), (27, 31), (28, 61), (29, 86), (29, 34), (29, 40), (30, 70), (31, 67), (32, 65), (33, 41), (35, 55), (36, 59), (37, 76), (38, 74), (39, 75), (40, 79), (41, 52), (42, 47), (42, 78), (45, 67), (46, 85), (46, 71), (46, 61), (47, 72), (48, 64), (49, 85), (50, 69), (50, 81), (50, 75), (51, 61), (51, 55), (52, 53), (53, 57), (54, 65), (54, 60), (54, 59), (55, 83), (56, 78), (58, 76), (58, 89), (58, 60), (62, 65), (63, 66), (68, 83), (70, 84), (71, 89), (78, 88)]",720.6406314373016,True
3,246468.93417780838,"[(0, 78), (0, 71), (0, 85), (1, 47), (2, 52), (2, 33), (2, 42), (3, 52), (4, 20), (5, 23), (6, 50), (6, 54), (7, 55), (7, 27), (7, 37), (8, 24), (9, 89), (9, 51), (9, 87), (10, 20), (11, 75), (12, 32), (13, 30), (14, 48), (15, 22), (16, 77), (16, 82), (16, 65), (17, 83), (18, 44), (18, 70), (19, 88), (19, 25), (19, 38), (20, 70), (21, 28), (21, 26), (21, 37), (22, 83), (23, 28), (24, 80), (24, 46), (25, 49), (26, 81), (27, 35), (27, 75), (28, 56), (29, 55), (29, 79), (30, 48), (30, 56), (31, 80), (31, 42), (32, 46), (34, 39), (35, 76), (35, 84), (36, 66), (36, 60), (36, 64), (37, 78), (38, 83), (39, 60), (39, 42), (40, 65), (41, 45), (43, 58), (44, 45), (44, 88), (45, 47), (46, 49), (49, 61), (51, 88), (53, 71), (54, 61), (55, 82), (56, 62), (57, 62), (58, 72), (58, 81), (59, 86), (61, 82), (63, 68), (63, 84), (67, 80), (67, 73), (68, 69), (74, 84), (77, 86)]",690.2939114570618,True
4,287274.30164985615,"[(0, 37), (0, 45), (0, 16), (1, 84), (1, 89), (1, 80), (2, 4), (2, 33), (2, 11), (3, 63), (4, 22), (5, 36), (6, 60), (6, 59), (7, 20), (8, 79), (9, 18), (9, 73), (10, 58), (10, 61), (10, 46), (11, 65), (11, 44), (12, 51), (12, 16), (13, 28), (14, 39), (15, 18), (17, 52), (18, 83), (19, 30), (20, 71), (20, 35), (21, 88), (21, 39), (22, 37), (23, 52), (23, 44), (24, 40), (24, 66), (24, 64), (25, 32), (26, 47), (27, 75), (27, 61), (28, 54), (29, 35), (30, 73), (30, 84), (31, 61), (31, 62), (32, 73), (33, 88), (34, 37), (35, 77), (36, 77), (36, 45), (38, 53), (40, 89), (41, 74), (42, 62), (43, 66), (44, 55), (45, 81), (46, 59), (46, 63), (47, 54), (48, 53), (48, 79), (48, 88), (49, 62), (49, 85), (50, 72), (52, 72), (54, 79), (56, 58), (57, 58), (60, 84), (60, 74), (63, 68), (66, 71), (67, 74), (67, 69), (70, 75), (76, 78), (77, 78), (80, 87), (80, 86), (82, 85)]",774.4896025657654,True
5,271800.36935631454,"[(0, 54), (0, 63), (1, 12), (1, 37), (1, 10), (2, 17), (2, 74), (3, 5), (3, 65), (3, 56), (4, 71), (4, 77), (5, 66), (6, 49), (7, 34), (8, 48), (8, 10), (8, 83), (9, 22), (10, 50), (11, 82), (11, 20), (11, 47), (12, 60), (12, 30), (13, 44), (13, 72), (14, 31), (15, 69), (16, 30), (16, 84), (17, 58), (18, 69), (19, 89), (19, 36), (20, 27), (21, 74), (22, 40), (22, 74), (23, 35), (23, 69), (23, 81), (24, 87), (25, 56), (25, 38), (25, 40), (26, 53), (27, 39), (27, 84), (28, 85), (29, 86), (30, 75), (31, 87), (31, 59), (32, 49), (32, 80), (32, 63), (33, 44), (34, 40), (34, 42), (35, 61), (35, 89), (36, 41), (36, 85), (37, 80), (39, 53), (39, 45), (41, 42), (42, 54), (43, 80), (44, 66), (46, 55), (49, 88), (50, 67), (51, 66), (51, 70), (52, 78), (54, 59), (55, 57), (55, 56), (58, 62), (61, 64), (64, 78), (65, 86), (67, 68), (67, 76), (71, 86), (73, 87), (73, 79)]",896.9346208572388,True
6,255096.44493182586,"[(0, 10), (1, 20), (2, 55), (2, 13), (2, 29), (3, 56), (4, 45), (4, 12), (5, 26), (6, 89), (6, 23), (6, 79), (7, 35), (7, 36), (8, 61), (9, 68), (9, 25), (10, 49), (10, 78), (11, 56), (11, 21), (12, 16), (12, 20), (14, 22), (14, 55), (15, 17), (15, 51), (15, 20), (17, 26), (17, 86), (18, 31), (19, 39), (21, 74), (22, 81), (23, 47), (23, 85), (24, 50), (25, 86), (25, 59), (27, 83), (28, 82), (28, 41), (28, 54), (29, 71), (30, 87), (30, 42), (31, 54), (31, 80), (32, 73), (32, 34), (33, 53), (34, 69), (34, 38), (35, 87), (37, 84), (37, 44), (39, 78), (40, 76), (42, 57), (43, 68), (45, 74), (46, 55), (46, 89), (46, 53), (47, 63), (47, 76), (48, 64), (48, 51), (49, 62), (50, 72), (50, 63), (51, 77), (52, 54), (57, 62), (58, 66), (59, 61), (60, 68), (61, 88), (62, 82), (63, 83), (64, 67), (65, 71), (66, 84), (66, 86), (69, 78), (69, 77), (70, 85), (71, 84), (75, 85)]",807.9811637401581,True
7,255114.2628915181,"[(0, 66), (0, 50), (1, 70), (1, 48), (2, 11), (2, 60), (3, 37), (4, 66), (4, 16), (4, 33), (5, 22), (5, 59), (5, 23), (6, 35), (6, 34), (7, 72), (8, 51), (9, 71), (10, 86), (10, 38), (10, 15), (12, 45), (12, 33), (12, 21), (13, 51), (14, 30), (15, 70), (15, 69), (16, 17), (16, 65), (17, 35), (17, 67), (18, 64), (18, 26), (19, 84), (20, 86), (20, 24), (20, 81), (21, 22), (23, 36), (23, 46), (25, 49), (25, 76), (26, 33), (26, 52), (27, 88), (27, 43), (28, 42), (28, 31), (28, 72), (29, 70), (30, 50), (31, 55), (32, 64), (32, 80), (34, 83), (35, 88), (36, 89), (37, 71), (37, 65), (39, 52), (40, 75), (41, 52), (42, 88), (42, 84), (44, 48), (44, 60), (45, 73), (45, 82), (47, 58), (48, 75), (49, 84), (49, 74), (51, 66), (53, 72), (54, 63), (54, 65), (55, 60), (55, 78), (56, 59), (57, 67), (58, 63), (61, 77), (62, 78), (62, 85), (67, 79), (68, 80), (74, 77), (78, 87)]",766.8907494544983,True
8,275061.37879120064,"[(0, 11), (0, 46), (1, 57), (2, 22), (2, 44), (3, 75), (3, 41), (4, 37), (4, 61), (4, 69), (5, 15), (5, 23), (5, 59), (6, 11), (6, 24), (6, 18), (7, 27), (7, 53), (7, 77), (8, 73), (9, 50), (9, 71), (10, 77), (10, 49), (11, 12), (12, 49), (12, 66), (13, 72), (14, 30), (15, 73), (15, 76), (16, 59), (16, 17), (16, 33), (17, 88), (17, 72), (18, 50), (19, 22), (20, 33), (20, 80), (21, 64), (21, 26), (21, 36), (23, 45), (23, 42), (24, 52), (24, 29), (25, 51), (25, 52), (25, 82), (26, 85), (26, 72), (27, 32), (27, 57), (28, 41), (29, 35), (29, 83), (30, 67), (30, 62), (31, 52), (31, 70), (34, 74), (36, 89), (37, 65), (37, 42), (38, 81), (39, 65), (39, 74), (40, 64), (40, 55), (42, 56), (43, 53), (44, 85), (45, 58), (45, 70), (46, 87), (47, 76), (48, 83), (48, 54), (58, 75), (59, 79), (60, 84), (63, 70), (67, 84), (68, 81), (68, 78), (73, 86), (81, 85), (82, 84)]",672.05832862854,True
9,252641.7356325337,"[(0, 50), (0, 20), (1, 62), (1, 7), (1, 71), (2, 85), (2, 73), (3, 12), (3, 42), (4, 12), (5, 64), (5, 74), (5, 17), (6, 43), (6, 67), (6, 52), (7, 76), (7, 89), (8, 9), (8, 24), (9, 59), (10, 58), (11, 28), (11, 60), (11, 13), (12, 65), (14, 79), (15, 40), (15, 52), (16, 45), (18, 66), (19, 70), (19, 26), (19, 83), (20, 77), (21, 41), (22, 40), (23, 77), (23, 86), (25, 35), (25, 55), (25, 31), (26, 43), (26, 79), (27, 59), (27, 84), (27, 51), (29, 85), (29, 60), (30, 76), (30, 53), (32, 37), (33, 84), (34, 45), (34, 60), (35, 66), (36, 76), (36, 84), (36, 78), (37, 64), (37, 63), (38, 64), (39, 49), (41, 49), (42, 61), (44, 85), (44, 75), (44, 63), (45, 55), (46, 71), (47, 62), (47, 68), (48, 75), (48, 54), (49, 65), (50, 57), (52, 62), (53, 74), (53, 82), (56, 72), (58, 68), (58, 77), (59, 72), (65, 74), (66, 69), (69, 87), (73, 80), (81, 86), (82, 88)]",776.8622806072235,True
10,260628.5032984918,"[(0, 10), (1, 8), (2, 59), (2, 69), (2, 13), (3, 72), (3, 84), (4, 10), (4, 23), (4, 22), (5, 72), (5, 44), (5, 23), (6, 26), (7, 61), (7, 27), (7, 14), (8, 53), (9, 24), (10, 31), (11, 28), (11, 74), (12, 52), (13, 65), (15, 85), (15, 57), (16, 17), (17, 44), (18, 67), (19, 25), (19, 80), (20, 89), (20, 63), (21, 31), (21, 30), (22, 64), (23, 46), (24, 83), (24, 53), (25, 33), (26, 69), (26, 78), (27, 53), (27, 43), (28, 59), (29, 56), (30, 41), (30, 85), (31, 58), (32, 66), (32, 49), (32, 51), (33, 56), (33, 54), (34, 80), (34, 81), (35, 77), (35, 49), (35, 45), (36, 45), (37, 39), (38, 48), (39, 88), (40, 72), (40, 48), (40, 88), (41, 68), (42, 56), (42, 77), (42, 67), (43, 58), (43, 87), (47, 49), (48, 73), (50, 80), (52, 82), (55, 70), (58, 63), (59, 89), (60, 81), (60, 62), (61, 82), (63, 70), (67, 75), (69, 79), (71, 84), (73, 86), (76, 88), (77, 78)]",872.2358155250549,True
