STT,Best Cost,Best Solution,Best Tree,Time
1,"[13, 10, 0, 1, 8, 12, 0, 8, 11, 14, 5, 6, 9]",30288.089216538214,"[(0, 4), (0, 12), (0, 8), (1, 7), (1, 8), (2, 13), (3, 10), (5, 13), (5, 6), (6, 9), (8, 11), (9, 14), (10, 12), (11, 14)]",0.8271219730377197
2,"[7, 1, 6, 12, 8, 14, 3, 2, 6, 5, 0, 3, 9]",28441.481590829324,"[(0, 5), (0, 3), (1, 7), (1, 6), (2, 13), (2, 6), (3, 12), (3, 9), (4, 7), (5, 6), (8, 11), (8, 14), (9, 14), (10, 12)]",0.8135356903076172
3,"[3, 6, 4, 6, 13, 14, 12, 3, 9, 1, 14, 7, 11]",27119.042480511653,"[(0, 3), (1, 9), (1, 14), (2, 6), (3, 12), (3, 9), (4, 5), (4, 6), (6, 13), (7, 13), (7, 11), (8, 14), (10, 12), (11, 14)]",0.8245487213134766
4,"[14, 4, 5, 11, 14, 3, 7, 3, 12, 5, 6, 12, 0]",33419.2328567179,"[(0, 12), (0, 14), (1, 14), (2, 4), (3, 10), (3, 7), (3, 12), (4, 5), (5, 13), (5, 6), (6, 12), (7, 11), (8, 11), (9, 14)]",0.806520938873291
5,"[13, 2, 1, 14, 11, 0, 3, 12, 14, 0, 4, 5, 4]",28189.17571224592,"[(0, 9), (0, 12), (0, 4), (1, 2), (1, 14), (2, 7), (3, 10), (3, 12), (4, 5), (4, 14), (5, 13), (6, 13), (8, 11), (11, 14)]",0.8515112400054932
6,"[4, 4, 6, 3, 6, 2, 5, 12, 3, 10, 0, 8, 11]",27139.226380809876,"[(0, 10), (0, 8), (1, 4), (2, 6), (2, 5), (3, 9), (3, 12), (3, 10), (4, 7), (4, 6), (5, 12), (6, 13), (8, 11), (11, 14)]",0.7838459014892578
7,"[6, 13, 4, 2, 3, 3, 12, 6, 2, 0, 12, 8, 11]",27934.14542953214,"[(0, 2), (0, 12), (1, 6), (2, 4), (2, 6), (3, 9), (3, 10), (3, 12), (4, 7), (5, 13), (6, 13), (8, 12), (8, 11), (11, 14)]",0.8464951515197754
8,"[8, 13, 8, 11, 0, 14, 3, 0, 5, 2, 13, 4, 7]",26930.89557010425,"[(0, 10), (0, 3), (0, 5), (1, 8), (2, 5), (2, 13), (3, 12), (4, 13), (4, 7), (6, 13), (7, 14), (8, 9), (8, 11), (11, 14)]",0.828526496887207
9,"[14, 2, 4, 14, 13, 3, 0, 9, 9, 13, 8, 7, 7]",30565.0315069981,"[(0, 3), (0, 9), (1, 14), (2, 5), (2, 4), (3, 10), (4, 14), (6, 13), (7, 8), (7, 13), (7, 14), (8, 12), (9, 11), (9, 13)]",0.8305456638336182
10,"[7, 0, 3, 8, 1, 14, 3, 5, 2, 6, 13, 7, 0]",28610.44695890557,"[(0, 9), (0, 7), (0, 14), (1, 8), (1, 14), (2, 5), (2, 6), (3, 10), (3, 12), (3, 5), (4, 7), (6, 13), (7, 13), (8, 11)]",0.8185114860534668
