STT,Best Cost,Best Solution,Best Tree,Time
1,"[7, 8, 2, 1, 22, 29, 14, 11, 12, 59, 10, 38, 18, 47, 34, 13, 35, 7, 4, 58, 20, 27, 5, 56, 38, 8, 15, 10, 19, 22, 41, 37, 43, 23, 13, 36, 36, 21, 9, 26, 45, 44, 6, 9, 16, 6, 45, 53, 44, 24, 19, 57, 1, 43, 4, 2, 16, 17]",156419.95118750993,"[(0, 7), (1, 28), (1, 57), (1, 43), (2, 25), (2, 4), (2, 16), (3, 8), (4, 7), (4, 43), (5, 27), (5, 56), (6, 55), (6, 58), (6, 45), (7, 35), (8, 38), (8, 15), (9, 21), (9, 56), (9, 16), (10, 32), (10, 15), (10, 19), (11, 14), (11, 12), (12, 59), (13, 34), (13, 23), (13, 36), (14, 29), (16, 17), (17, 59), (18, 39), (18, 47), (19, 24), (19, 57), (20, 47), (20, 27), (21, 36), (22, 30), (22, 49), (22, 41), (23, 50), (24, 44), (26, 52), (26, 45), (29, 31), (33, 38), (34, 40), (35, 42), (36, 51), (37, 41), (37, 43), (38, 48), (44, 54), (44, 53), (45, 53), (46, 58)]",1.7538623809814453
2,"[1, 17, 12, 2, 13, 51, 7, 12, 14, 30, 29, 22, 23, 4, 3, 44, 43, 34, 45, 54, 56, 5, 6, 36, 0, 18, 8, 11, 54, 9, 14, 10, 58, 41, 21, 57, 50, 27, 37, 35, 23, 18, 48, 19, 4, 7, 39, 32, 29, 47, 39, 43, 0, 33, 49, 27, 16, 13]",166577.74933385063,"[(0, 36), (0, 43), (0, 33), (1, 15), (1, 17), (2, 20), (2, 13), (3, 40), (3, 44), (4, 38), (4, 19), (4, 7), (5, 51), (5, 6), (6, 36), (7, 25), (7, 39), (8, 53), (8, 11), (9, 54), (9, 14), (10, 14), (10, 58), (11, 54), (12, 17), (12, 26), (12, 14), (13, 16), (13, 59), (16, 27), (18, 52), (18, 23), (18, 48), (19, 48), (21, 41), (21, 57), (22, 31), (22, 23), (23, 35), (24, 51), (27, 50), (27, 49), (28, 30), (29, 30), (29, 32), (29, 47), (32, 58), (33, 49), (34, 44), (34, 45), (35, 37), (37, 57), (39, 47), (39, 43), (41, 55), (42, 43), (45, 54), (46, 56), (50, 56)]",1.733412265777588
3,"[4, 21, 2, 5, 9, 22, 41, 20, 3, 24, 1, 13, 14, 45, 39, 16, 3, 34, 32, 52, 43, 10, 28, 41, 56, 23, 11, 17, 18, 44, 33, 12, 57, 25, 46, 29, 18, 34, 7, 2, 57, 48, 56, 11, 50, 6, 54, 44, 32, 25, 17, 39, 48, 0, 42, 21, 8, 51]",158317.2450722937,"[(0, 48), (0, 42), (1, 24), (1, 13), (2, 19), (2, 7), (2, 57), (3, 20), (3, 16), (3, 34), (4, 15), (4, 21), (5, 26), (5, 9), (6, 50), (6, 54), (7, 34), (8, 21), (8, 51), (9, 22), (10, 40), (10, 28), (11, 23), (11, 56), (11, 50), (12, 33), (12, 57), (13, 14), (14, 45), (16, 35), (17, 45), (17, 25), (17, 39), (18, 47), (18, 29), (18, 34), (20, 27), (21, 42), (22, 41), (23, 43), (24, 30), (25, 53), (25, 32), (28, 41), (29, 46), (31, 39), (32, 36), (32, 44), (33, 52), (37, 52), (38, 43), (39, 48), (41, 56), (44, 49), (44, 54), (46, 55), (48, 57), (51, 59), (56, 58)]",3.1422810554504395
4,"[42, 25, 1, 6, 9, 27, 15, 1, 11, 12, 17, 18, 7, 36, 3, 34, 47, 13, 51, 39, 19, 57, 11, 37, 4, 35, 13, 10, 41, 14, 24, 16, 39, 26, 21, 38, 22, 44, 30, 38, 51, 46, 28, 54, 46, 58, 2, 5, 3, 29, 16, 18, 26, 30, 28, 29, 44, 54]",155186.57806195767,"[(0, 42), (1, 20), (1, 15), (1, 11), (2, 57), (2, 5), (3, 32), (3, 5), (3, 29), (4, 37), (4, 35), (6, 23), (6, 9), (7, 31), (7, 36), (8, 25), (9, 27), (10, 13), (10, 41), (11, 45), (11, 37), (12, 27), (12, 17), (13, 36), (13, 35), (14, 41), (14, 24), (15, 25), (16, 24), (16, 58), (16, 18), (17, 18), (18, 26), (19, 43), (19, 57), (21, 48), (21, 38), (22, 49), (22, 44), (26, 39), (26, 30), (28, 53), (28, 30), (28, 29), (29, 44), (30, 50), (33, 34), (34, 47), (38, 52), (38, 51), (39, 42), (39, 47), (40, 51), (44, 54), (46, 51), (46, 56), (46, 58), (54, 55), (54, 59)]",1.7653424739837646
5,"[0, 40, 25, 16, 2, 4, 42, 37, 21, 35, 29, 3, 47, 11, 8, 19, 3, 18, 14, 23, 9, 20, 6, 31, 7, 48, 24, 1, 59, 22, 5, 13, 28, 5, 59, 52, 2, 17, 6, 34, 10, 45, 51, 54, 15, 37, 43, 38, 24, 28, 44, 30, 12, 34, 13, 8, 48, 14]",153551.28243845893,"[(0, 26), (0, 40), (1, 49), (1, 59), (2, 16), (2, 52), (2, 17), (3, 29), (3, 19), (3, 18), (4, 32), (4, 42), (5, 22), (5, 56), (5, 59), (6, 20), (6, 17), (6, 34), (7, 31), (7, 48), (8, 11), (8, 13), (8, 48), (9, 23), (9, 20), (10, 58), (10, 45), (11, 40), (12, 30), (12, 34), (13, 53), (13, 34), (14, 18), (14, 48), (14, 59), (15, 54), (15, 37), (16, 25), (19, 41), (21, 36), (21, 35), (22, 50), (23, 42), (24, 47), (24, 38), (24, 28), (25, 27), (28, 55), (28, 44), (29, 35), (30, 44), (31, 46), (33, 37), (37, 43), (38, 43), (39, 47), (45, 51), (51, 54), (52, 57)]",1.7680163383483887
6,"[20, 3, 51, 4, 42, 2, 43, 47, 6, 47, 50, 40, 0, 33, 38, 37, 29, 32, 26, 24, 18, 8, 19, 40, 23, 32, 7, 52, 11, 41, 30, 56, 8, 16, 12, 52, 9, 14, 55, 6, 31, 24, 48, 1, 46, 20, 14, 54, 59, 7, 25, 54, 50, 55, 59, 22, 9, 27]",149083.18344904747,"[(0, 36), (0, 33), (1, 48), (1, 46), (2, 15), (2, 43), (3, 10), (3, 51), (4, 13), (4, 42), (5, 20), (6, 21), (6, 53), (6, 31), (7, 32), (7, 57), (7, 25), (8, 18), (8, 47), (8, 16), (9, 49), (9, 22), (9, 27), (11, 45), (11, 41), (12, 16), (12, 52), (14, 51), (14, 20), (14, 54), (17, 47), (18, 42), (19, 43), (19, 40), (20, 46), (22, 58), (23, 40), (23, 32), (24, 26), (24, 31), (24, 48), (25, 54), (26, 39), (27, 59), (28, 47), (29, 37), (29, 32), (30, 41), (30, 56), (33, 38), (34, 50), (35, 40), (37, 38), (44, 52), (50, 54), (50, 55), (52, 55), (55, 59), (56, 59)]",1.8267250061035156
7,"[2, 19, 15, 1, 6, 1, 3, 22, 5, 43, 25, 4, 0, 8, 56, 47, 17, 38, 21, 7, 24, 48, 12, 11, 15, 19, 57, 34, 39, 14, 51, 29, 40, 20, 30, 49, 5, 45, 9, 59, 50, 26, 45, 40, 10, 26, 18, 39, 4, 16, 7, 8, 32, 3, 44, 0, 32, 29]",148017.94188227633,"[(0, 36), (0, 44), (0, 32), (1, 27), (1, 6), (1, 3), (2, 13), (2, 19), (3, 58), (3, 44), (4, 25), (4, 39), (4, 16), (5, 22), (5, 49), (5, 45), (6, 28), (7, 21), (7, 16), (7, 8), (8, 37), (8, 32), (9, 55), (9, 59), (10, 40), (10, 26), (11, 12), (11, 15), (12, 47), (14, 52), (14, 51), (15, 23), (15, 19), (17, 43), (17, 38), (18, 26), (18, 39), (19, 57), (20, 54), (20, 30), (21, 38), (22, 31), (24, 46), (24, 48), (25, 35), (26, 50), (29, 51), (29, 32), (29, 59), (30, 49), (33, 43), (34, 48), (34, 39), (40, 53), (40, 45), (41, 56), (42, 47), (45, 57), (50, 56)]",1.7478680610656738
8,"[48, 1, 40, 43, 29, 43, 40, 5, 46, 8, 4, 2, 0, 8, 18, 19, 34, 38, 15, 41, 51, 5, 7, 53, 3, 6, 22, 49, 17, 13, 7, 50, 27, 54, 24, 39, 19, 21, 35, 36, 59, 25, 29, 42, 59, 36, 42, 32, 28, 41, 12, 37, 9, 14, 53, 10, 49, 10]",167958.0000324944,"[(0, 2), (0, 8), (1, 16), (1, 40), (2, 4), (3, 48), (3, 6), (4, 43), (5, 31), (5, 46), (5, 7), (6, 22), (7, 13), (7, 50), (8, 40), (8, 18), (9, 37), (9, 14), (10, 53), (10, 49), (10, 59), (11, 48), (12, 41), (12, 37), (13, 17), (14, 53), (15, 38), (15, 41), (17, 51), (18, 19), (19, 39), (19, 21), (20, 43), (21, 35), (22, 49), (23, 29), (24, 52), (24, 39), (25, 55), (25, 29), (26, 43), (27, 50), (27, 54), (28, 32), (28, 41), (29, 42), (30, 40), (32, 42), (33, 46), (34, 44), (34, 38), (35, 36), (36, 57), (36, 42), (45, 51), (47, 53), (49, 58), (54, 59), (56, 59)]",1.8813600540161133
9,"[44, 7, 2, 59, 37, 55, 1, 10, 49, 28, 4, 2, 3, 39, 24, 47, 8, 14, 17, 16, 52, 30, 58, 56, 58, 51, 18, 0, 35, 11, 1, 12, 49, 20, 56, 9, 23, 48, 21, 18, 3, 12, 14, 28, 6, 47, 43, 15, 53, 51, 27, 19, 8, 13, 43, 57, 41, 22]",166695.1858390558,"[(0, 54), (0, 35), (1, 32), (1, 11), (1, 12), (2, 7), (2, 4), (2, 3), (3, 18), (3, 12), (4, 36), (5, 44), (6, 28), (6, 47), (7, 25), (8, 39), (8, 19), (8, 13), (9, 56), (9, 23), (10, 33), (10, 49), (11, 35), (12, 14), (13, 43), (14, 40), (14, 28), (15, 58), (15, 53), (16, 17), (16, 52), (17, 42), (18, 52), (18, 21), (19, 27), (20, 49), (20, 56), (21, 48), (22, 41), (22, 59), (23, 48), (24, 38), (24, 47), (26, 59), (27, 51), (28, 34), (29, 37), (30, 44), (30, 58), (31, 55), (37, 39), (41, 57), (43, 47), (43, 57), (45, 56), (46, 58), (49, 55), (50, 51), (51, 53)]",2.4930996894836426
10,"[18, 16, 32, 12, 0, 2, 54, 3, 15, 5, 6, 55, 47, 57, 2, 6, 1, 48, 4, 48, 39, 7, 0, 24, 23, 22, 41, 11, 26, 38, 36, 13, 32, 20, 10, 10, 9, 34, 40, 14, 42, 44, 29, 42, 58, 46, 1, 51, 8, 12, 23, 24, 53, 45, 29, 40, 28, 44]",163935.6897535682,"[(0, 21), (0, 7), (0, 24), (1, 6), (1, 46), (1, 51), (2, 25), (2, 37), (2, 6), (3, 30), (3, 15), (4, 47), (4, 48), (5, 15), (5, 6), (7, 39), (8, 51), (8, 12), (9, 10), (9, 34), (10, 20), (10, 52), (11, 41), (11, 26), (12, 19), (12, 23), (13, 36), (13, 32), (14, 54), (14, 42), (16, 18), (16, 32), (17, 18), (20, 32), (22, 50), (22, 41), (23, 49), (23, 24), (24, 53), (26, 38), (27, 54), (28, 40), (28, 44), (29, 56), (29, 45), (29, 40), (31, 55), (33, 47), (34, 40), (35, 57), (36, 38), (39, 48), (42, 57), (42, 58), (43, 48), (44, 55), (44, 59), (45, 53), (46, 58)]",2.3273556232452393
