STT,Best Cost,Best Tree,Time,Is Tree?
1,20126.107481085633,"[(0, 7), (1, 3), (2, 5), (3, 4), (4, 7), (4, 6), (5, 7)]",4.6998207569122314,True
2,21715.049694053512,"[(0, 7), (0, 3), (1, 6), (2, 5), (3, 4), (3, 6), (5, 7)]",4.371870040893555,True
3,18867.767734558445,"[(0, 7), (1, 6), (2, 5), (3, 4), (4, 6), (4, 7), (5, 7)]",4.398278474807739,True
4,24905.56994823669,"[(0, 7), (1, 6), (2, 5), (3, 4), (4, 7), (5, 6), (6, 7)]",4.308476686477661,True
5,18144.468228857084,"[(0, 5), (0, 7), (1, 3), (1, 6), (2, 5), (3, 4), (4, 7)]",4.169764995574951,True
6,19848.092567530217,"[(0, 7), (1, 6), (2, 5), (3, 6), (4, 7), (4, 6), (5, 7)]",4.33551812171936,True
7,19457.252848032556,"[(0, 4), (0, 7), (1, 6), (2, 5), (3, 4), (3, 6), (5, 6)]",4.174601316452026,True
8,18104.000724538968,"[(0, 7), (1, 3), (2, 5), (3, 6), (3, 4), (4, 7), (5, 7)]",3.9645140171051025,True
9,18594.368838016104,"[(0, 5), (0, 7), (1, 6), (2, 5), (3, 4), (4, 6), (4, 7)]",4.240173578262329,True
10,17674.45784203442,"[(0, 5), (0, 7), (1, 6), (2, 5), (3, 6), (3, 4), (4, 7)]",4.07327938079834,True
