STT,Best Cost,Best Tree,Time,Is Tree?
1,17255.296318152596,"[(0, 6), (0, 4), (0, 5), (1, 3), (2, 3), (2, 5), (3, 7)]",4.631555080413818,True
2,16395.43151056477,"[(0, 1), (0, 6), (0, 5), (1, 3), (2, 5), (3, 7), (4, 6)]",4.391991138458252,True
3,16534.962002670898,"[(0, 1), (0, 6), (1, 3), (1, 2), (2, 5), (3, 7), (4, 6)]",5.124922513961792,True
4,16141.685730803956,"[(0, 5), (0, 4), (0, 6), (1, 3), (1, 7), (1, 2), (2, 5)]",4.303335666656494,True
5,16041.79361808714,"[(0, 1), (0, 4), (0, 6), (1, 3), (1, 2), (2, 5), (3, 7)]",4.262081623077393,True
6,16041.793618087137,"[(0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (2, 5), (3, 7)]",4.465708494186401,True
7,16141.685730803956,"[(0, 5), (0, 6), (0, 4), (1, 7), (1, 3), (1, 2), (2, 5)]",4.594578504562378,True
8,16182.44244365662,"[(0, 2), (0, 4), (1, 2), (1, 3), (2, 5), (3, 7), (4, 6)]",4.399543046951294,True
9,16141.685730803956,"[(0, 4), (0, 5), (0, 6), (1, 3), (1, 2), (1, 7), (2, 5)]",4.745607137680054,True
10,17742.58997603304,"[(0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (2, 5), (3, 7)]",4.600625276565552,True
