STT,Best Cost,Best Tree,Time,Is Tree?
1,14168.035711001907,"[(0, 3), (1, 2), (2, 5), (3, 7), (4, 6), (4, 5), (5, 7)]",4.164210081100464,True
2,13045.24331876104,"[(0, 3), (1, 7), (1, 2), (2, 5), (3, 7), (4, 5), (4, 6)]",4.049832344055176,True
3,12476.995672620127,"[(0, 3), (0, 1), (1, 2), (1, 7), (4, 6), (4, 5), (5, 7)]",4.072247505187988,True
4,13734.36254498106,"[(0, 7), (1, 2), (1, 3), (3, 7), (4, 6), (4, 5), (5, 7)]",4.5933849811553955,True
5,14758.074441118444,"[(0, 5), (0, 7), (1, 7), (1, 2), (1, 3), (4, 5), (4, 6)]",4.7593934535980225,True
6,13036.773936627622,"[(0, 3), (1, 7), (1, 2), (3, 7), (3, 5), (4, 6), (5, 6)]",4.347061634063721,True
7,13133.920114970397,"[(0, 3), (1, 2), (2, 7), (3, 7), (4, 6), (5, 7), (5, 6)]",4.186699390411377,True
8,14686.52585396733,"[(0, 3), (0, 1), (1, 2), (1, 7), (2, 5), (4, 6), (5, 6)]",4.458070993423462,True
9,12234.557560434414,"[(0, 3), (1, 7), (1, 2), (3, 5), (3, 7), (4, 6), (4, 5)]",4.017367124557495,True
10,11637.929513607043,"[(0, 3), (1, 7), (1, 2), (3, 7), (4, 6), (4, 5), (5, 7)]",4.05477499961853,True
