STT,Best Cost,Best Tree,Time,Is Tree?
1,13172.779453269157,"[(0, 6), (0, 5), (1, 6), (2, 7), (3, 6), (4, 7), (4, 5)]",4.042318820953369,True
2,13470.587373203063,"[(0, 4), (1, 6), (2, 7), (2, 4), (3, 6), (4, 5), (6, 7)]",4.766570091247559,True
3,14941.164672367853,"[(0, 7), (1, 6), (2, 3), (2, 5), (2, 7), (3, 6), (4, 5)]",4.278916597366333,True
4,15365.858248020155,"[(0, 4), (1, 6), (2, 7), (2, 6), (3, 6), (4, 5), (4, 7)]",5.025848388671875,True
5,13226.473218157302,"[(0, 4), (0, 6), (1, 6), (2, 4), (2, 7), (3, 6), (4, 5)]",4.508784770965576,True
6,16160.98302834268,"[(0, 4), (1, 6), (2, 4), (2, 7), (2, 6), (3, 6), (4, 5)]",4.114502191543579,True
7,13022.161383480494,"[(0, 4), (1, 6), (2, 7), (2, 6), (3, 6), (4, 7), (4, 5)]",3.9695401191711426,True
8,14362.820868754241,"[(0, 5), (0, 6), (1, 6), (2, 4), (3, 6), (4, 7), (4, 5)]",4.303040504455566,True
9,13033.181120142552,"[(0, 6), (0, 4), (1, 6), (2, 7), (3, 6), (4, 5), (4, 7)]",4.274162530899048,True
10,13033.181120142552,"[(0, 4), (0, 6), (1, 6), (2, 7), (3, 6), (4, 5), (4, 7)]",3.9753034114837646,True
