STT,Best Cost,Best Tree,Time,Is Tree?
1,9391.34827867865,"[(0, 2), (0, 5), (1, 4), (1, 2), (1, 7), (3, 5), (5, 6)]",4.5459113121032715,True
2,8838.384913149908,"[(0, 5), (0, 3), (1, 4), (1, 2), (3, 4), (4, 7), (5, 6)]",4.8705360889434814,True
3,8591.944245483974,"[(0, 5), (0, 3), (1, 4), (1, 2), (1, 3), (4, 7), (5, 6)]",5.204545497894287,True
4,9986.063446510207,"[(0, 2), (0, 6), (0, 5), (1, 3), (1, 7), (2, 7), (4, 7)]",4.789691209793091,True
5,8702.327894402439,"[(0, 5), (0, 3), (0, 2), (1, 2), (1, 4), (4, 7), (5, 6)]",4.086894512176514,True
6,9156.580504125934,"[(0, 5), (0, 3), (1, 4), (2, 7), (3, 4), (4, 7), (5, 6)]",4.280207872390747,True
7,10372.230399277996,"[(0, 5), (0, 1), (1, 4), (1, 2), (3, 5), (4, 7), (5, 6)]",4.843143463134766,True
8,8702.327894402439,"[(0, 3), (0, 2), (0, 5), (1, 2), (1, 4), (4, 7), (5, 6)]",4.3175437450408936,True
9,9405.433605499873,"[(0, 5), (0, 3), (1, 3), (1, 2), (2, 4), (4, 7), (5, 6)]",4.42725944519043,True
10,9440.665800381264,"[(0, 3), (0, 5), (0, 6), (1, 3), (1, 2), (1, 7), (4, 7)]",4.555769681930542,True
