STT,Best Cost,Best Tree,Time,Is Tree?
1,17231.601104467118,"[(0, 3), (1, 5), (1, 7), (1, 6), (2, 7), (3, 6), (4, 5)]",4.026473760604858,True
2,17929.625478876136,"[(0, 6), (0, 3), (1, 7), (1, 5), (1, 6), (2, 7), (4, 5)]",4.3174889087677,True
3,19657.21252418685,"[(0, 6), (1, 4), (1, 7), (1, 5), (2, 7), (3, 6), (4, 6)]",5.275832176208496,True
4,16889.120843210414,"[(0, 3), (0, 4), (0, 6), (1, 7), (1, 5), (1, 4), (2, 7)]",4.028955459594727,True
5,16083.67942238079,"[(0, 3), (1, 7), (1, 6), (1, 4), (2, 7), (3, 6), (5, 7)]",4.2245659828186035,True
6,22785.83624646779,"[(0, 4), (0, 3), (0, 6), (1, 7), (1, 5), (1, 4), (2, 7)]",4.271769762039185,True
7,21911.48688503493,"[(0, 3), (1, 7), (1, 4), (1, 5), (2, 7), (3, 4), (3, 6)]",4.142547845840454,True
8,24375.465468048977,"[(0, 3), (1, 5), (1, 4), (1, 7), (2, 7), (3, 4), (3, 6)]",4.028695821762085,True
9,15357.783936316358,"[(0, 3), (1, 7), (1, 5), (1, 4), (2, 7), (3, 6), (4, 6)]",3.768099069595337,True
10,18680.3262413431,"[(0, 4), (0, 3), (1, 5), (1, 7), (2, 4), (2, 7), (3, 6)]",4.130497694015503,True
