STT,Best Cost,Best Tree,Time,Is Tree?
1,183780.57659389387,"[(0, 1), (1, 17), (1, 23), (2, 59), (2, 26), (3, 15), (4, 36), (4, 11), (4, 49), (5, 13), (5, 6), (5, 18), (6, 55), (7, 33), (7, 42), (8, 51), (9, 22), (9, 47), (9, 27), (10, 57), (12, 59), (13, 49), (13, 30), (14, 24), (14, 38), (15, 50), (15, 53), (16, 44), (16, 56), (17, 26), (19, 38), (19, 29), (19, 50), (20, 45), (21, 45), (21, 43), (22, 49), (22, 42), (24, 39), (24, 31), (25, 53), (26, 42), (27, 31), (27, 48), (28, 31), (28, 34), (30, 58), (32, 44), (34, 57), (35, 53), (37, 54), (38, 46), (39, 40), (39, 52), (41, 57), (44, 52), (45, 52), (46, 54), (51, 55)]",315.070344209671,True
2,195651.55895540537,"[(0, 10), (1, 8), (1, 53), (1, 18), (2, 53), (3, 15), (4, 21), (4, 16), (4, 17), (5, 52), (6, 30), (6, 44), (6, 19), (7, 56), (8, 54), (9, 44), (9, 58), (10, 32), (10, 50), (11, 27), (11, 25), (12, 36), (13, 45), (14, 26), (15, 34), (16, 33), (18, 56), (18, 59), (20, 24), (20, 35), (20, 55), (21, 36), (22, 34), (22, 56), (22, 42), (23, 40), (23, 51), (23, 55), (24, 41), (26, 47), (26, 32), (27, 43), (28, 44), (28, 59), (29, 45), (29, 37), (29, 54), (31, 59), (32, 35), (33, 48), (35, 52), (37, 46), (38, 42), (39, 52), (39, 42), (41, 43), (48, 55), (49, 51), (53, 57)]",424.59054493904114,True
3,172499.3692271689,"[(0, 44), (0, 24), (0, 21), (1, 53), (2, 38), (2, 22), (2, 51), (3, 15), (3, 26), (3, 57), (4, 55), (4, 10), (5, 36), (6, 26), (7, 58), (7, 42), (7, 55), (8, 51), (9, 58), (11, 17), (11, 41), (12, 22), (12, 27), (13, 34), (13, 49), (13, 33), (14, 52), (14, 15), (16, 31), (16, 42), (17, 37), (17, 25), (18, 51), (19, 43), (20, 24), (20, 37), (20, 31), (21, 54), (22, 42), (23, 43), (23, 48), (26, 28), (28, 36), (29, 40), (29, 35), (30, 40), (30, 32), (30, 33), (31, 45), (32, 44), (32, 46), (33, 50), (36, 40), (39, 46), (43, 44), (47, 59), (48, 56), (52, 53), (54, 59)]",340.3062400817871,True
4,193575.76320767496,"[(0, 40), (0, 21), (1, 57), (1, 54), (1, 32), (2, 16), (2, 18), (2, 50), (3, 34), (3, 38), (4, 39), (5, 55), (6, 23), (6, 15), (7, 59), (7, 55), (7, 42), (8, 11), (8, 37), (8, 33), (9, 14), (10, 41), (11, 29), (11, 12), (12, 51), (13, 49), (14, 37), (15, 28), (16, 33), (16, 42), (17, 32), (17, 33), (17, 40), (18, 56), (18, 53), (19, 34), (20, 46), (20, 44), (20, 31), (22, 46), (23, 47), (23, 56), (24, 37), (25, 30), (26, 36), (27, 46), (28, 45), (29, 30), (32, 41), (34, 49), (35, 56), (36, 40), (38, 51), (39, 59), (42, 48), (43, 45), (44, 52), (51, 52), (53, 58)]",341.7494053840637,True
5,167930.61944009416,"[(0, 19), (1, 52), (1, 54), (1, 6), (2, 40), (3, 50), (4, 13), (4, 27), (4, 26), (5, 13), (5, 41), (6, 59), (7, 18), (8, 53), (8, 48), (8, 55), (9, 49), (9, 34), (10, 14), (11, 26), (12, 48), (12, 50), (12, 36), (13, 52), (14, 55), (15, 57), (15, 35), (16, 40), (16, 29), (17, 53), (17, 32), (18, 47), (19, 43), (19, 40), (20, 44), (21, 51), (21, 45), (22, 59), (23, 33), (23, 30), (23, 58), (24, 37), (25, 58), (27, 39), (28, 39), (29, 57), (29, 30), (30, 37), (31, 54), (32, 34), (33, 59), (34, 57), (36, 46), (38, 51), (42, 52), (42, 47), (44, 54), (44, 45), (45, 56)]",374.40664410591125,True
6,165444.1309113439,"[(0, 19), (1, 36), (2, 30), (3, 10), (4, 59), (5, 10), (5, 35), (5, 13), (6, 46), (6, 31), (7, 16), (8, 33), (9, 28), (9, 39), (11, 48), (11, 45), (12, 18), (14, 22), (14, 32), (14, 44), (15, 50), (15, 34), (16, 52), (16, 58), (17, 42), (17, 19), (18, 27), (18, 55), (20, 52), (20, 43), (21, 37), (21, 49), (22, 33), (23, 38), (23, 29), (23, 55), (24, 41), (24, 43), (25, 35), (26, 48), (26, 29), (29, 33), (30, 45), (31, 53), (35, 40), (36, 59), (36, 39), (38, 42), (38, 47), (39, 58), (40, 50), (40, 51), (42, 46), (43, 49), (44, 57), (48, 49), (51, 52), (53, 56), (53, 54)]",359.6542589664459,True
7,145540.7904733349,"[(0, 34), (1, 44), (1, 17), (2, 16), (2, 40), (3, 40), (3, 34), (4, 36), (5, 52), (6, 52), (6, 21), (6, 23), (7, 55), (8, 48), (8, 46), (9, 13), (9, 45), (10, 19), (11, 16), (11, 59), (11, 12), (12, 36), (13, 49), (14, 44), (14, 38), (15, 21), (16, 52), (17, 47), (17, 53), (18, 23), (18, 55), (18, 38), (19, 45), (20, 37), (21, 54), (22, 47), (24, 37), (25, 46), (26, 30), (26, 40), (27, 58), (28, 31), (29, 35), (29, 58), (29, 53), (30, 43), (31, 59), (32, 48), (33, 41), (33, 59), (34, 50), (35, 37), (36, 51), (38, 39), (39, 56), (42, 55), (44, 48), (45, 53), (57, 58)]",371.28635454177856,True
8,159517.81009041853,"[(0, 57), (0, 20), (1, 28), (1, 3), (2, 58), (2, 56), (4, 52), (4, 35), (5, 14), (6, 41), (6, 36), (7, 45), (7, 23), (8, 42), (8, 29), (8, 17), (9, 33), (9, 24), (9, 38), (10, 34), (10, 50), (11, 59), (11, 36), (12, 13), (13, 51), (14, 15), (15, 40), (16, 22), (16, 26), (17, 47), (18, 46), (19, 50), (19, 49), (19, 37), (20, 31), (21, 26), (22, 39), (22, 43), (23, 27), (23, 30), (24, 31), (24, 34), (25, 39), (26, 42), (27, 33), (28, 52), (31, 44), (32, 53), (32, 50), (33, 48), (35, 54), (36, 51), (40, 47), (42, 45), (45, 54), (46, 58), (51, 55), (52, 58), (55, 56)]",317.0682747364044,True
9,162620.74105787172,"[(0, 31), (1, 37), (2, 33), (3, 37), (4, 40), (4, 33), (4, 48), (5, 43), (5, 12), (6, 20), (6, 19), (7, 35), (7, 27), (8, 27), (9, 47), (9, 59), (9, 32), (10, 15), (10, 11), (10, 19), (11, 39), (12, 52), (13, 43), (14, 20), (14, 54), (14, 57), (15, 29), (16, 23), (17, 53), (17, 37), (17, 30), (18, 23), (21, 52), (21, 49), (22, 54), (23, 57), (24, 43), (25, 40), (25, 51), (26, 52), (26, 59), (26, 30), (28, 47), (28, 31), (29, 44), (32, 34), (35, 56), (35, 58), (36, 49), (38, 58), (39, 45), (40, 46), (41, 47), (42, 48), (42, 55), (45, 53), (48, 56), (50, 57), (58, 59)]",344.49394154548645,True
10,169448.92180238914,"[(0, 50), (1, 47), (2, 57), (2, 22), (2, 14), (3, 25), (3, 19), (3, 50), (4, 11), (4, 8), (5, 56), (6, 49), (7, 42), (9, 53), (9, 46), (9, 25), (10, 57), (11, 24), (11, 42), (12, 48), (12, 36), (13, 20), (13, 32), (15, 57), (16, 17), (16, 56), (16, 47), (17, 20), (18, 51), (19, 44), (20, 34), (21, 41), (22, 30), (22, 29), (23, 27), (23, 39), (23, 55), (24, 54), (24, 37), (26, 39), (27, 33), (28, 58), (29, 42), (30, 52), (31, 46), (33, 54), (34, 54), (35, 38), (36, 52), (37, 41), (38, 53), (38, 48), (39, 45), (40, 53), (43, 44), (49, 55), (51, 55), (52, 58), (56, 59)]",339.1677837371826,True
