STT,Best Cost,Best Tree,Time,Is Tree?
1,155458.2185779519,"[(0, 21), (1, 18), (2, 23), (2, 57), (2, 8), (3, 30), (3, 8), (3, 15), (4, 33), (4, 49), (5, 31), (6, 51), (6, 17), (7, 9), (8, 38), (9, 25), (9, 36), (10, 22), (10, 19), (11, 18), (12, 41), (13, 34), (14, 47), (14, 54), (16, 22), (16, 31), (16, 45), (18, 44), (19, 50), (19, 48), (20, 49), (21, 41), (21, 52), (22, 28), (23, 40), (24, 56), (25, 31), (26, 41), (27, 51), (27, 47), (29, 45), (29, 49), (30, 35), (32, 56), (32, 37), (32, 33), (34, 36), (35, 46), (36, 39), (37, 38), (37, 58), (38, 44), (40, 52), (42, 54), (43, 57), (45, 55), (47, 53), (51, 52), (54, 59)]",204.66919374465942,True
2,161986.77195025174,"[(0, 21), (0, 26), (1, 53), (1, 55), (1, 12), (2, 32), (2, 25), (3, 16), (3, 38), (4, 44), (4, 43), (5, 56), (5, 34), (5, 58), (6, 38), (6, 21), (7, 56), (7, 55), (7, 14), (8, 43), (8, 35), (9, 15), (10, 41), (11, 14), (13, 42), (13, 44), (13, 26), (14, 40), (15, 28), (15, 30), (17, 52), (17, 34), (17, 33), (18, 27), (18, 39), (19, 23), (19, 22), (19, 48), (20, 34), (22, 51), (23, 57), (24, 50), (26, 53), (27, 47), (27, 53), (28, 29), (30, 31), (31, 41), (31, 37), (32, 46), (36, 58), (37, 52), (39, 59), (43, 50), (45, 52), (46, 54), (49, 50), (51, 55), (54, 57)]",212.980614900589,True
3,166896.72140023732,"[(0, 11), (0, 34), (0, 19), (1, 48), (1, 23), (2, 15), (2, 44), (2, 25), (3, 38), (4, 58), (4, 12), (5, 15), (5, 28), (6, 40), (6, 14), (6, 20), (7, 47), (8, 56), (9, 28), (9, 22), (9, 30), (10, 26), (13, 51), (14, 34), (15, 45), (16, 37), (17, 53), (17, 47), (17, 49), (18, 43), (18, 22), (18, 59), (19, 51), (21, 26), (21, 39), (22, 39), (23, 58), (24, 53), (25, 38), (25, 33), (27, 50), (28, 54), (29, 56), (29, 55), (30, 56), (31, 57), (32, 37), (32, 42), (34, 41), (35, 45), (36, 59), (36, 41), (36, 57), (37, 52), (43, 52), (46, 59), (48, 50), (50, 53), (55, 58)]",179.11704087257385,True
4,168324.5587833803,"[(0, 12), (0, 27), (0, 48), (1, 12), (1, 52), (1, 39), (2, 33), (2, 6), (2, 24), (3, 31), (3, 9), (4, 39), (4, 15), (5, 35), (5, 15), (5, 11), (6, 38), (7, 30), (8, 29), (8, 50), (8, 47), (9, 39), (9, 30), (10, 19), (11, 34), (11, 55), (12, 43), (13, 52), (14, 27), (15, 57), (16, 33), (16, 29), (16, 25), (17, 26), (18, 59), (18, 23), (18, 41), (19, 48), (20, 43), (20, 22), (21, 29), (22, 50), (22, 53), (24, 28), (26, 52), (26, 36), (27, 49), (30, 40), (31, 58), (32, 54), (32, 59), (33, 45), (36, 59), (37, 45), (37, 56), (37, 44), (38, 46), (42, 55), (43, 51)]",186.95383667945862,True
5,172399.32643080864,"[(0, 20), (0, 10), (1, 19), (2, 45), (2, 33), (2, 28), (3, 57), (4, 15), (4, 53), (4, 38), (5, 31), (5, 32), (6, 26), (6, 50), (7, 8), (8, 52), (8, 54), (9, 22), (11, 43), (12, 34), (13, 41), (13, 45), (14, 54), (15, 24), (16, 51), (17, 50), (17, 51), (17, 55), (18, 19), (18, 46), (18, 54), (19, 43), (20, 47), (21, 41), (22, 39), (22, 44), (23, 34), (23, 41), (25, 44), (26, 40), (27, 53), (27, 47), (27, 29), (29, 36), (30, 37), (30, 35), (31, 40), (34, 50), (36, 57), (37, 49), (37, 45), (38, 46), (38, 56), (39, 48), (39, 51), (42, 58), (42, 46), (48, 53), (58, 59)]",217.45953035354614,True
6,166795.591163685,"[(0, 17), (0, 22), (0, 50), (1, 41), (2, 5), (3, 15), (3, 42), (4, 32), (5, 8), (6, 37), (7, 57), (8, 33), (8, 59), (9, 58), (10, 53), (10, 28), (10, 42), (11, 17), (12, 44), (12, 47), (13, 51), (14, 44), (14, 57), (14, 24), (15, 16), (15, 30), (16, 25), (18, 48), (18, 26), (19, 22), (20, 43), (21, 59), (22, 48), (23, 46), (23, 52), (26, 39), (27, 50), (28, 43), (28, 51), (29, 38), (31, 37), (32, 56), (33, 37), (34, 48), (34, 36), (35, 59), (35, 52), (36, 41), (36, 40), (38, 47), (39, 49), (39, 55), (40, 54), (41, 51), (42, 46), (43, 58), (45, 52), (50, 56), (57, 58)]",245.30343508720398,True
7,164889.30661411342,"[(0, 43), (1, 40), (1, 26), (1, 12), (2, 44), (2, 45), (3, 16), (4, 52), (4, 5), (4, 30), (5, 8), (5, 42), (6, 8), (6, 56), (6, 33), (7, 59), (8, 27), (9, 35), (9, 40), (10, 19), (11, 20), (12, 22), (13, 40), (13, 19), (14, 37), (14, 24), (15, 44), (16, 57), (17, 47), (17, 18), (19, 23), (20, 33), (21, 29), (21, 53), (22, 55), (22, 47), (23, 34), (25, 28), (27, 47), (28, 38), (28, 50), (29, 58), (29, 32), (31, 49), (32, 38), (32, 46), (33, 51), (36, 52), (37, 57), (39, 50), (41, 58), (41, 44), (43, 51), (43, 49), (48, 50), (49, 57), (54, 55), (55, 59), (56, 58)]",198.0937159061432,True
8,150749.34280692524,"[(0, 36), (0, 21), (1, 10), (1, 4), (1, 51), (2, 25), (2, 5), (3, 8), (5, 35), (5, 32), (6, 18), (6, 7), (6, 13), (8, 58), (9, 15), (9, 45), (9, 28), (10, 53), (11, 23), (11, 48), (12, 34), (12, 46), (12, 20), (14, 55), (16, 29), (16, 35), (17, 40), (17, 19), (17, 51), (18, 43), (18, 19), (19, 49), (20, 55), (22, 56), (23, 26), (24, 50), (25, 45), (27, 46), (27, 48), (27, 58), (30, 36), (30, 44), (30, 43), (31, 42), (33, 57), (33, 52), (34, 47), (34, 50), (35, 37), (36, 41), (37, 42), (37, 57), (38, 54), (39, 40), (42, 56), (44, 56), (47, 51), (47, 59), (54, 59)]",179.93590664863586,True
9,152509.64174692312,"[(0, 20), (1, 25), (1, 19), (1, 29), (2, 58), (3, 9), (4, 14), (5, 29), (6, 8), (6, 34), (6, 52), (7, 28), (7, 57), (8, 45), (8, 32), (9, 16), (9, 42), (10, 48), (10, 13), (10, 20), (11, 55), (11, 19), (11, 27), (12, 15), (12, 14), (13, 21), (15, 30), (15, 41), (16, 35), (16, 36), (17, 50), (17, 49), (18, 39), (18, 23), (18, 26), (20, 27), (21, 59), (22, 47), (22, 24), (23, 40), (25, 38), (25, 44), (29, 41), (31, 58), (31, 38), (31, 35), (33, 55), (34, 43), (34, 39), (37, 52), (38, 54), (39, 49), (45, 56), (46, 49), (46, 57), (47, 51), (48, 53), (51, 59), (57, 59)]",182.8059208393097,True
10,181067.5909041328,"[(0, 21), (1, 49), (1, 50), (2, 35), (3, 31), (4, 30), (4, 12), (4, 22), (5, 15), (5, 9), (5, 32), (6, 52), (6, 36), (6, 57), (7, 24), (7, 43), (8, 38), (10, 12), (10, 41), (11, 39), (13, 23), (13, 30), (13, 45), (14, 47), (15, 17), (15, 40), (16, 45), (16, 59), (16, 44), (17, 51), (17, 26), (18, 48), (19, 42), (19, 58), (20, 48), (21, 28), (22, 39), (24, 59), (24, 34), (25, 44), (27, 51), (27, 48), (27, 47), (28, 40), (28, 55), (29, 45), (31, 35), (31, 33), (33, 34), (34, 49), (35, 46), (36, 40), (37, 39), (38, 49), (38, 58), (47, 53), (51, 59), (54, 58), (56, 57)]",235.55501055717468,True
