STT,Best Cost,Best Tree,Time,Is Tree?
1,146764.68195734516,"[(0, 17), (1, 8), (1, 11), (1, 18), (2, 35), (2, 50), (2, 39), (3, 29), (3, 15), (3, 34), (4, 12), (4, 58), (4, 55), (5, 59), (5, 16), (6, 29), (6, 51), (6, 31), (7, 14), (9, 37), (9, 18), (9, 16), (10, 36), (10, 22), (13, 36), (14, 33), (14, 17), (15, 23), (15, 47), (17, 22), (18, 40), (19, 56), (19, 52), (19, 45), (20, 30), (21, 42), (21, 40), (23, 48), (24, 49), (25, 30), (25, 51), (26, 39), (26, 55), (26, 46), (27, 45), (28, 49), (28, 38), (29, 32), (33, 40), (34, 44), (38, 42), (41, 43), (41, 57), (42, 44), (44, 53), (47, 55), (50, 54), (52, 59), (57, 59)]",274.9632740020752,True
2,164525.3434520001,"[(0, 24), (1, 42), (1, 51), (1, 6), (2, 56), (3, 7), (4, 35), (4, 59), (5, 59), (6, 8), (6, 25), (7, 18), (7, 54), (8, 45), (8, 22), (9, 38), (10, 58), (10, 40), (11, 42), (11, 21), (12, 31), (13, 34), (13, 28), (13, 31), (14, 28), (14, 17), (15, 50), (16, 36), (16, 33), (18, 29), (19, 54), (19, 39), (20, 37), (22, 40), (23, 51), (24, 33), (24, 56), (26, 49), (27, 46), (27, 47), (27, 38), (28, 35), (29, 33), (30, 36), (30, 46), (31, 50), (32, 46), (32, 35), (34, 55), (36, 53), (37, 49), (38, 49), (40, 43), (41, 48), (44, 51), (44, 57), (47, 58), (48, 58), (52, 55)]",318.28489232063293,True
3,188664.89298691237,"[(0, 7), (1, 30), (1, 5), (1, 13), (2, 4), (3, 18), (3, 48), (3, 22), (4, 16), (6, 25), (6, 58), (6, 38), (7, 44), (8, 43), (8, 36), (8, 54), (9, 26), (10, 11), (10, 55), (10, 38), (12, 19), (12, 49), (12, 34), (14, 21), (15, 32), (16, 58), (16, 21), (17, 32), (18, 23), (18, 32), (19, 26), (20, 44), (20, 34), (22, 42), (22, 37), (24, 35), (24, 46), (25, 29), (26, 27), (28, 33), (29, 34), (29, 36), (30, 36), (31, 42), (33, 47), (33, 53), (35, 39), (35, 57), (38, 52), (39, 40), (41, 49), (43, 50), (45, 54), (47, 49), (48, 50), (50, 57), (51, 54), (55, 56), (57, 59)]",295.1353530883789,True
4,176776.04981984134,"[(0, 24), (0, 57), (1, 55), (1, 20), (2, 7), (3, 37), (3, 22), (3, 42), (4, 6), (5, 27), (6, 13), (7, 44), (8, 26), (8, 56), (8, 49), (9, 42), (10, 18), (10, 52), (10, 14), (11, 29), (11, 51), (12, 17), (12, 59), (13, 38), (13, 33), (15, 39), (15, 45), (16, 47), (18, 44), (19, 24), (19, 45), (19, 27), (21, 22), (22, 25), (23, 24), (25, 29), (26, 35), (28, 55), (29, 53), (30, 40), (31, 48), (31, 43), (32, 42), (32, 48), (33, 45), (34, 53), (36, 51), (38, 55), (40, 47), (41, 59), (41, 58), (43, 47), (46, 57), (50, 52), (50, 56), (50, 54), (51, 54), (54, 57), (56, 59)]",305.2338261604309,True
5,164280.82550934106,"[(0, 19), (0, 24), (0, 52), (1, 44), (1, 13), (2, 52), (3, 6), (3, 9), (3, 54), (4, 12), (4, 38), (5, 59), (6, 39), (7, 17), (8, 17), (8, 15), (9, 32), (9, 41), (10, 33), (10, 22), (11, 19), (11, 42), (11, 43), (12, 44), (12, 53), (13, 30), (14, 45), (15, 57), (15, 56), (16, 20), (16, 36), (17, 41), (18, 23), (18, 34), (19, 27), (20, 33), (20, 21), (21, 25), (26, 58), (26, 50), (26, 51), (27, 35), (27, 46), (28, 36), (29, 48), (29, 31), (33, 44), (34, 58), (35, 50), (35, 49), (37, 41), (38, 50), (39, 48), (39, 59), (40, 53), (42, 55), (45, 58), (47, 54), (48, 49)]",261.85135769844055,True
6,175070.35626878755,"[(0, 10), (0, 6), (1, 42), (2, 33), (3, 9), (3, 52), (3, 47), (4, 43), (5, 52), (6, 33), (6, 44), (7, 10), (8, 40), (8, 14), (8, 41), (9, 43), (9, 20), (10, 42), (11, 27), (12, 50), (13, 37), (13, 38), (13, 16), (14, 30), (14, 59), (15, 58), (15, 24), (15, 18), (17, 57), (17, 34), (18, 29), (19, 50), (19, 31), (19, 26), (20, 53), (20, 25), (21, 27), (21, 40), (22, 37), (22, 45), (23, 58), (26, 46), (26, 39), (27, 58), (28, 41), (30, 33), (31, 35), (31, 48), (32, 51), (36, 47), (38, 44), (41, 46), (42, 55), (43, 54), (46, 57), (48, 54), (48, 49), (51, 53), (56, 57)]",373.4949128627777,True
7,160991.95673339578,"[(0, 21), (1, 26), (1, 11), (1, 44), (2, 56), (3, 45), (3, 18), (4, 48), (4, 59), (5, 17), (6, 51), (7, 33), (7, 16), (8, 44), (8, 41), (8, 30), (9, 18), (10, 18), (10, 14), (10, 33), (11, 25), (11, 53), (12, 32), (12, 50), (13, 27), (13, 24), (13, 38), (14, 43), (15, 55), (16, 23), (17, 22), (17, 56), (19, 39), (20, 38), (20, 33), (20, 21), (22, 48), (22, 37), (24, 39), (25, 38), (26, 55), (27, 52), (27, 40), (28, 54), (28, 58), (29, 36), (29, 42), (31, 42), (32, 41), (34, 49), (34, 54), (34, 47), (35, 57), (40, 51), (40, 42), (41, 56), (46, 57), (55, 58), (57, 59)]",327.7166061401367,True
8,163774.35006571855,"[(0, 5), (1, 46), (1, 3), (1, 27), (2, 39), (2, 5), (3, 9), (4, 43), (4, 24), (6, 15), (6, 34), (7, 18), (7, 48), (8, 34), (9, 18), (10, 16), (11, 47), (11, 13), (11, 14), (12, 31), (13, 44), (13, 25), (15, 41), (15, 21), (16, 59), (17, 42), (18, 53), (19, 49), (19, 59), (19, 45), (20, 38), (20, 47), (20, 36), (21, 35), (21, 22), (22, 55), (22, 32), (23, 48), (25, 59), (26, 28), (26, 43), (28, 44), (28, 42), (29, 56), (30, 36), (30, 37), (31, 54), (32, 50), (33, 44), (34, 48), (35, 57), (36, 51), (37, 40), (38, 50), (39, 57), (41, 58), (49, 52), (50, 56), (54, 58)]",310.21650433540344,True
9,154605.26430897915,"[(0, 24), (1, 11), (1, 30), (2, 45), (3, 8), (3, 11), (4, 32), (4, 15), (4, 47), (5, 27), (6, 9), (6, 58), (6, 18), (7, 32), (8, 35), (8, 29), (9, 13), (9, 19), (10, 11), (10, 58), (12, 56), (13, 44), (13, 38), (14, 49), (14, 55), (14, 43), (15, 50), (15, 43), (16, 36), (16, 27), (17, 34), (17, 42), (17, 54), (18, 20), (20, 33), (21, 40), (21, 22), (21, 53), (22, 44), (22, 37), (23, 26), (23, 59), (23, 49), (24, 47), (24, 46), (25, 44), (26, 28), (26, 54), (31, 34), (32, 52), (33, 51), (35, 43), (36, 37), (39, 45), (39, 58), (41, 55), (48, 56), (48, 54), (56, 57)]",359.063649892807,True
10,168532.29992685444,"[(0, 44), (1, 16), (1, 13), (1, 11), (2, 52), (3, 59), (3, 56), (3, 41), (4, 28), (5, 39), (6, 14), (6, 43), (7, 13), (8, 59), (8, 43), (9, 47), (9, 44), (9, 38), (10, 44), (11, 37), (12, 50), (13, 40), (14, 25), (15, 23), (15, 18), (15, 27), (16, 45), (16, 30), (17, 37), (18, 51), (19, 22), (20, 22), (21, 40), (21, 42), (21, 22), (23, 52), (23, 56), (24, 33), (25, 53), (25, 28), (26, 47), (29, 33), (31, 56), (32, 48), (33, 42), (34, 55), (35, 49), (36, 53), (38, 59), (39, 46), (40, 57), (41, 48), (45, 48), (45, 46), (47, 49), (49, 58), (50, 52), (54, 57), (55, 57)]",295.82289457321167,True
