STT,Best Cost,Best Tree,Time,Is Tree?
1,179245.07964753915,"[(0, 47), (1, 54), (2, 11), (2, 35), (2, 55), (3, 19), (4, 45), (4, 27), (4, 53), (5, 10), (6, 9), (7, 57), (8, 50), (9, 59), (10, 21), (10, 48), (12, 50), (12, 54), (13, 32), (14, 28), (14, 43), (15, 36), (15, 43), (16, 18), (16, 19), (16, 43), (17, 55), (17, 22), (18, 44), (20, 59), (21, 45), (23, 34), (23, 42), (23, 47), (24, 53), (25, 37), (26, 28), (26, 51), (27, 30), (28, 46), (29, 54), (29, 52), (29, 31), (32, 37), (32, 49), (33, 52), (34, 38), (34, 55), (35, 56), (37, 58), (39, 56), (39, 41), (40, 59), (40, 58), (40, 42), (42, 57), (45, 52), (46, 50), (46, 58)]",215.7197654247284,True
2,193420.02203693448,"[(0, 10), (0, 18), (1, 5), (1, 25), (1, 2), (2, 27), (3, 21), (4, 7), (5, 41), (5, 13), (6, 45), (6, 11), (7, 36), (7, 54), (8, 31), (8, 50), (9, 38), (9, 44), (10, 43), (10, 49), (12, 43), (12, 22), (14, 31), (14, 17), (14, 15), (16, 47), (17, 46), (17, 37), (18, 38), (18, 55), (19, 57), (20, 28), (21, 25), (21, 32), (23, 47), (24, 43), (24, 53), (24, 40), (25, 52), (26, 38), (28, 59), (28, 53), (29, 32), (30, 44), (30, 37), (30, 35), (33, 50), (34, 41), (35, 56), (35, 39), (37, 54), (41, 42), (42, 57), (42, 48), (44, 57), (45, 48), (46, 47), (49, 58), (51, 58)]",250.6493055820465,True
3,184364.98276913026,"[(0, 26), (1, 22), (2, 36), (2, 23), (3, 28), (4, 43), (4, 36), (5, 30), (5, 10), (6, 57), (6, 8), (7, 37), (8, 9), (8, 55), (9, 43), (10, 13), (11, 51), (11, 26), (11, 37), (12, 58), (13, 41), (14, 38), (14, 25), (14, 32), (15, 52), (15, 47), (16, 35), (16, 20), (16, 56), (17, 58), (17, 31), (17, 47), (18, 40), (19, 48), (19, 39), (20, 39), (21, 41), (22, 24), (22, 38), (24, 47), (24, 44), (25, 30), (25, 55), (26, 36), (27, 58), (28, 29), (28, 55), (29, 46), (30, 54), (32, 45), (33, 35), (34, 59), (35, 53), (40, 59), (42, 45), (45, 53), (49, 57), (50, 56), (57, 59)]",192.9015724658966,True
4,171851.45368963658,"[(0, 49), (1, 55), (1, 32), (1, 30), (2, 45), (2, 38), (3, 39), (3, 26), (4, 28), (4, 57), (5, 17), (6, 37), (6, 39), (7, 38), (8, 54), (9, 58), (9, 56), (9, 38), (10, 48), (11, 13), (11, 40), (12, 50), (14, 59), (15, 50), (16, 25), (16, 18), (16, 24), (17, 56), (19, 55), (19, 53), (20, 28), (20, 29), (20, 42), (21, 25), (22, 47), (22, 46), (22, 48), (23, 50), (23, 37), (23, 27), (24, 59), (24, 35), (25, 29), (26, 46), (26, 34), (28, 31), (29, 44), (33, 43), (33, 49), (34, 45), (36, 40), (36, 54), (36, 37), (40, 42), (41, 53), (43, 55), (43, 56), (51, 58), (52, 58)]",205.44452929496765,True
5,164252.75502193478,"[(0, 11), (0, 49), (0, 22), (1, 32), (2, 8), (2, 47), (2, 41), (3, 11), (4, 36), (4, 35), (5, 7), (5, 26), (6, 50), (6, 57), (6, 20), (7, 44), (7, 10), (8, 28), (8, 21), (9, 57), (9, 42), (11, 41), (12, 34), (13, 52), (14, 54), (14, 29), (15, 19), (15, 40), (16, 20), (16, 30), (16, 39), (17, 52), (17, 36), (18, 44), (19, 59), (19, 33), (20, 24), (21, 23), (25, 57), (25, 43), (25, 27), (26, 53), (26, 27), (27, 45), (29, 50), (29, 52), (31, 51), (32, 46), (32, 55), (34, 36), (37, 49), (37, 48), (38, 46), (40, 44), (40, 46), (41, 59), (49, 58), (50, 56), (51, 54)]",197.6985731124878,True
6,176157.08793256292,"[(0, 27), (1, 15), (2, 10), (3, 31), (3, 38), (4, 35), (5, 48), (6, 25), (7, 51), (8, 40), (8, 57), (9, 20), (10, 48), (10, 49), (11, 23), (11, 58), (12, 23), (12, 18), (12, 35), (13, 17), (13, 52), (14, 56), (14, 28), (14, 44), (15, 43), (16, 53), (17, 54), (17, 33), (18, 40), (18, 31), (19, 21), (19, 23), (20, 50), (22, 58), (24, 55), (24, 57), (25, 39), (25, 54), (26, 51), (26, 38), (27, 49), (27, 47), (29, 42), (29, 53), (29, 52), (30, 35), (30, 49), (31, 36), (32, 54), (33, 46), (34, 36), (37, 48), (40, 53), (41, 51), (43, 46), (45, 46), (50, 56), (50, 59), (52, 56)]",200.82380843162537,True
7,174677.64574893386,"[(0, 48), (0, 32), (1, 46), (2, 7), (2, 21), (2, 30), (3, 31), (3, 40), (3, 8), (4, 25), (4, 41), (5, 58), (6, 8), (7, 10), (8, 11), (9, 57), (9, 50), (9, 12), (11, 51), (11, 17), (13, 58), (14, 25), (15, 20), (16, 24), (16, 23), (18, 27), (18, 56), (19, 50), (19, 55), (19, 27), (20, 56), (20, 21), (21, 42), (22, 54), (23, 58), (24, 53), (24, 43), (26, 59), (27, 38), (28, 47), (29, 30), (31, 44), (31, 34), (32, 51), (32, 54), (33, 44), (34, 41), (35, 44), (35, 39), (35, 52), (36, 41), (37, 49), (38, 48), (42, 59), (43, 50), (45, 55), (46, 51), (47, 54), (48, 49)]",173.23825454711914,True
8,169946.81775819135,"[(0, 48), (0, 49), (0, 45), (1, 37), (2, 27), (2, 11), (2, 7), (3, 31), (3, 23), (3, 22), (4, 19), (4, 38), (4, 49), (5, 13), (5, 42), (6, 50), (6, 57), (6, 52), (7, 47), (8, 12), (9, 47), (9, 20), (10, 37), (11, 13), (12, 44), (12, 41), (13, 29), (14, 25), (14, 43), (15, 23), (15, 26), (15, 56), (16, 31), (16, 28), (16, 33), (17, 53), (18, 44), (18, 40), (18, 53), (19, 57), (19, 24), (21, 38), (23, 55), (25, 42), (26, 45), (26, 54), (27, 36), (30, 42), (30, 32), (31, 34), (34, 43), (35, 50), (37, 49), (39, 40), (44, 59), (46, 51), (48, 51), (53, 56), (54, 58)]",237.95954251289368,True
9,178412.90009758665,"[(0, 21), (1, 26), (2, 46), (3, 41), (3, 42), (3, 47), (4, 44), (5, 10), (6, 43), (6, 20), (6, 21), (7, 8), (7, 37), (7, 58), (8, 24), (9, 33), (9, 52), (9, 43), (10, 17), (11, 35), (11, 41), (12, 39), (12, 17), (12, 38), (13, 49), (13, 52), (14, 39), (14, 28), (14, 56), (15, 35), (15, 31), (16, 44), (16, 55), (18, 25), (19, 23), (21, 34), (22, 32), (22, 49), (23, 52), (24, 59), (25, 35), (26, 53), (26, 36), (27, 51), (27, 56), (27, 37), (29, 36), (29, 59), (29, 30), (31, 55), (33, 40), (37, 46), (40, 59), (44, 50), (45, 57), (47, 51), (47, 57), (48, 56), (48, 54)]",235.14149618148804,True
10,174944.50056829196,"[(0, 10), (0, 47), (0, 37), (1, 46), (1, 52), (2, 34), (3, 24), (3, 58), (4, 28), (5, 7), (5, 49), (5, 46), (6, 29), (6, 14), (6, 18), (7, 17), (8, 21), (8, 57), (8, 59), (9, 40), (10, 54), (11, 45), (12, 43), (12, 27), (12, 23), (13, 38), (13, 48), (14, 27), (14, 33), (15, 43), (16, 58), (17, 31), (19, 42), (19, 34), (19, 38), (20, 21), (20, 26), (22, 26), (25, 53), (25, 41), (25, 30), (27, 32), (28, 43), (28, 39), (31, 35), (32, 54), (32, 48), (34, 51), (36, 48), (40, 55), (41, 57), (42, 50), (42, 45), (44, 50), (44, 56), (44, 59), (45, 58), (46, 50), (53, 55)]",206.84356951713562,True
