STT,Best Cost,Best Tree,Time,Is Tree?
1,184779.86662479318,"[(0, 48), (0, 12), (1, 39), (2, 10), (3, 31), (4, 19), (5, 26), (5, 33), (5, 14), (6, 16), (7, 36), (7, 16), (8, 46), (9, 13), (10, 25), (11, 46), (11, 32), (12, 29), (13, 45), (14, 51), (14, 30), (15, 37), (15, 31), (15, 39), (17, 31), (18, 34), (19, 38), (19, 29), (20, 55), (21, 36), (21, 23), (21, 55), (22, 54), (22, 44), (22, 38), (23, 28), (24, 33), (25, 41), (26, 37), (26, 58), (27, 55), (28, 59), (30, 56), (32, 52), (33, 41), (34, 45), (34, 44), (35, 38), (36, 52), (40, 48), (40, 42), (40, 46), (41, 50), (43, 48), (45, 57), (47, 57), (49, 57), (51, 52), (53, 56)]",300.87921166419983,True
2,193375.18095250477,"[(0, 36), (1, 45), (1, 3), (1, 53), (2, 30), (4, 45), (4, 28), (4, 15), (5, 33), (6, 43), (6, 38), (7, 26), (7, 11), (7, 47), (8, 17), (8, 54), (8, 56), (9, 54), (10, 34), (10, 55), (10, 14), (11, 33), (11, 17), (12, 35), (12, 43), (12, 17), (13, 22), (14, 49), (15, 33), (16, 28), (18, 59), (19, 27), (19, 25), (20, 24), (20, 44), (21, 25), (21, 32), (21, 50), (22, 56), (23, 26), (24, 52), (24, 51), (29, 41), (30, 59), (30, 39), (31, 58), (32, 40), (32, 59), (34, 54), (34, 36), (35, 37), (40, 51), (41, 43), (42, 46), (45, 50), (46, 49), (48, 52), (51, 58), (56, 57)]",305.2220895290375,True
3,195944.2362435549,"[(0, 28), (1, 24), (2, 40), (2, 14), (2, 9), (3, 19), (3, 54), (3, 52), (4, 38), (4, 12), (5, 52), (6, 44), (6, 16), (7, 30), (8, 48), (9, 49), (9, 55), (10, 29), (11, 37), (11, 43), (11, 59), (12, 40), (12, 26), (13, 17), (13, 44), (15, 33), (15, 38), (18, 35), (20, 22), (20, 57), (21, 59), (22, 26), (22, 27), (23, 44), (23, 51), (23, 34), (24, 59), (24, 30), (25, 52), (25, 28), (26, 47), (27, 35), (27, 50), (29, 40), (30, 53), (31, 45), (31, 47), (32, 50), (32, 36), (35, 48), (36, 41), (36, 42), (39, 54), (42, 43), (46, 53), (47, 51), (51, 54), (53, 56), (57, 58)]",405.08758091926575,True
4,188013.21792835917,"[(0, 43), (0, 36), (1, 47), (2, 27), (2, 22), (3, 13), (4, 29), (4, 35), (5, 55), (6, 37), (6, 31), (7, 17), (7, 55), (7, 59), (8, 40), (9, 31), (10, 23), (10, 21), (11, 32), (11, 46), (11, 45), (12, 34), (12, 57), (12, 50), (13, 23), (14, 21), (15, 35), (16, 47), (18, 43), (19, 25), (19, 39), (19, 50), (20, 56), (20, 40), (22, 48), (23, 24), (24, 39), (24, 55), (25, 49), (25, 41), (26, 37), (27, 30), (27, 51), (28, 53), (28, 38), (28, 49), (29, 32), (31, 54), (32, 39), (33, 50), (34, 56), (34, 42), (36, 44), (37, 43), (44, 52), (45, 58), (47, 49), (48, 57), (52, 57)]",553.6167042255402,True
5,178686.47235159052,"[(0, 27), (0, 4), (0, 46), (1, 48), (1, 55), (1, 8), (2, 58), (3, 45), (3, 57), (4, 32), (4, 36), (5, 25), (6, 43), (6, 18), (7, 21), (7, 37), (8, 47), (8, 28), (9, 48), (10, 36), (10, 44), (10, 33), (11, 40), (12, 45), (13, 50), (14, 40), (14, 19), (15, 26), (15, 16), (16, 52), (16, 32), (17, 24), (20, 57), (21, 27), (22, 39), (23, 24), (24, 35), (25, 35), (26, 57), (27, 42), (28, 59), (28, 50), (29, 37), (30, 56), (31, 41), (34, 36), (34, 41), (35, 44), (38, 42), (39, 43), (39, 49), (40, 53), (41, 43), (42, 48), (44, 54), (46, 56), (46, 53), (51, 56), (53, 58)]",313.8448586463928,True
6,165919.91680645227,"[(0, 28), (0, 40), (1, 11), (1, 8), (1, 58), (2, 30), (3, 14), (3, 46), (3, 40), (4, 52), (5, 14), (5, 50), (6, 15), (6, 41), (7, 15), (7, 59), (7, 10), (9, 56), (10, 27), (10, 52), (11, 16), (12, 42), (13, 19), (13, 55), (14, 48), (15, 24), (16, 34), (16, 38), (17, 48), (18, 27), (19, 29), (19, 26), (20, 23), (21, 59), (21, 34), (22, 50), (22, 49), (23, 32), (23, 33), (24, 42), (25, 37), (25, 43), (26, 58), (27, 35), (28, 34), (30, 31), (31, 56), (32, 41), (33, 51), (35, 43), (35, 39), (36, 40), (44, 46), (45, 54), (47, 57), (52, 54), (53, 57), (54, 56), (57, 58)]",326.536984205246,True
7,197874.10012979442,"[(0, 11), (1, 17), (2, 11), (2, 47), (2, 8), (3, 45), (4, 41), (5, 55), (6, 29), (6, 33), (7, 51), (8, 12), (8, 9), (10, 24), (12, 53), (13, 54), (13, 51), (14, 48), (14, 17), (14, 31), (15, 36), (15, 43), (16, 23), (16, 41), (17, 39), (18, 50), (19, 43), (20, 57), (21, 52), (21, 22), (23, 43), (23, 31), (24, 40), (24, 29), (25, 41), (26, 38), (26, 53), (26, 34), (27, 37), (27, 39), (28, 34), (30, 55), (31, 56), (32, 34), (32, 35), (32, 57), (35, 42), (36, 52), (39, 44), (40, 56), (40, 54), (42, 44), (44, 46), (45, 56), (45, 50), (49, 54), (52, 55), (57, 58), (58, 59)]",408.6297245025635,True
8,168029.09384730706,"[(0, 6), (1, 22), (1, 8), (2, 30), (2, 56), (3, 40), (4, 38), (4, 29), (5, 59), (6, 42), (7, 28), (7, 44), (7, 52), (9, 20), (10, 24), (10, 20), (10, 15), (11, 33), (11, 47), (11, 19), (12, 45), (12, 50), (12, 14), (13, 45), (13, 58), (13, 23), (14, 17), (15, 41), (16, 54), (16, 43), (16, 18), (19, 59), (21, 39), (22, 31), (23, 31), (24, 28), (24, 53), (25, 40), (25, 59), (25, 32), (26, 36), (27, 33), (27, 37), (28, 42), (31, 43), (33, 57), (34, 42), (34, 36), (35, 43), (38, 39), (39, 56), (40, 48), (45, 49), (46, 49), (46, 55), (47, 56), (47, 54), (49, 53), (51, 52)]",372.83641290664673,True
9,177491.70434435148,"[(0, 33), (0, 11), (0, 29), (1, 2), (1, 38), (1, 44), (2, 20), (2, 13), (3, 40), (4, 6), (5, 41), (6, 16), (6, 7), (7, 17), (8, 50), (8, 47), (8, 45), (9, 44), (9, 12), (10, 43), (10, 41), (10, 28), (11, 45), (11, 43), (12, 14), (14, 24), (14, 48), (15, 59), (15, 40), (16, 19), (17, 34), (17, 54), (18, 58), (19, 25), (19, 46), (20, 53), (21, 24), (22, 48), (23, 55), (24, 42), (25, 32), (25, 59), (26, 36), (26, 34), (27, 38), (29, 34), (30, 53), (31, 48), (31, 58), (32, 37), (33, 38), (35, 45), (36, 39), (43, 51), (44, 49), (46, 56), (47, 55), (47, 57), (52, 55)]",448.0999822616577,True
10,197045.26170388403,"[(0, 36), (1, 44), (1, 30), (1, 9), (2, 44), (3, 39), (4, 19), (4, 28), (4, 45), (5, 23), (6, 36), (6, 7), (6, 16), (7, 51), (8, 56), (9, 38), (9, 54), (10, 52), (10, 40), (10, 14), (11, 46), (11, 39), (11, 58), (12, 30), (12, 15), (13, 14), (15, 27), (15, 18), (17, 51), (19, 29), (19, 42), (20, 41), (20, 49), (21, 24), (21, 25), (21, 32), (22, 43), (22, 30), (22, 36), (23, 42), (23, 56), (24, 50), (24, 43), (25, 37), (26, 45), (27, 39), (27, 33), (28, 31), (31, 34), (34, 41), (35, 43), (40, 54), (41, 59), (45, 48), (47, 49), (48, 55), (53, 58), (56, 57), (57, 58)]",432.1491196155548,True
