STT,Best Cost,Best Tree,Time,Is Tree?
1,192103.98421073827,"[(0, 48), (1, 46), (1, 28), (1, 22), (2, 26), (2, 44), (3, 30), (4, 9), (4, 32), (4, 53), (5, 45), (5, 20), (5, 24), (6, 29), (6, 24), (6, 37), (7, 13), (7, 39), (8, 51), (8, 26), (8, 38), (9, 58), (9, 52), (10, 45), (10, 30), (10, 28), (11, 34), (12, 25), (12, 40), (13, 22), (13, 33), (14, 25), (14, 53), (15, 57), (15, 25), (16, 59), (17, 55), (17, 18), (19, 36), (19, 23), (19, 42), (20, 57), (21, 58), (22, 48), (23, 57), (23, 47), (27, 41), (30, 35), (31, 55), (31, 50), (32, 50), (34, 59), (34, 49), (35, 49), (38, 42), (41, 58), (43, 53), (52, 56), (54, 59)]",299.2650558948517,True
2,191462.0530704484,"[(0, 14), (0, 19), (1, 24), (1, 33), (1, 26), (2, 37), (2, 53), (2, 28), (3, 35), (3, 13), (4, 49), (4, 41), (5, 17), (5, 16), (5, 7), (6, 36), (6, 41), (6, 8), (8, 40), (9, 29), (10, 31), (10, 17), (11, 12), (12, 24), (13, 21), (14, 26), (14, 54), (15, 30), (15, 22), (16, 39), (17, 59), (18, 24), (19, 32), (20, 22), (20, 51), (20, 49), (21, 46), (21, 39), (23, 25), (25, 46), (26, 44), (27, 28), (29, 40), (29, 52), (33, 48), (34, 42), (34, 43), (34, 41), (35, 57), (35, 36), (38, 48), (39, 54), (40, 55), (42, 53), (45, 51), (47, 48), (50, 55), (54, 58), (56, 59)]",311.4322888851166,True
3,188546.14947904265,"[(0, 25), (0, 19), (0, 36), (1, 33), (2, 46), (2, 54), (2, 25), (3, 45), (3, 16), (4, 32), (5, 13), (6, 27), (7, 16), (7, 34), (8, 43), (9, 27), (9, 35), (10, 37), (10, 38), (11, 14), (12, 55), (13, 32), (13, 56), (14, 33), (14, 52), (15, 19), (15, 37), (15, 23), (16, 35), (17, 56), (18, 39), (19, 43), (20, 45), (21, 28), (21, 22), (22, 31), (22, 58), (23, 53), (24, 25), (24, 49), (24, 48), (26, 36), (26, 42), (28, 45), (28, 43), (29, 59), (30, 49), (31, 57), (31, 41), (33, 47), (39, 50), (39, 56), (40, 49), (44, 55), (46, 50), (46, 51), (47, 54), (52, 59), (55, 58)]",253.7646839618683,True
4,159699.3051147516,"[(0, 32), (0, 24), (1, 2), (1, 24), (1, 47), (2, 42), (3, 39), (4, 40), (5, 16), (6, 27), (6, 26), (6, 40), (7, 59), (7, 14), (8, 56), (9, 53), (9, 33), (10, 31), (11, 32), (11, 22), (11, 31), (12, 37), (13, 58), (14, 28), (14, 24), (15, 22), (15, 21), (15, 57), (16, 28), (16, 38), (17, 41), (17, 34), (18, 57), (19, 54), (20, 39), (23, 27), (25, 45), (27, 51), (28, 56), (29, 58), (30, 32), (33, 46), (33, 58), (34, 55), (35, 49), (35, 54), (35, 46), (36, 43), (36, 46), (37, 47), (37, 48), (39, 53), (44, 50), (45, 47), (49, 52), (50, 53), (50, 55), (51, 52), (51, 59)]",300.4456956386566,True
5,178366.1510616262,"[(0, 1), (0, 24), (1, 17), (1, 50), (2, 30), (2, 19), (2, 36), (3, 17), (3, 18), (4, 50), (5, 19), (5, 7), (6, 48), (6, 38), (7, 56), (8, 9), (9, 26), (9, 22), (10, 26), (10, 11), (10, 56), (11, 25), (11, 51), (12, 29), (13, 45), (14, 15), (14, 49), (15, 47), (16, 45), (17, 45), (20, 49), (20, 46), (21, 57), (21, 56), (23, 33), (23, 39), (23, 34), (26, 50), (27, 31), (28, 58), (29, 42), (29, 37), (30, 44), (31, 41), (31, 34), (32, 38), (32, 54), (32, 55), (35, 37), (36, 43), (38, 40), (41, 53), (42, 43), (42, 58), (46, 53), (47, 59), (48, 52), (51, 54), (53, 54)]",380.43298053741455,True
6,163513.63188921227,"[(0, 29), (0, 47), (0, 1), (1, 26), (1, 19), (2, 8), (2, 35), (2, 4), (3, 20), (3, 56), (4, 29), (4, 31), (5, 23), (5, 18), (5, 16), (6, 12), (6, 40), (7, 16), (7, 13), (7, 10), (9, 50), (9, 52), (10, 49), (10, 45), (11, 52), (11, 22), (12, 32), (13, 22), (14, 22), (14, 15), (16, 30), (17, 41), (17, 47), (20, 42), (21, 39), (21, 48), (21, 46), (24, 26), (25, 53), (25, 48), (25, 36), (26, 43), (27, 44), (27, 32), (27, 28), (28, 37), (28, 39), (31, 34), (33, 37), (34, 51), (35, 54), (37, 42), (38, 52), (38, 58), (38, 57), (39, 59), (44, 55), (47, 48), (53, 58)]",312.01612401008606,True
7,206835.19382693083,"[(0, 20), (0, 54), (1, 22), (1, 59), (1, 9), (2, 22), (3, 52), (3, 13), (4, 44), (5, 30), (5, 11), (6, 39), (6, 47), (6, 12), (7, 46), (7, 55), (8, 32), (8, 9), (9, 25), (10, 37), (11, 23), (12, 24), (12, 41), (13, 41), (13, 37), (14, 18), (14, 23), (14, 45), (15, 43), (15, 38), (15, 56), (16, 19), (17, 49), (17, 22), (17, 40), (19, 21), (19, 26), (21, 53), (24, 27), (25, 35), (25, 58), (26, 43), (27, 43), (27, 34), (28, 58), (29, 48), (29, 50), (30, 57), (30, 38), (31, 50), (33, 46), (33, 54), (33, 35), (35, 42), (36, 40), (38, 58), (41, 44), (48, 53), (51, 52)]",291.6695623397827,True
8,176117.7740686372,"[(0, 14), (1, 42), (1, 58), (1, 46), (2, 50), (2, 42), (2, 26), (3, 23), (3, 7), (4, 22), (4, 8), (4, 29), (5, 21), (5, 29), (5, 37), (6, 38), (7, 37), (7, 15), (8, 19), (9, 11), (9, 33), (10, 29), (10, 34), (10, 27), (12, 44), (13, 14), (13, 40), (14, 16), (15, 52), (15, 56), (16, 51), (17, 20), (17, 31), (18, 20), (20, 59), (22, 28), (23, 45), (23, 35), (24, 50), (25, 37), (26, 57), (26, 36), (28, 30), (28, 54), (32, 53), (32, 59), (33, 44), (33, 47), (38, 48), (39, 57), (40, 58), (41, 55), (41, 45), (43, 58), (44, 46), (46, 48), (47, 59), (49, 52), (51, 52)]",330.1475467681885,True
9,183426.9040191791,"[(0, 25), (1, 48), (2, 46), (3, 17), (3, 16), (3, 22), (4, 9), (5, 13), (5, 33), (5, 7), (6, 13), (7, 11), (8, 36), (8, 19), (9, 12), (9, 43), (10, 24), (11, 15), (11, 59), (12, 44), (12, 47), (13, 55), (14, 48), (14, 41), (16, 18), (17, 52), (17, 48), (19, 50), (20, 36), (20, 23), (21, 32), (24, 53), (24, 51), (25, 32), (25, 47), (26, 43), (27, 40), (28, 34), (28, 51), (28, 38), (29, 55), (29, 43), (29, 40), (30, 39), (31, 51), (33, 35), (33, 54), (34, 49), (34, 40), (36, 56), (37, 53), (37, 52), (38, 45), (39, 57), (39, 59), (42, 44), (46, 54), (50, 55), (50, 58)]",292.57722449302673,True
10,171726.54965066703,"[(0, 1), (1, 54), (1, 23), (2, 47), (2, 33), (3, 51), (3, 23), (4, 12), (4, 34), (5, 39), (6, 26), (6, 12), (6, 53), (7, 46), (7, 56), (7, 9), (8, 51), (8, 58), (8, 42), (9, 22), (10, 27), (11, 19), (12, 29), (13, 54), (14, 28), (15, 35), (15, 21), (16, 25), (16, 30), (16, 26), (17, 45), (17, 48), (18, 43), (19, 25), (20, 35), (23, 39), (24, 42), (26, 43), (27, 32), (27, 52), (28, 40), (30, 52), (30, 57), (31, 34), (34, 41), (35, 58), (36, 59), (37, 58), (38, 50), (38, 42), (39, 52), (40, 43), (44, 51), (47, 54), (48, 53), (49, 55), (49, 56), (49, 59), (53, 56)]",300.9906289577484,True
