STT,Best Cost,Best Tree,Time,Is Tree?
1,187764.0932427582,"[(0, 16), (0, 57), (1, 53), (1, 28), (2, 17), (2, 28), (3, 13), (4, 27), (5, 22), (5, 46), (5, 43), (6, 22), (6, 42), (7, 19), (8, 57), (8, 27), (9, 38), (9, 29), (9, 12), (10, 52), (11, 45), (11, 52), (11, 21), (13, 18), (14, 42), (15, 29), (16, 38), (17, 59), (18, 39), (18, 36), (19, 20), (19, 43), (22, 32), (23, 59), (23, 34), (23, 33), (24, 53), (24, 41), (25, 29), (25, 43), (25, 50), (26, 51), (27, 49), (30, 58), (30, 56), (30, 54), (31, 37), (32, 39), (35, 51), (37, 47), (37, 46), (39, 40), (44, 46), (44, 48), (48, 54), (51, 53), (52, 58), (55, 56), (57, 59)]",215.0925269126892,True
2,180742.70294315863,"[(0, 7), (1, 40), (1, 33), (1, 26), (2, 28), (2, 24), (2, 4), (3, 55), (4, 30), (4, 51), (5, 29), (5, 9), (6, 12), (6, 50), (7, 41), (8, 15), (9, 38), (10, 22), (11, 32), (11, 12), (12, 34), (13, 20), (13, 42), (13, 49), (14, 55), (15, 46), (15, 54), (16, 30), (17, 59), (18, 59), (18, 21), (19, 21), (19, 30), (21, 29), (22, 32), (23, 51), (23, 57), (25, 41), (27, 37), (29, 43), (31, 55), (31, 56), (31, 50), (32, 48), (34, 36), (34, 44), (35, 56), (36, 40), (36, 41), (37, 48), (39, 54), (40, 54), (42, 43), (43, 50), (44, 45), (44, 53), (46, 47), (46, 52), (48, 58)]",204.91867780685425,True
3,174267.49741951225,"[(0, 33), (1, 17), (2, 40), (2, 43), (2, 29), (3, 49), (4, 16), (4, 49), (5, 38), (5, 52), (5, 12), (6, 9), (6, 59), (6, 57), (7, 44), (7, 32), (8, 20), (9, 33), (9, 38), (10, 20), (10, 24), (11, 18), (12, 18), (12, 42), (13, 14), (13, 37), (14, 31), (14, 21), (15, 50), (17, 59), (19, 59), (19, 48), (20, 35), (21, 40), (21, 46), (22, 29), (22, 41), (23, 36), (24, 54), (25, 49), (25, 50), (25, 28), (26, 43), (27, 37), (28, 47), (29, 30), (30, 47), (30, 58), (31, 55), (32, 52), (32, 53), (34, 58), (36, 54), (36, 40), (37, 38), (39, 52), (41, 45), (45, 51), (47, 56)]",205.9794294834137,True
4,185743.4041940834,"[(0, 27), (0, 56), (0, 15), (1, 21), (2, 29), (3, 13), (3, 38), (3, 55), (4, 49), (4, 11), (5, 17), (5, 42), (6, 36), (6, 44), (7, 14), (8, 57), (8, 13), (8, 20), (9, 44), (10, 24), (10, 54), (11, 12), (13, 29), (14, 23), (16, 58), (16, 45), (18, 48), (18, 36), (19, 54), (21, 42), (22, 48), (22, 43), (23, 48), (23, 56), (24, 39), (25, 34), (25, 53), (26, 56), (26, 33), (28, 43), (28, 46), (29, 41), (30, 54), (31, 46), (31, 38), (32, 47), (33, 35), (34, 58), (37, 43), (37, 49), (39, 51), (39, 47), (40, 59), (40, 42), (40, 41), (41, 58), (44, 50), (47, 55), (52, 53)]",190.61306023597717,True
5,185706.33988850535,"[(0, 1), (0, 14), (0, 30), (1, 24), (1, 36), (2, 42), (2, 25), (3, 15), (3, 26), (3, 7), (4, 33), (5, 6), (5, 13), (6, 58), (7, 53), (7, 37), (8, 55), (9, 43), (9, 18), (10, 14), (10, 18), (11, 32), (11, 12), (11, 45), (12, 28), (13, 25), (14, 33), (15, 36), (16, 55), (17, 43), (17, 51), (19, 57), (20, 32), (21, 43), (21, 52), (22, 30), (23, 59), (24, 39), (26, 40), (26, 46), (27, 37), (27, 49), (28, 41), (29, 34), (31, 46), (32, 53), (33, 54), (34, 36), (35, 45), (38, 50), (38, 55), (39, 42), (44, 46), (44, 47), (45, 48), (47, 56), (48, 50), (49, 57), (50, 59)]",185.3172092437744,True
6,176944.1554763626,"[(0, 44), (1, 45), (2, 17), (2, 43), (3, 17), (4, 25), (4, 23), (5, 40), (5, 52), (6, 30), (7, 49), (7, 13), (8, 16), (9, 29), (10, 51), (10, 39), (11, 28), (11, 36), (11, 54), (12, 18), (12, 22), (13, 27), (14, 31), (14, 29), (15, 48), (15, 25), (16, 59), (16, 34), (18, 42), (18, 50), (19, 25), (20, 21), (21, 45), (22, 41), (22, 26), (23, 55), (24, 47), (28, 48), (28, 43), (29, 53), (30, 41), (30, 51), (32, 52), (33, 40), (34, 45), (35, 59), (35, 55), (35, 37), (37, 49), (37, 58), (38, 49), (38, 47), (39, 47), (40, 57), (41, 46), (42, 53), (44, 46), (53, 57), (55, 56)]",181.96749591827393,True
7,172344.3630348556,"[(0, 33), (1, 42), (1, 29), (1, 53), (2, 53), (3, 29), (4, 48), (4, 50), (5, 54), (5, 40), (6, 44), (6, 19), (7, 59), (7, 8), (8, 46), (8, 35), (9, 46), (10, 24), (11, 29), (12, 46), (13, 33), (13, 31), (14, 55), (15, 56), (16, 19), (16, 25), (17, 57), (18, 48), (18, 21), (19, 20), (21, 32), (21, 34), (22, 42), (22, 30), (23, 44), (24, 41), (24, 50), (25, 30), (26, 38), (27, 45), (28, 32), (28, 54), (30, 39), (31, 56), (32, 51), (35, 47), (35, 37), (36, 48), (36, 45), (37, 56), (37, 55), (38, 51), (38, 47), (39, 41), (41, 43), (42, 52), (49, 58), (50, 58), (51, 57)]",204.18133449554443,True
8,173018.52776658526,"[(0, 23), (1, 32), (2, 42), (2, 40), (3, 4), (3, 8), (3, 14), (5, 54), (5, 21), (5, 46), (6, 59), (6, 20), (6, 29), (7, 57), (7, 33), (9, 47), (10, 48), (10, 28), (11, 48), (11, 41), (11, 32), (12, 46), (13, 31), (14, 46), (14, 23), (15, 51), (15, 26), (15, 34), (16, 50), (16, 43), (16, 35), (17, 19), (18, 28), (19, 20), (19, 58), (20, 55), (21, 38), (21, 42), (22, 44), (22, 36), (23, 37), (24, 30), (25, 45), (25, 49), (26, 48), (26, 56), (27, 51), (29, 43), (29, 40), (30, 39), (30, 36), (31, 55), (34, 47), (37, 53), (40, 41), (44, 59), (49, 52), (52, 54), (57, 59)]",195.85035943984985,True
9,187609.2557166949,"[(0, 51), (0, 15), (1, 9), (2, 48), (2, 30), (2, 10), (3, 16), (3, 37), (4, 20), (5, 58), (5, 9), (5, 48), (6, 47), (6, 59), (6, 33), (7, 34), (7, 56), (7, 27), (8, 56), (8, 31), (8, 35), (11, 41), (11, 45), (11, 29), (12, 46), (13, 21), (14, 22), (15, 39), (16, 42), (17, 45), (18, 46), (18, 28), (18, 30), (19, 34), (19, 25), (20, 33), (20, 57), (21, 38), (21, 34), (22, 43), (22, 39), (23, 38), (24, 28), (25, 49), (25, 39), (26, 41), (29, 32), (30, 50), (33, 38), (36, 44), (36, 54), (36, 53), (37, 44), (37, 55), (40, 46), (44, 58), (45, 51), (51, 53), (52, 54)]",215.11035633087158,True
10,161822.29821406901,"[(0, 46), (0, 7), (0, 15), (1, 6), (1, 25), (2, 30), (2, 6), (2, 26), (3, 38), (4, 37), (4, 18), (5, 46), (5, 21), (5, 36), (6, 36), (7, 52), (8, 31), (9, 51), (9, 14), (9, 59), (10, 52), (11, 54), (12, 42), (13, 34), (15, 47), (16, 56), (16, 59), (16, 19), (17, 31), (18, 43), (18, 32), (19, 45), (19, 20), (20, 50), (21, 44), (22, 28), (23, 44), (24, 45), (27, 49), (28, 48), (28, 40), (29, 56), (29, 33), (29, 46), (31, 38), (32, 42), (34, 37), (35, 47), (36, 54), (37, 55), (38, 47), (39, 52), (40, 49), (40, 41), (41, 43), (44, 53), (45, 57), (49, 56), (51, 58)]",181.5732946395874,True
