STT,Best Cost,Best Tree,Time,Is Tree?
1,177209.6625938179,"[(0, 25), (1, 8), (2, 17), (2, 11), (2, 56), (3, 48), (3, 59), (4, 27), (4, 5), (4, 40), (5, 16), (5, 32), (6, 12), (6, 53), (7, 14), (7, 20), (7, 49), (8, 18), (8, 25), (9, 52), (9, 19), (10, 42), (10, 47), (12, 37), (13, 22), (13, 28), (13, 25), (15, 31), (15, 50), (15, 34), (16, 49), (16, 59), (17, 44), (17, 58), (18, 41), (20, 44), (20, 39), (21, 33), (21, 38), (21, 46), (22, 56), (23, 50), (24, 26), (24, 32), (27, 29), (29, 53), (30, 55), (30, 31), (31, 36), (33, 52), (33, 44), (34, 35), (35, 43), (38, 50), (38, 45), (42, 48), (51, 57), (53, 57), (54, 56)]",227.0760200023651,True
2,159945.80741080974,"[(0, 39), (0, 20), (1, 54), (1, 15), (2, 36), (2, 17), (2, 14), (3, 33), (4, 16), (4, 46), (4, 25), (5, 13), (6, 31), (6, 36), (6, 51), (7, 58), (7, 50), (7, 11), (8, 47), (9, 23), (10, 21), (11, 14), (12, 19), (13, 36), (15, 22), (15, 59), (16, 43), (18, 56), (19, 55), (19, 30), (21, 42), (21, 34), (22, 55), (22, 24), (23, 47), (23, 49), (25, 55), (25, 32), (26, 39), (27, 58), (28, 51), (29, 41), (30, 37), (30, 56), (32, 51), (33, 38), (33, 48), (34, 44), (34, 53), (35, 41), (35, 39), (35, 54), (38, 52), (40, 53), (40, 57), (41, 49), (44, 56), (45, 48), (45, 47)]",286.2991304397583,True
3,167459.6777138791,"[(0, 22), (0, 39), (0, 3), (1, 36), (2, 50), (2, 30), (3, 45), (3, 9), (4, 58), (4, 49), (5, 38), (5, 35), (5, 15), (6, 25), (6, 26), (7, 30), (7, 23), (8, 47), (8, 21), (8, 43), (10, 21), (11, 41), (12, 36), (12, 46), (13, 57), (13, 59), (14, 19), (15, 36), (15, 55), (16, 54), (16, 39), (16, 51), (17, 49), (17, 42), (17, 34), (18, 47), (18, 59), (18, 19), (20, 45), (21, 38), (22, 53), (23, 45), (23, 44), (24, 57), (24, 27), (26, 57), (28, 44), (29, 41), (30, 56), (31, 59), (32, 49), (33, 39), (37, 41), (37, 54), (40, 53), (42, 43), (43, 50), (47, 52), (48, 50)]",216.36846232414246,True
4,174309.9281626599,"[(0, 26), (0, 8), (0, 57), (1, 7), (1, 19), (2, 36), (2, 17), (3, 23), (4, 57), (5, 8), (5, 54), (5, 16), (6, 44), (7, 34), (9, 48), (10, 21), (11, 27), (11, 42), (11, 22), (12, 35), (13, 55), (13, 25), (14, 25), (14, 31), (14, 53), (15, 16), (16, 31), (18, 26), (20, 34), (20, 35), (21, 46), (21, 33), (23, 52), (24, 40), (25, 32), (27, 48), (28, 55), (29, 42), (29, 50), (29, 43), (30, 59), (31, 44), (32, 49), (32, 59), (33, 58), (33, 41), (34, 52), (35, 44), (36, 50), (37, 51), (38, 42), (38, 45), (39, 52), (39, 47), (40, 53), (41, 47), (43, 46), (48, 56), (51, 57)]",227.25213027000427,True
5,182219.24530532645,"[(0, 24), (0, 34), (1, 18), (2, 26), (2, 13), (3, 27), (4, 50), (4, 56), (5, 13), (5, 25), (5, 53), (6, 22), (7, 50), (7, 17), (8, 9), (9, 47), (10, 41), (10, 45), (10, 12), (11, 54), (11, 43), (11, 39), (13, 24), (14, 56), (15, 57), (16, 20), (18, 47), (18, 59), (19, 55), (19, 25), (20, 26), (20, 37), (21, 42), (21, 59), (21, 56), (22, 51), (22, 23), (23, 41), (26, 28), (27, 48), (28, 44), (29, 46), (29, 36), (30, 36), (31, 46), (32, 45), (32, 52), (33, 47), (33, 46), (35, 57), (38, 43), (38, 45), (40, 44), (40, 41), (43, 48), (48, 58), (49, 59), (49, 54), (51, 57)]",190.5720145702362,True
6,167605.79413667228,"[(0, 22), (0, 25), (1, 46), (2, 30), (3, 23), (3, 47), (3, 34), (4, 39), (5, 31), (6, 51), (7, 47), (7, 36), (8, 34), (9, 47), (10, 54), (10, 50), (11, 40), (11, 58), (11, 52), (12, 18), (12, 55), (13, 54), (14, 59), (15, 39), (15, 57), (15, 51), (16, 32), (17, 38), (17, 42), (19, 48), (19, 24), (20, 22), (21, 27), (22, 31), (24, 36), (24, 39), (25, 30), (25, 46), (26, 46), (26, 27), (26, 33), (27, 41), (28, 57), (28, 44), (29, 31), (29, 44), (32, 44), (32, 45), (34, 49), (35, 59), (35, 40), (36, 55), (37, 56), (38, 49), (42, 43), (42, 56), (45, 50), (51, 59), (53, 57)]",221.4409704208374,True
7,205680.8927468036,"[(0, 40), (0, 6), (0, 4), (1, 12), (2, 50), (2, 57), (2, 18), (3, 11), (3, 34), (4, 34), (5, 48), (5, 35), (6, 19), (6, 28), (7, 17), (7, 18), (7, 43), (8, 29), (9, 45), (10, 33), (11, 45), (11, 58), (12, 22), (12, 25), (13, 28), (14, 27), (14, 49), (15, 40), (16, 45), (16, 55), (18, 48), (19, 56), (20, 23), (20, 39), (20, 38), (21, 40), (22, 57), (22, 49), (23, 51), (23, 47), (24, 51), (24, 28), (26, 39), (29, 59), (30, 56), (31, 33), (32, 44), (33, 49), (36, 46), (37, 55), (41, 52), (41, 44), (42, 43), (46, 48), (46, 54), (47, 52), (50, 52), (53, 57), (56, 59)]",206.60946416854858,True
8,179783.49929590905,"[(0, 35), (0, 20), (1, 17), (1, 39), (2, 18), (2, 21), (2, 23), (3, 37), (3, 19), (4, 42), (4, 52), (4, 53), (5, 46), (5, 16), (6, 24), (6, 34), (6, 39), (7, 10), (7, 47), (7, 20), (8, 26), (8, 32), (9, 26), (10, 11), (11, 27), (12, 28), (12, 29), (13, 35), (14, 39), (15, 36), (15, 51), (16, 34), (16, 57), (17, 56), (18, 38), (19, 56), (20, 44), (21, 24), (22, 59), (22, 54), (22, 51), (23, 45), (24, 26), (25, 55), (27, 50), (29, 30), (29, 44), (31, 51), (32, 40), (33, 47), (33, 48), (33, 58), (34, 49), (37, 59), (41, 59), (43, 45), (44, 57), (45, 52), (55, 57)]",174.99197721481323,True
9,186707.59166741764,"[(0, 23), (0, 20), (0, 40), (1, 14), (1, 6), (1, 52), (2, 55), (3, 46), (4, 22), (5, 59), (5, 39), (5, 35), (7, 23), (7, 39), (8, 53), (8, 58), (8, 50), (9, 45), (10, 41), (10, 11), (11, 32), (12, 55), (13, 36), (14, 42), (15, 44), (15, 59), (16, 40), (16, 51), (17, 50), (18, 29), (18, 37), (18, 43), (19, 32), (20, 22), (21, 27), (21, 49), (21, 34), (24, 26), (24, 28), (25, 27), (26, 30), (26, 36), (27, 52), (28, 56), (28, 32), (29, 36), (31, 50), (33, 41), (34, 45), (35, 43), (35, 47), (38, 47), (39, 54), (40, 53), (44, 48), (44, 55), (45, 46), (48, 52), (51, 57)]",208.25869297981262,True
10,176742.95476551214,"[(0, 18), (0, 27), (0, 41), (1, 59), (1, 44), (2, 19), (2, 37), (3, 41), (3, 59), (3, 46), (4, 45), (5, 53), (5, 17), (5, 22), (6, 11), (6, 38), (6, 24), (7, 35), (7, 33), (7, 52), (8, 17), (8, 34), (8, 49), (9, 48), (9, 50), (10, 40), (10, 41), (11, 18), (12, 57), (13, 36), (13, 53), (14, 47), (14, 29), (14, 20), (15, 26), (16, 55), (16, 24), (17, 45), (18, 43), (19, 59), (21, 38), (23, 47), (23, 26), (24, 56), (25, 53), (26, 34), (27, 58), (27, 39), (28, 32), (29, 30), (30, 44), (30, 51), (31, 45), (32, 54), (35, 44), (36, 57), (37, 54), (42, 52), (47, 48)]",221.29273056983948,True
