STT,Best Cost,Best Tree,Time,Is Tree?
1,167415.46780533975,"[(0, 53), (1, 44), (2, 51), (2, 58), (2, 18), (3, 15), (3, 33), (3, 45), (4, 11), (5, 58), (6, 42), (7, 35), (8, 32), (8, 42), (9, 57), (9, 47), (10, 14), (11, 21), (12, 20), (12, 54), (13, 40), (14, 25), (14, 19), (15, 29), (15, 26), (16, 17), (17, 35), (17, 48), (19, 21), (19, 28), (21, 23), (22, 41), (22, 56), (22, 38), (24, 39), (25, 52), (25, 48), (27, 39), (30, 57), (31, 36), (32, 45), (33, 40), (34, 51), (34, 43), (35, 44), (36, 56), (37, 53), (38, 40), (38, 50), (39, 41), (45, 47), (46, 47), (48, 49), (49, 57), (50, 58), (50, 54), (51, 59), (53, 55), (54, 55)]",297.51162028312683,True
2,139043.1745420407,"[(0, 57), (0, 58), (1, 14), (1, 7), (1, 3), (2, 34), (3, 32), (4, 46), (4, 54), (5, 51), (5, 52), (5, 28), (6, 31), (6, 30), (6, 38), (8, 36), (9, 54), (9, 58), (9, 19), (10, 25), (10, 37), (10, 22), (11, 44), (11, 27), (12, 39), (12, 38), (13, 29), (13, 43), (13, 56), (14, 35), (14, 44), (15, 43), (15, 32), (16, 56), (17, 18), (18, 36), (19, 26), (20, 38), (20, 47), (21, 26), (22, 42), (23, 54), (24, 55), (25, 31), (26, 39), (33, 34), (33, 43), (35, 37), (35, 36), (37, 40), (41, 56), (44, 55), (45, 50), (46, 52), (46, 59), (48, 49), (49, 55), (50, 53), (50, 58)]",285.386164188385,True
3,192589.06867050045,"[(0, 45), (0, 51), (1, 22), (2, 41), (2, 36), (2, 22), (3, 33), (3, 4), (5, 40), (6, 36), (6, 40), (7, 56), (8, 30), (8, 13), (8, 37), (9, 47), (10, 38), (10, 50), (10, 25), (11, 58), (12, 43), (12, 24), (13, 29), (13, 55), (14, 56), (15, 27), (15, 29), (16, 53), (16, 52), (16, 28), (17, 19), (17, 21), (18, 38), (19, 20), (19, 55), (22, 42), (23, 39), (25, 52), (26, 48), (27, 38), (28, 46), (28, 57), (31, 47), (31, 43), (32, 39), (33, 54), (33, 43), (34, 39), (34, 41), (34, 54), (35, 55), (40, 59), (41, 52), (44, 56), (44, 48), (47, 48), (49, 54), (51, 57), (57, 58)]",269.24537467956543,True
4,153143.18405723508,"[(0, 13), (0, 41), (1, 6), (1, 53), (1, 55), (2, 22), (2, 41), (2, 56), (3, 42), (3, 38), (4, 46), (4, 37), (5, 57), (6, 33), (6, 30), (7, 47), (7, 34), (7, 9), (8, 40), (9, 21), (10, 56), (11, 39), (12, 54), (12, 19), (13, 58), (14, 16), (14, 27), (14, 46), (15, 20), (17, 35), (17, 38), (18, 38), (19, 55), (19, 25), (20, 47), (22, 36), (23, 25), (24, 44), (26, 44), (28, 40), (29, 59), (29, 52), (31, 53), (31, 34), (31, 42), (32, 53), (32, 40), (33, 52), (33, 36), (36, 50), (37, 47), (39, 43), (42, 43), (43, 45), (44, 49), (45, 57), (48, 49), (48, 55), (51, 56)]",258.0081226825714,True
5,156220.26646373412,"[(0, 53), (0, 23), (1, 54), (1, 56), (1, 39), (2, 58), (2, 32), (3, 6), (4, 7), (4, 52), (4, 59), (5, 18), (6, 50), (6, 58), (8, 28), (8, 14), (9, 21), (10, 36), (10, 45), (11, 19), (11, 38), (11, 21), (12, 16), (12, 17), (12, 49), (13, 58), (13, 29), (13, 16), (14, 26), (14, 18), (15, 18), (16, 33), (17, 38), (17, 46), (20, 33), (20, 43), (20, 47), (22, 42), (22, 50), (22, 52), (23, 35), (23, 44), (24, 35), (25, 52), (25, 34), (26, 48), (27, 49), (27, 55), (28, 50), (30, 31), (31, 51), (32, 41), (36, 42), (37, 43), (40, 41), (42, 56), (45, 51), (51, 57), (53, 59)]",326.3435597419739,True
6,168731.63521620978,"[(0, 33), (0, 45), (0, 51), (1, 13), (2, 4), (2, 32), (3, 26), (3, 8), (3, 13), (4, 41), (4, 31), (5, 50), (5, 45), (5, 34), (6, 36), (6, 18), (7, 24), (8, 34), (9, 12), (9, 44), (9, 39), (10, 17), (10, 43), (11, 26), (12, 50), (12, 37), (14, 25), (14, 47), (15, 33), (16, 34), (17, 53), (17, 35), (19, 37), (20, 38), (20, 44), (20, 22), (21, 58), (22, 56), (22, 52), (23, 59), (24, 26), (25, 58), (27, 39), (28, 59), (28, 45), (29, 33), (30, 40), (32, 40), (32, 49), (36, 52), (37, 53), (40, 51), (41, 42), (46, 59), (48, 52), (48, 55), (48, 54), (53, 57), (57, 58)]",292.85646867752075,True
7,169593.01311966844,"[(0, 51), (1, 39), (1, 14), (2, 23), (3, 41), (3, 29), (4, 57), (4, 35), (4, 18), (5, 57), (6, 50), (6, 36), (7, 20), (7, 58), (7, 19), (8, 51), (8, 30), (8, 22), (9, 44), (9, 26), (10, 37), (10, 52), (11, 54), (11, 24), (12, 38), (13, 46), (14, 43), (15, 55), (16, 38), (16, 25), (16, 40), (17, 21), (17, 27), (19, 38), (20, 52), (20, 41), (21, 29), (21, 55), (22, 31), (22, 54), (23, 49), (24, 42), (24, 26), (28, 59), (31, 58), (31, 34), (32, 50), (33, 34), (35, 46), (36, 41), (37, 59), (39, 49), (39, 47), (42, 45), (43, 48), (49, 54), (50, 57), (53, 56), (56, 58)]",263.4601616859436,True
8,154244.45704563477,"[(0, 56), (0, 57), (1, 44), (2, 46), (2, 59), (3, 40), (3, 28), (3, 18), (4, 37), (5, 22), (6, 32), (6, 16), (7, 55), (8, 16), (9, 26), (9, 54), (10, 52), (11, 23), (12, 50), (12, 49), (13, 16), (14, 47), (14, 23), (14, 40), (15, 49), (17, 38), (19, 21), (19, 27), (20, 54), (21, 49), (21, 35), (22, 33), (22, 31), (23, 35), (24, 32), (24, 26), (24, 37), (25, 34), (25, 41), (26, 48), (29, 56), (30, 51), (33, 40), (33, 46), (34, 36), (35, 48), (36, 58), (37, 52), (38, 46), (39, 44), (42, 50), (42, 45), (43, 56), (44, 53), (48, 55), (50, 58), (51, 57), (52, 53), (57, 58)]",298.97728633880615,True
9,164973.648080192,"[(0, 6), (1, 11), (1, 54), (1, 55), (2, 45), (3, 22), (3, 24), (3, 37), (4, 25), (4, 46), (4, 17), (5, 32), (5, 30), (6, 51), (6, 8), (7, 29), (7, 27), (7, 10), (9, 23), (9, 21), (10, 22), (10, 21), (12, 49), (13, 43), (13, 31), (14, 20), (14, 17), (15, 33), (16, 57), (18, 58), (18, 55), (19, 47), (22, 51), (23, 44), (24, 59), (24, 33), (25, 27), (25, 52), (26, 39), (28, 50), (32, 57), (32, 50), (33, 39), (34, 40), (35, 59), (36, 42), (38, 49), (38, 44), (39, 56), (40, 43), (40, 45), (41, 56), (42, 58), (42, 57), (43, 58), (44, 48), (45, 53), (47, 54), (54, 56)]",275.4543402194977,True
10,152239.45603748504,"[(0, 6), (1, 17), (1, 19), (2, 53), (2, 12), (2, 41), (3, 39), (4, 23), (4, 46), (5, 31), (6, 22), (6, 30), (7, 11), (7, 17), (8, 16), (8, 42), (8, 43), (9, 12), (10, 56), (10, 25), (10, 39), (13, 28), (13, 36), (14, 54), (14, 52), (15, 27), (18, 37), (18, 52), (19, 33), (19, 35), (20, 27), (20, 44), (20, 24), (21, 47), (22, 57), (23, 29), (25, 47), (25, 26), (26, 48), (28, 58), (28, 38), (29, 51), (30, 32), (31, 50), (34, 45), (35, 38), (35, 46), (38, 54), (39, 54), (40, 45), (42, 59), (42, 45), (44, 58), (44, 55), (47, 49), (50, 53), (50, 57), (52, 53), (57, 59)]",263.37998151779175,True
