STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,18286.472020058733,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 1), (0, 3), (1, 2), (1, 7), (2, 5), (2, 6), (4, 5)]",1.5410101413726807,True
2,15689.443260135253,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[(0, 1), (1, 3), (1, 5), (2, 4), (2, 6), (3, 6), (4, 7)]",1.3070933818817139,True
3,15080.342712587575,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[(0, 1), (0, 3), (1, 5), (2, 4), (2, 6), (4, 7), (5, 6)]",1.3031795024871826,True
4,15341.68750213064,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[(0, 1), (0, 3), (1, 2), (2, 5), (2, 6), (4, 5), (4, 7)]",1.2931010723114014,True
5,15080.342712587575,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[(0, 1), (0, 3), (1, 5), (2, 4), (2, 6), (4, 7), (5, 6)]",1.3370015621185303,True
6,15376.080681512925,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[(0, 1), (0, 5), (1, 3), (2, 3), (2, 6), (4, 5), (4, 7)]",1.2771375179290771,True
7,14201.095709819077,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[(0, 1), (0, 3), (1, 5), (2, 6), (4, 5), (4, 7), (5, 6)]",1.2740569114685059,True
8,18529.022635547113,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[(0, 1), (0, 3), (1, 2), (1, 5), (2, 4), (5, 6), (5, 7)]",1.2881264686584473,True
9,16265.948305942067,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[(0, 1), (0, 3), (1, 5), (2, 5), (2, 6), (4, 6), (5, 7)]",1.371293067932129,True
10,16009.8753169273,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[(0, 1), (1, 3), (2, 4), (2, 6), (3, 5), (4, 7), (5, 6)]",1.560509204864502,True
