STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,17425.8022105034,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[(0, 1), (0, 5), (0, 7), (1, 2), (3, 4), (4, 7), (5, 6)]",1.4703867435455322,True
2,15939.237066528245,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[(0, 1), (0, 5), (1, 2), (3, 7), (4, 7), (5, 6), (5, 7)]",1.4761393070220947,True
3,15139.741298874273,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[(0, 1), (0, 5), (1, 2), (1, 6), (3, 7), (4, 5), (4, 7)]",1.4499127864837646,True
4,14012.763227966243,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[(0, 1), (0, 5), (1, 2), (1, 6), (3, 4), (4, 7), (5, 7)]",1.3370797634124756,True
5,13387.429654707918,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]","[(0, 5), (1, 2), (1, 5), (2, 6), (3, 7), (4, 7), (5, 7)]",1.3692502975463867,True
6,15298.05966862725,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[(0, 1), (0, 5), (0, 7), (1, 2), (2, 6), (3, 4), (4, 7)]",1.3257489204406738,True
7,16450.449566454332,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[(0, 1), (0, 5), (1, 2), (1, 3), (2, 6), (3, 7), (4, 7)]",1.3560073375701904,True
8,15298.05966862725,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[(0, 1), (0, 5), (0, 7), (1, 2), (2, 6), (3, 4), (4, 7)]",1.3632874488830566,True
9,17069.390935323507,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[(0, 1), (0, 5), (0, 7), (1, 2), (2, 6), (3, 6), (4, 7)]",1.4975225925445557,True
10,15279.283751384753,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[(0, 5), (0, 7), (1, 2), (2, 5), (2, 6), (3, 4), (4, 7)]",1.6507246494293213,True
