STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,17032.449195311667,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[(0, 3), (0, 4), (1, 2), (1, 5), (1, 7), (3, 5), (6, 7)]",1.5032157897949219,True
2,17298.238116013967,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[(0, 3), (0, 5), (1, 2), (1, 5), (3, 4), (5, 6), (6, 7)]",1.33616042137146,True
3,15610.902512606448,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[(0, 3), (0, 5), (1, 2), (1, 5), (1, 6), (3, 4), (6, 7)]",1.4360527992248535,True
4,17271.17674957518,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[(0, 3), (0, 5), (1, 2), (2, 4), (2, 6), (4, 5), (6, 7)]",1.3472940921783447,True
5,17978.88474605241,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[(0, 1), (0, 3), (0, 4), (1, 2), (1, 6), (3, 5), (6, 7)]",1.3470985889434814,True
6,18355.712596402453,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[(0, 3), (0, 4), (1, 2), (2, 5), (3, 5), (5, 6), (6, 7)]",1.3799057006835938,True
7,16667.8244291748,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[(0, 1), (0, 3), (1, 2), (1, 6), (3, 5), (4, 5), (6, 7)]",1.3535447120666504,True
8,16119.571831497497,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","[(0, 3), (1, 2), (1, 7), (3, 5), (4, 5), (5, 6), (6, 7)]",1.3233599662780762,True
9,17052.583159665515,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[(0, 3), (0, 5), (1, 2), (1, 4), (4, 5), (5, 6), (6, 7)]",1.5360016822814941,True
10,18727.08433751351,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[(0, 3), (0, 6), (1, 2), (2, 4), (3, 4), (3, 5), (6, 7)]",2.330695152282715,True
