STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,11488.583754691303,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 3), (0, 5), (0, 7), (1, 7), (2, 4), (2, 6), (4, 5)]",1.4459969997406006,True
2,13880.882555223554,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 3), (1, 4), (1, 5), (1, 7), (2, 4), (2, 6), (3, 7)]",1.4460077285766602,True
3,12880.971465945031,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 3), (0, 7), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5)]",1.2980170249938965,True
4,12529.018620786792,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 3), (0, 5), (1, 7), (2, 4), (2, 5), (2, 6), (3, 7)]",1.3380351066589355,True
5,12167.127186105085,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[(0, 1), (0, 3), (1, 7), (2, 4), (4, 5), (4, 6), (5, 7)]",1.4721450805664062,True
6,12593.52307071576,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 7), (1, 5), (2, 4), (4, 5), (4, 6)]",1.6378564834594727,True
7,14046.207893209797,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[(0, 3), (0, 7), (1, 7), (2, 6), (4, 5), (4, 6), (4, 7)]",1.4628500938415527,True
8,14602.661299596626,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 3), (0, 5), (0, 7), (1, 4), (2, 4), (2, 6), (4, 5)]",1.3633332252502441,True
9,15903.17410440068,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 3), (1, 4), (1, 7), (2, 4), (2, 6), (3, 5)]",1.2692019939422607,True
10,13721.082767429285,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[(0, 1), (0, 3), (0, 7), (2, 4), (4, 6), (5, 6), (5, 7)]",1.4411413669586182,True
