STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,15400.291288373966,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[(0, 2), (0, 4), (1, 4), (1, 6), (2, 3), (3, 5), (5, 7)]",1.4780049324035645,True
2,16325.043334128452,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[(0, 1), (0, 2), (1, 4), (3, 5), (4, 5), (4, 6), (5, 7)]",1.4330062866210938,True
3,13420.448268626866,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","[(0, 2), (0, 4), (1, 4), (3, 5), (3, 7), (4, 6), (6, 7)]",1.4656400680541992,True
4,14423.047414030345,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[(0, 2), (0, 4), (1, 4), (3, 5), (3, 7), (4, 6), (5, 6)]",1.2949824333190918,True
5,17100.692560630287,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (0, 6), (1, 4), (2, 3), (3, 5), (3, 7)]",1.335340976715088,True
6,15041.995336594604,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","[(0, 1), (0, 2), (0, 4), (3, 5), (3, 7), (4, 6), (6, 7)]",1.2942631244659424,True
7,14090.274486321772,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[(0, 2), (0, 4), (1, 4), (2, 3), (3, 5), (5, 7), (6, 7)]",1.3452506065368652,True
8,14796.671229732312,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","[(0, 2), (0, 4), (1, 4), (3, 5), (3, 6), (4, 6), (6, 7)]",1.493215799331665,True
9,13846.975934964366,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","[(0, 2), (0, 4), (1, 4), (3, 5), (4, 6), (5, 6), (5, 7)]",1.5853123664855957,True
10,16593.80228746386,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[(0, 2), (0, 4), (1, 6), (2, 3), (3, 5), (3, 6), (5, 7)]",1.5440192222595215,True
