STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,15135.560532196254,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 2), (0, 4), (1, 6), (1, 7), (3, 4), (3, 5)]",1.4459869861602783,True
2,16580.27595446526,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 1), (0, 2), (1, 6), (1, 7), (2, 3), (3, 4), (4, 5)]",1.3725221157073975,True
3,18325.9374075843,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[(0, 1), (0, 2), (0, 3), (1, 7), (2, 5), (3, 4), (6, 7)]",1.2582168579101562,True
4,16040.649528353992,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 2), (1, 6), (1, 7), (2, 5), (3, 4), (3, 5)]",1.3048012256622314,True
5,15397.453156970894,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[(0, 1), (0, 2), (0, 5), (1, 7), (3, 4), (3, 5), (6, 7)]",1.3373701572418213,True
6,16431.46064656866,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[(0, 1), (0, 2), (1, 6), (2, 4), (3, 4), (4, 5), (6, 7)]",1.2740356922149658,True
7,14213.629917494574,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 1), (0, 2), (0, 4), (1, 6), (1, 7), (3, 4), (4, 5)]",1.331139326095581,True
8,15118.718913652312,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 1), (0, 2), (1, 6), (1, 7), (2, 5), (3, 4), (4, 5)]",1.2782063484191895,True
9,13741.073935659842,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[(0, 2), (0, 5), (1, 7), (2, 7), (3, 4), (4, 5), (6, 7)]",1.4171993732452393,True
10,15054.166359850633,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[(0, 1), (0, 2), (1, 7), (2, 4), (3, 4), (4, 5), (6, 7)]",1.6186041831970215,True
