STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,19450.907192513092,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[(0, 2), (0, 4), (0, 5), (1, 4), (1, 7), (3, 5), (4, 6)]",1.5271258354187012,True
2,21481.87753434349,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[(0, 3), (0, 5), (0, 7), (1, 4), (2, 5), (4, 6), (6, 7)]",1.325063943862915,True
3,17901.43521352727,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[(0, 2), (0, 3), (0, 5), (1, 4), (1, 6), (3, 7), (4, 7)]",1.3245759010314941,True
4,19248.139347043616,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[(0, 2), (0, 3), (0, 5), (1, 4), (1, 6), (5, 7), (6, 7)]",1.271151065826416,True
5,21260.07317281867,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[(0, 2), (0, 3), (0, 5), (1, 4), (2, 4), (4, 6), (5, 7)]",1.2744231224060059,True
6,21113.09256936807,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 3), (0, 4), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5)]",1.2790875434875488,True
7,19260.78209908289,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","[(0, 2), (0, 5), (0, 7), (1, 6), (3, 5), (4, 6), (6, 7)]",1.3100061416625977,True
8,21383.601027062155,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 2), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6)]",1.318098545074463,True
9,17968.024572453167,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[(0, 2), (0, 5), (0, 7), (1, 6), (3, 5), (4, 6), (4, 7)]",1.4249858856201172,True
10,16888.904151249226,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[(0, 2), (0, 5), (0, 7), (1, 4), (1, 6), (3, 5), (4, 7)]",1.6720426082611084,True
