STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,14862.511702958584,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[(0, 2), (0, 3), (0, 4), (1, 3), (2, 7), (3, 6), (4, 5)]",1.2551994323730469,True
2,16319.279453586847,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[(0, 2), (0, 4), (0, 6), (1, 6), (3, 6), (4, 5), (5, 7)]",1.3309926986694336,True
3,15624.010448619876,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[(0, 1), (0, 7), (1, 3), (2, 4), (3, 6), (4, 5), (4, 7)]",1.2849390506744385,True
4,14398.936143223464,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (1, 6), (2, 3), (2, 7), (3, 6), (4, 5)]",1.257228136062622,True
5,16218.74590298014,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 4), (0, 6), (1, 3), (1, 6), (2, 4), (2, 7), (4, 5)]",1.240041971206665,True
6,14791.265168878175,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[(0, 5), (0, 6), (0, 7), (1, 6), (2, 4), (2, 7), (3, 6)]",1.3299400806427002,True
7,15779.641232268481,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[(0, 3), (0, 4), (0, 7), (1, 6), (2, 4), (3, 6), (4, 5)]",1.5570063591003418,True
8,14129.664472314927,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[(0, 1), (0, 4), (1, 3), (2, 4), (2, 7), (3, 6), (4, 5)]",1.5877692699432373,True
9,14129.664472314927,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[(0, 1), (0, 4), (1, 3), (2, 4), (2, 7), (3, 6), (4, 5)]",1.3697247505187988,True
10,14608.956640148908,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[(0, 3), (0, 4), (0, 5), (1, 6), (2, 4), (2, 7), (3, 6)]",1.4467558860778809,True
