STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,13113.44041951859,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 5), (0, 6), (1, 3), (1, 4), (2, 4), (3, 7)]",1.3760454654693604,True
2,11758.412215048227,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 4), (1, 5), (2, 4), (3, 7), (4, 6)]",1.5700876712799072,True
3,12017.351368809088,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 4), (1, 5), (2, 4), (2, 6), (3, 7)]",1.5364649295806885,True
4,13014.292793872772,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 5), (0, 6), (1, 3), (1, 4), (2, 6), (3, 7)]",3.7726919651031494,True
5,11805.140976055565,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (1, 5), (2, 4), (3, 7), (4, 5), (4, 6)]",1.4960880279541016,True
6,12827.941759234784,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 4), (1, 5), (2, 5), (3, 7), (4, 6)]",1.3330590724945068,True
7,11758.412215048227,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 4), (1, 5), (2, 4), (3, 7), (4, 6)]",1.4099400043487549,True
8,13104.229543917649,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 5), (1, 2), (3, 7), (4, 5), (4, 6)]",1.8429608345031738,True
9,11659.26458940241,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 4), (1, 5), (2, 6), (3, 7), (4, 6)]",1.4921784400939941,True
10,12017.351368809088,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 1), (0, 3), (0, 4), (1, 5), (2, 4), (2, 6), (3, 7)]",1.353104591369629,True
