STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,10376.219677303909,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (0, 6), (1, 7), (2, 3), (3, 5), (3, 7)]",1.3944091796875,True
2,10928.817801802059,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 6), (1, 3), (2, 3), (2, 5), (2, 7), (3, 4)]",1.364039659500122,True
3,9835.197855923332,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[(0, 2), (0, 4), (0, 6), (1, 3), (2, 3), (2, 7), (5, 7)]",1.2910971641540527,True
4,10952.989152123979,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 6), (1, 2), (2, 3), (2, 4), (3, 5), (3, 7)]",1.3249976634979248,True
5,10775.455481090934,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 3), (0, 6), (1, 7), (2, 3), (2, 4), (2, 5), (3, 7)]",1.3262958526611328,True
6,11096.931141721963,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (0, 6), (1, 3), (1, 5), (2, 3), (2, 7)]",1.326211929321289,True
7,11022.351095348495,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[(0, 4), (0, 6), (1, 2), (2, 6), (2, 7), (3, 4), (5, 7)]",1.2793874740600586,True
8,11797.593693728977,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 6), (1, 2), (1, 7), (2, 3), (2, 4), (3, 5)]",1.3101370334625244,True
9,11199.775547212372,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (3, 7)]",1.3269932270050049,True
10,9827.934473510306,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[(0, 4), (0, 6), (1, 3), (2, 3), (2, 6), (2, 7), (5, 7)]",1.5434603691101074,True
