STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,15667.61366781221,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (2, 5), (3, 7)]",1.4510936737060547,True
2,15667.61366781221,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (2, 5), (3, 7)]",1.5040721893310547,True
3,15667.61366781221,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (2, 5), (3, 7)]",1.463244915008545,True
4,16147.161893488166,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (2, 5), (3, 7)]",1.3569138050079346,True
5,15783.892578151173,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 4), (0, 5), (1, 2), (1, 3), (2, 5), (3, 7), (4, 6)]",1.3000681400299072,True
6,15667.61366781221,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (2, 5), (3, 7)]",1.2852716445922852,True
7,16141.685730803956,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 7), (2, 5)]",1.2883086204528809,True
8,17399.225184363506,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 6), (1, 2), (1, 3), (1, 7), (2, 5), (3, 4)]",1.2932252883911133,True
9,15783.892578151173,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[(0, 4), (0, 5), (1, 2), (1, 3), (2, 5), (3, 7), (4, 6)]",1.388014554977417,True
10,15667.61366781221,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (2, 5), (3, 7)]",1.6320679187774658,True
