STT,Best Cost,Best Solution,Best Tree,Time,Is Tree?
1,18135.426501525453,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (0, 7), (1, 4), (1, 5), (2, 6), (3, 5)]",1.766819715499878,True
2,17521.26860950787,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[(0, 2), (0, 6), (1, 3), (1, 4), (1, 5), (2, 7), (4, 6)]",1.8836760520935059,True
3,18077.935927964583,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 2), (0, 6), (0, 7), (1, 3), (1, 7), (2, 4), (4, 5)]",1.3890588283538818,True
4,17473.33907440739,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 6), (0, 7), (1, 3), (1, 4), (1, 7), (2, 7), (4, 5)]",1.5578806400299072,True
5,15686.02025526968,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[(0, 2), (0, 6), (1, 3), (1, 4), (1, 5), (2, 7), (4, 7)]",1.535304307937622,True
6,17395.705655462378,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 6), (0, 7), (1, 4), (1, 5), (2, 4), (3, 5)]",1.4117774963378906,True
7,17565.137213202353,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (0, 6), (1, 4), (1, 5), (2, 7), (3, 5)]",1.6649348735809326,True
8,18625.72050444772,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[(0, 2), (0, 6), (0, 7), (1, 2), (1, 4), (3, 5), (4, 5)]",1.5061209201812744,True
9,16088.086978621644,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[(0, 2), (0, 6), (1, 4), (1, 5), (2, 7), (3, 5), (4, 7)]",1.8006751537322998,True
10,17600.709481943657,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 2), (0, 4), (1, 4), (1, 5), (2, 6), (2, 7), (3, 5)]",1.3921093940734863,True
