STT,Best Cost,Best Solution,Best Tree,Time
1,"[0.583312613252517, 0.790430923045884, 0.5741069168091539, 0.900185148623847, 0.9778651295740426, 0.534121423176451, 0.2368277719841213, 0.2631271049134799, 0.7365210714342196, 0.5810627625080825, 0.17589584819603488, 0.6759133519028924, 0.0204620546628147, 0.1437679696801435, 0.8956019873521874, 0.7594618365912671, 0.7563877660083977, 0.42696034945132233, 0.26752950907714623, 0.795703805862881, 0.5725995841401207, 0.9210106868814865, 0.6125220165515748, 0.4283704659760802, 0.8785528379657876, 0.7493592215737681, 0.5801232071249781, 0.09315069936297093, 0.9863268956541563, 0.9992484857001278, 0.7811847512377789, 0.9202406585829802, 0.42658257664980526, 0.8947583827040011, 0.16740732891939436, 0.2179145212852972, 0.9945898646135382, 0.5658890528556717, 0.8048297731597303, 0.7498950616578491, 0.639443303722899, 0.5250497318392274, 0.024366624989959895, 0.49455512252814726, 0.7480570825780128, 0.5771777998034138, 0.1900922284701092, 0.06439884375411087, 0.956132197992371, 0.9261437332577477, 0.03930322408903342, 0.5214188984161184, 0.0691422684416062, 0.32034674925469775, 0.2782208854098873, 0.8049369391214393, 0.5099432054077179, 0.5845053241674081, 0.05525885158842869, 0.1356345232573004, 0.4818118478599249, 0.9675281175971798, 0.3875528144584448, 0.5399955699720178, 0.7963902785787071, 0.9330830321865824, 0.06814806025485232, 0.4890056180945547, 0.7018736082585258, 0.9301851578093433, 0.0814376583869656, 0.6692667864792166, 0.7397655943890505, 0.8001880219723342, 0.365750624055595, 0.7715968633437534, 0.8758821525125076, 0.9206295552539633, 0.027491184475925468, 0.8170232397530354, 0.32545943160202906, 0.7743352223412974, 0.3305352602400715, 0.37894615559232125, 0.9248687153529714, 0.25729395272771416, 0.5572128406432669, 0.5444718253532602, 0.06852605766656572, 0.31616528662895715, 0.8554141703679345, 0.9786157715144491, 0.4784418618413405, 0.8630028419521157, 0.6276087893380945, 0.4000694306670407, 0.30142298668546263, 0.4444690304498663, 0.9916594071313851, 0.1927422914874567, 0.3284114579793227, 0.9261437332577477, 0.23128495538094718, 0.8497284792709465, 0.17127785898331827]",40425.647001453806,"[(0, 5), (1, 9), (2, 5), (2, 12), (2, 4), (3, 13), (3, 14), (5, 7), (6, 7), (7, 8), (8, 9), (9, 11), (10, 14), (11, 14)]",18.216591596603394
2,"[0.45650154265375886, 0.7841377986052693, 0.22312982491260447, 0.9483368218294712, 0.6822705998446151, 0.9728453236181573, 0.6023024043611219, 0.9056101143554156, 0.2872551088592794, 0.45180845657478796, 0.3938307608612879, 0.17105512320861582, 0.7088597983224366, 0.2677219344094047, 0.5523173488454068, 0.9223638908294837, 0.3183433275432439, 0.05907609919585688, 0.08809109903049006, 0.8235975767653985, 0.8982373373799851, 0.7989642165956672, 0.6050092682875896, 0.4076702823128615, 0.006961382762473156, 0.6346735550102529, 0.5555991952892486, 0.36531966546395733, 0.6981357481402034, 0.3186450873234511, 0.3240646640460402, 0.16038471818930988, 0.05485483571765737, 0.3058614576590373, 0.7042716331139843, 0.23437585261687532, 0.8864939920956009, 0.4977501411567228, 0.15431548439984166, 0.6451833469701679, 0.3089208074074741, 0.8576988477164882, 0.3481554136777181, 0.10561862365471963, 0.6703222961044341, 0.3031319931520152, 0.9532824397671515, 0.5976436000041594, 0.11901183486195, 0.4254212317614624, 0.3378939442763731, 0.8037799451560163, 0.4325629393593743, 0.47607757677457196, 0.37580027529470583, 0.9373743977229688, 0.33083335593567764, 0.9960957147525804, 0.05329302463280283, 0.8992673792607447, 0.7175587505916843, 0.3520112638005245, 0.3483394326303245, 0.5246448132515605, 0.006479226434010998, 0.12222377372661619, 0.6191325099528571, 0.2603764100611399, 0.039780679778314676, 0.2171353506702145, 0.9231219774825165, 0.4186982142796697, 0.9964007013053694, 0.7726934739847918, 0.8189539468716587, 0.009740855394692272, 0.017498221310974005, 0.12095029818940628, 0.6368654155263953, 0.8260791467578827, 0.6112612272732436, 0.9965056494090564, 0.5312153962758625, 0.048264404463170374, 0.8763620585725715, 0.33262981437012407, 0.26310825954751393, 0.265133607175548, 0.5283433453410645, 0.1499062810057452, 0.8393864420773541, 0.8865423670386977, 0.019053823924615187, 0.4783471125997043, 0.5140949514764084, 0.36350412587874215, 0.12471934846879207, 0.2930485694601699, 0.2658379156649666, 0.6897142295029627, 0.3740346750736705, 0.3013642527794982, 0.47374062278180384, 0.07999628954982163, 0.8974266912194709]",28642.481537976524,"[(0, 6), (0, 4), (0, 5), (1, 3), (1, 8), (2, 12), (3, 11), (4, 12), (4, 14), (6, 10), (6, 8), (7, 12), (9, 11), (13, 14)]",20.679158449172974
3,"[0.5604958122447747, 0.06342515003530336, 0.5782592755357442, 0.9947093814216523, 0.17218995213191124, 0.23029444052739012, 0.5564260120814797, 0.1593316872006849, 0.2531404111416944, 0.4967236620367793, 0.001501242031915484, 0.09320841416702708, 0.16128138220231547, 0.4163478636585163, 0.16113470859503398, 0.9129480197362844, 0.786351225462973, 0.4088389962401493, 0.6404677422209046, 0.8574811899017027, 0.14473014562062225, 0.9902544232665027, 0.6607893229696862, 0.30984572068211147, 0.05441869085848272, 0.10637397704537888, 0.9434399306291859, 0.15054078651263603, 0.4946286885620149, 0.6769712510540248, 0.2608712715948728, 0.9457672028990848, 0.865752063549201, 0.10622871389111255, 0.9035480624730106, 0.4137479725159926, 0.8769789946217927, 0.7898337210966406, 0.1604123642162718, 0.5111353033095363, 0.6194196354479417, 0.1334196211756551, 0.6525336311215374, 0.7992052150401229, 0.21348460270298975, 0.8613606515638766, 0.4766499767059209, 0.43591489258339444, 0.06074819891432459, 0.21403819487423814, 0.9302681160104077, 0.46008827295218546, 0.9879471739911837, 0.05216850376428672, 0.14745397698147378, 0.4049874787708595, 0.17175523735401954, 0.43277534444970667, 0.14887293207187102, 0.8284645519967246, 0.08666004377216441, 0.828859453434524, 0.9449512450414641, 0.70591527991535, 0.18918772692410235, 0.5850795640849137, 0.7986266645339345, 0.8622866381666123, 0.0681827632112566, 0.47206336584654396, 0.86227435947064, 0.7442771065878141, 0.16282620722031327, 0.8040082122662875, 0.7340828116147519, 0.46911230192717435, 0.21396485009502209, 0.8253083848497399, 0.3690231062642043, 0.804353554154081, 0.6377597966392059, 0.4339220532844489, 0.12528096221790586, 0.6452357946845341, 0.6206713154741751, 0.34406884847141594, 0.6121904868071643, 0.8334394542894231, 0.9332883920757973, 0.6542437173209051, 0.8314325891509287, 0.9911937269914122, 0.547565047879213, 0.607172510791869, 0.9434399306291859, 0.04063078668609099, 0.8703956606733901, 0.8111721826575999, 0.7422829161742598, 0.7457607648510306, 0.3840520147034805, 0.5016689089610775, 0.45422271952391, 0.44827685142849716, 0.86227435947064]",31874.769938877536,"[(0, 4), (1, 9), (1, 3), (2, 7), (2, 10), (2, 12), (4, 7), (4, 5), (5, 8), (6, 8), (8, 13), (9, 11), (9, 14), (13, 14)]",17.524832010269165
4,"[0.673083569306604, 0.8195711254455642, 0.5472685588863136, 0.10432785590950278, 0.8796913095663832, 0.8685708186720493, 0.683633342308281, 0.21450201827571158, 0.6482422275325405, 0.9796519888910465, 0.617329089738851, 0.5621413025391555, 0.28174968502186504, 0.5356912256933516, 0.5005602374671413, 0.03500373857380268, 0.36263194243021135, 0.5780800324921161, 0.2676230536264027, 0.41722584586704414, 0.3357127006608662, 0.9392956019598497, 0.10748855020153125, 0.8475021797806256, 0.39117469281594586, 0.10880660429690958, 0.05672812226658952, 0.013475479115735989, 0.930000935951086, 0.2475583624195271, 0.574662829270637, 0.4741412310705395, 0.16827645601800456, 0.8390570735227609, 0.6866869972710871, 0.041047023652334924, 0.848539163775668, 0.7540576836953711, 0.8520801236264574, 0.5799141207682087, 0.45138322578478063, 0.04679327381505349, 0.25997892000219014, 0.5915272091277656, 0.926621095682616, 0.8933483069145038, 0.6299055891610542, 0.3343590462914118, 0.6853210471225022, 0.13795165575861623, 0.6061233588796348, 0.5014090746103701, 0.9660116381872142, 0.6132872229092149, 0.5737433411094487, 0.15416149144097258, 0.019821482308330918, 0.629841079226984, 0.48182331070979734, 0.32174158442800616, 0.9135748208411666, 0.8053460009520342, 0.7417765921687519, 0.41162450344943546, 0.3829783289956785, 0.05400139720779229, 0.5312263071136748, 0.007886063220199913, 0.11940588186782874, 0.8172067871543086, 0.5239069403642606, 0.358617927469591, 0.8018123119840613, 0.0013677524838694444, 0.5153368510186622, 0.7818765323686823, 0.5882014666527736, 0.9944737588619816, 0.04948977197762383, 0.5527261122271468, 0.33460378648660904, 0.8691071352450782, 0.8057003132998847, 0.17191428402168174, 0.1970760141928194, 0.5069628841504985, 0.2585715957639507, 0.6167988919493061, 0.889522487558197, 0.9176308747733108, 0.11676985435735743, 0.9716244245427048, 0.4903323983900735, 0.3217541511072839, 0.7921589725213547, 0.942009217459878, 0.5744464763016451, 0.7515374212897047, 0.9183246182803491, 0.656601968285942, 0.6958111905571972, 0.2533078868487397, 0.2658098077641705, 0.28753532366486867, 0.931506249768223]",32644.318933566134,"[(0, 10), (0, 5), (1, 9), (2, 4), (3, 9), (4, 7), (5, 6), (7, 8), (7, 12), (8, 14), (9, 11), (10, 11), (10, 14), (13, 14)]",17.070263862609863
5,"[0.6792349517331105, 0.4634070325808438, 0.16718423548042305, 0.6484624019874917, 0.4551940841019142, 0.07672305572182858, 0.4153852956193874, 0.16268010971347702, 0.23304228753722833, 0.9613552597780463, 0.12317454953292095, 0.7984107272841946, 0.1627608410517708, 0.010198981029861387, 0.06062617312494378, 0.38794916398974655, 0.48412108608065074, 0.706899364105439, 0.5101082942305668, 0.11917217284264414, 0.9762857760477781, 0.561912425019275, 0.6584126810914653, 0.7105526654747493, 0.7318779328724264, 0.3844696297645449, 0.37750695760526665, 0.6366224395508879, 0.8752438223634769, 0.1058299224188195, 0.49232715792479254, 0.42307435348544253, 0.519082709922865, 0.3517718219933613, 0.4080363028124139, 0.35841999742522623, 0.8637456497967311, 0.37448103839929614, 0.5763935030267233, 0.34152040904293945, 0.7267954343040353, 0.7582728994940255, 0.16333417611103251, 0.05864398114185321, 0.955370618209644, 0.183932591536635, 0.14637264202487055, 0.3824136633148224, 0.8782984560077424, 0.8108220489011693, 0.23617807756826903, 0.1673672668227959, 0.59061359813219, 0.17269916338908864, 0.5661931240825401, 0.16904296191732637, 0.20353476966747297, 0.851005881488845, 0.07777442829991854, 0.5216725085684967, 0.2110397976339734, 0.9122017318730639, 0.8321004827415625, 0.858039760100463, 0.6602817323895499, 0.6306815915737491, 0.9928384439980931, 0.8064052107432819, 0.4598802847379403, 0.8836557531709545, 0.6545935730341332, 0.31485505681944315, 0.5589386298918286, 0.36679057431091366, 0.9222566452713734, 0.9323236605358578, 0.4985807807853391, 0.09087046640318486, 0.8199998856724916, 0.49143575722218, 0.263528851424077, 0.672093164684875, 0.6146513788211884, 0.12132218742593759, 0.5921572951496031, 0.9034629128200146, 0.05381601437595218, 0.1397557120163858, 0.3892267253084578, 0.17950221676627887, 0.31212152441400887, 0.819693662262707, 0.7523576454266924, 0.232505018870796, 0.26923341213342067, 0.5366514359281404, 0.011800697116507775, 0.04694050728136556, 0.13238167359308395, 0.13288821602640033, 0.2682237209449968, 0.765499099833616, 0.3492704784876153, 0.5674927217892934, 0.9860962139806775]",34853.70356866417,"[(0, 10), (1, 8), (2, 4), (2, 12), (3, 9), (3, 13), (5, 12), (5, 7), (5, 8), (6, 13), (6, 12), (8, 10), (9, 11), (13, 14)]",18.718279123306274
6,"[0.6268134095329815, 0.4084531705123642, 0.7687131792404023, 0.8584904066986511, 0.08855547432711253, 0.5047000119020432, 0.5048367597979685, 0.577359673248956, 0.42586752675625694, 0.20448191572242158, 0.5796888766797017, 0.13938386183817775, 0.4148990572842818, 0.46367945166278524, 0.6143176208911965, 0.7418787933906753, 0.4814997999391186, 0.20352883697066537, 0.4970945056505449, 0.2166009268990744, 0.45312489635819486, 0.8037673271333623, 0.67656867746266, 0.8869680309062076, 0.49443098286711284, 0.0544527456706676, 0.1323476971085149, 0.47429360082763294, 0.324050498237617, 0.336620183502365, 0.7356209326075736, 0.8162425278469613, 0.49011577392450856, 0.39707580199462356, 0.42728851615782304, 0.09896092663141831, 0.8965395450439846, 0.6536642808378762, 0.26981198987940813, 0.3334603512823654, 0.5600651597193765, 0.48307716315718574, 0.3774237069144001, 0.4947504754162658, 0.6147394718127464, 0.6703982342497502, 0.7857524327807748, 0.611802524828435, 0.7203984328926843, 0.5015065021571001, 0.040278422089127686, 0.6063160829787451, 0.9336193228176388, 0.5990811701599619, 0.41493181889801223, 0.5861564197586093, 0.418843060170917, 0.993080296063217, 0.1252571209193909, 0.11440086341032862, 0.47591828172777395, 0.824267650981341, 0.02378620089870498, 0.282042228018483, 0.5830435839203412, 0.3880289991992556, 0.03717021491314021, 0.48643878880729774, 0.8369298117671902, 0.9230991310135909, 0.9872574858597662, 0.46831721722977016, 0.9128217118464734, 0.37328107978740266, 0.7378647162258869, 0.02041100673681895, 0.3701822650301527, 0.9914166632451815, 0.010814487278330565, 0.03421569992224527, 0.6151164669897059, 0.21773360988330892, 0.834757647094544, 0.5850922393094175, 0.27933845716211136, 0.8268321624337257, 0.6319243024645907, 0.04214159990998845, 0.7950995476693846, 0.8423166187431935, 0.16631077010146467, 0.97568208763281, 0.1586596335359124, 0.745542441342148, 0.9268605979305757, 0.8201230136043618, 0.29306565867140866, 0.007337668474306613, 0.7886643651680539, 0.8306803004415626, 0.2073664044264708, 0.1978060668444911, 0.5345825383046577, 0.2302533161355329, 0.8962920057420987]",33283.93757959345,"[(0, 4), (1, 11), (2, 12), (3, 11), (4, 12), (4, 7), (5, 7), (6, 8), (6, 10), (7, 8), (8, 14), (9, 11), (9, 14), (13, 14)]",20.14948320388794
7,"[0.4990919901603196, 0.9639184927258245, 0.8144453029846519, 0.9743356293244414, 0.9308028396471622, 0.07496889933806306, 0.49138517212458277, 0.4895325222573579, 0.7253385527665144, 0.6145114807154031, 0.20746345346435158, 0.9340556728888145, 0.17776760250570856, 0.9381134845525003, 0.5850152547508579, 0.6950214136789573, 0.06333836228541911, 0.6299520279320286, 0.48476878684028113, 0.4908466181200678, 0.025245005613908078, 0.881582535664579, 0.7430325250741627, 0.7495971828469595, 0.6067415523204647, 0.1891163722293394, 0.46337520690371337, 0.4026425689708949, 0.10642437169782148, 0.521446612093171, 0.21791917718563714, 0.9397347386501568, 0.06612277926276444, 0.29147188260001444, 0.5365751040266479, 0.722156823403682, 0.2840078478474741, 0.8971930333594372, 0.37654418909867904, 0.48394516533456633, 0.3871956659702702, 0.23085140799224402, 0.6279464825615986, 0.05469974078897133, 0.724998436546629, 0.33469457140298864, 0.03149243796213974, 0.41054694105137124, 0.2647491494089702, 0.8763114554696473, 0.5948961815406373, 0.563085862804071, 0.6307683841423832, 0.17776760250570856, 0.4541681038325759, 0.5614772548969025, 0.5939450874575171, 0.8118596531126214, 0.5989257597792903, 0.3111788483749114, 0.7389580654649371, 0.5046099739663926, 0.31251573872444205, 0.48886117950979224, 0.2710504258447428, 0.7890803187013844, 0.952931614409082, 0.11356174333707836, 0.38281479957481845, 0.8963601332012545, 0.962994410772661, 0.6969553347433766, 0.045389512204243476, 0.7598306037469368, 0.676132573291833, 0.35227037437157394, 0.7521415066457957, 0.2742162786665814, 0.07496889933806306, 0.8023452615693628, 0.6950214136789573, 0.9263134605440151, 0.34639659212353513, 0.5224267349978535, 0.24280978310237022, 0.10731133829993666, 0.6272432826178933, 0.469188228965043, 0.7785752498647106, 0.5404937737659705, 0.7063829363099715, 0.9471758981200303, 0.5597025421654901, 0.6435951678945746, 0.073344629813474, 0.907844619437584, 0.8769675074565985, 0.15047369397616472, 0.9979020187875278, 0.3687527173729652, 0.030865283039798852, 0.7991721787047613, 0.315451407654218, 0.7258504669962951, 0.9375659713375168]",34633.14855417211,"[(0, 4), (0, 2), (0, 14), (1, 9), (2, 7), (3, 9), (5, 12), (6, 8), (6, 7), (7, 12), (9, 11), (10, 14), (10, 11), (13, 14)]",20.886082649230957
8,"[0.2869712692785882, 0.4932043990575051, 0.07118451622067701, 0.828652842654812, 0.9596203007250496, 0.2558811060293471, 0.9499269834737101, 0.39377042320639344, 0.5530911045113804, 0.7418466874364671, 0.32283996114222, 0.4648415377034728, 0.6907514723232411, 0.4349913814337829, 0.5599090401036072, 0.6872742400533259, 0.8581721786284547, 0.512068105971347, 0.04227814465059776, 0.7951935731072278, 0.9167752916180453, 0.8996262655246241, 0.3890317856961357, 0.8583021092789104, 0.5759482746934805, 0.4300304108368821, 0.474169081054827, 0.4816589811935208, 0.6728475275717787, 0.4394820534531394, 0.5363235281847399, 0.7842143281546318, 0.8016165385421622, 0.2703103996853776, 0.048797249427135814, 0.6985702952175114, 0.2546973237726282, 0.6472718008823001, 0.31023403479400313, 0.30956150078946454, 0.28978489867637947, 0.22287456347017198, 0.33747183335897524, 0.34973556006942574, 0.8728704900438463, 0.6158827181859661, 0.38825828412241636, 0.43485282932855596, 0.11281436408894274, 0.16992274804306673, 0.6644550403633288, 0.016297543274173765, 0.049025351638125936, 0.35629094455428667, 0.39719135620859525, 0.029674122267799974, 0.5949453335769093, 0.4827533147669665, 0.6843068975565131, 0.012974237623996077, 0.642679488964137, 0.9012082707168229, 0.6786234867340015, 0.007685754522467447, 0.20437542089344218, 0.21543577841345196, 0.8962481341473045, 0.18357454432527853, 0.09214783963253959, 0.17781929251389816, 0.16160413393137352, 0.35873393319433555, 0.4773317446305705, 0.2077678287998025, 0.29778959156614127, 0.1436011554090073, 0.03222814752884673, 0.600130828839929, 0.8920383416972445, 0.38594606580747737, 0.4249014910815849, 0.3407262422911044, 0.7284835946349737, 0.4011764687457412, 0.8172154924386577, 0.9525511436118147, 0.9017510192593212, 0.9126454538800305, 0.2010080177695478, 0.14957065931501468, 0.7193596128693284, 0.015357083705624053, 0.8924021334473846, 0.5529163830553687, 0.25207307110211075, 0.06332263732726429, 0.8260352928140529, 0.8191904507672955, 0.45429698551873476, 0.027757726035163577, 0.4840059752752698, 0.7170186087718785, 0.12745834979816506, 0.04156110443684291, 0.8504765532199349]",42076.184258968104,"[(0, 5), (0, 7), (0, 4), (1, 8), (1, 9), (1, 11), (2, 7), (3, 9), (5, 12), (5, 6), (8, 10), (8, 12), (10, 13), (13, 14)]",19.526820421218872
9,"[0.6129832731286561, 0.14250055661842898, 0.4986459373737847, 0.8761115499436963, 0.5136387280857226, 0.274994476065359, 0.12214159472718378, 0.6252289559440593, 0.09759682733504216, 0.025683243137661793, 0.3361410394914307, 0.2025691007891247, 0.09597948529738975, 0.046195744159777896, 0.4127079419180155, 0.8252124546218351, 0.26712225235759846, 0.8801496167691344, 0.06103317344410941, 0.7534957559786262, 0.2883461264607432, 0.5583121164653786, 0.8080659095441127, 0.1550120450413257, 0.5013091064139705, 0.5706117375079287, 0.13879115490423422, 0.803474173952869, 0.9987192319588005, 0.22596980326675598, 0.015027643755639919, 0.7617846494055424, 0.6988153161485949, 0.7680987807761145, 0.8290603715226247, 0.13740938838720596, 0.1974873545336553, 0.12614850496879348, 0.38418335742677656, 0.26251729292567705, 0.5469846777748256, 0.7238961077761662, 0.33112310260302946, 0.727948569859515, 0.9001985215916659, 0.082600953168954, 0.34755516883499793, 0.7527265574059836, 0.14507473131911364, 0.1638924280413876, 0.8913237229375168, 0.6057272251256827, 0.08130968001055205, 0.34795956218008117, 0.6923472333790561, 0.6715795825343142, 0.12575898954786024, 0.08465376770130717, 0.19964589499212226, 0.8085883146021745, 0.975827677686496, 0.19918132685298606, 0.17982407054023142, 0.046551506593234704, 0.5111141728982252, 0.5332552518368096, 0.02076119083218253, 0.5125162931152039, 0.42019845376171294, 0.15451600080354444, 0.8195329031523201, 0.7232309961556986, 0.8890840626340497, 0.6048350201186677, 0.7703069228601236, 0.25605364930223395, 0.405465872141646, 0.32340611811045517, 0.07980644450181018, 0.2961777856482888, 0.19104613876764331, 0.9638276093449962, 0.5841851540381602, 0.1638924280413876, 0.6534571948074452, 0.1457189215812299, 0.053697969075510166, 0.591572516371023, 0.3941913621022294, 0.10893716916916352, 0.5499927914226147, 0.9341383785565973, 0.23071865554763182, 0.34710767552158883, 0.05604577705157976, 0.6000138030509914, 0.07737989120124744, 0.6536713030226295, 0.9471256256220643, 0.4263959865918132, 0.2407228140652422, 0.17552494786816197, 0.27650881815112427, 0.42505986164293863, 0.8016577044648499]",29093.91897978583,"[(0, 4), (1, 5), (1, 3), (2, 4), (2, 7), (3, 9), (4, 5), (5, 6), (6, 10), (6, 8), (7, 12), (9, 11), (10, 14), (13, 14)]",17.542970657348633
10,"[0.048248528402540014, 0.2569489309520343, 0.7758413522391556, 0.9427589426733259, 0.26635594404121166, 0.2979038701767829, 0.15755918758245469, 0.7668764010766461, 0.7626865308048253, 0.5106383728113953, 0.09932688189767225, 0.40625705936764867, 0.3618233239003793, 0.9201224230249602, 0.8000926170380851, 0.9208449543465561, 0.3960481450181006, 0.6977753023810231, 0.9707354065534703, 0.5662611339145999, 0.19277628533113322, 0.608777364075031, 0.9024219610346855, 0.9256674482345353, 0.008887075078456985, 0.21420375392101987, 0.914943906015829, 0.6170736137821463, 0.4820160280935347, 0.46068182096525356, 0.26133794064323723, 0.7173977216092459, 0.9955707474789257, 0.31580277952108016, 0.43340903516746665, 0.40606105564310957, 0.8783608377286805, 0.0711008426982348, 0.8571563808064513, 0.5266952414798746, 0.35190274220536877, 0.6973161278934129, 0.5138602108029661, 0.44793572256915726, 0.3897322224903643, 0.06746486081523517, 0.254973999156237, 0.4041759699072156, 0.3273087228108079, 0.0829636021598722, 0.1593405599244364, 0.8445715278923775, 0.2608269669070664, 0.4696764071151701, 0.5847360522230015, 0.9586532982327696, 0.22284887399246522, 0.04293387294767592, 0.5306693320221787, 0.336708411520528, 0.978377889442145, 0.19074962443825683, 0.5770497915147755, 0.04878274224941892, 0.1426926327795397, 0.05634816580598079, 0.9911635683091384, 0.2495864307145632, 0.07594408270527397, 0.7966032793642507, 0.6119184485233748, 0.2803102232267992, 0.46566783017543445, 0.5675210212367625, 0.36050894660850796, 0.029536047997070214, 0.9945102206399076, 0.657845648812224, 0.47359943067593524, 0.7685008377893281, 0.06376759453816161, 0.9417905304527951, 0.7973005381536261, 0.009543509254796856, 0.006158990711204404, 0.20535196466980665, 0.0853267072796624, 0.3636416564926531, 0.06449732753308934, 0.35935705688852526, 0.5365416257182083, 0.4518307036978253, 0.04126045648075127, 0.7686396101012578, 0.7749865480175705, 0.9451132421723067, 0.29230410926261496, 0.42299560873361963, 0.333451362119354, 0.8999738912980088, 0.8200813498725034, 0.6708412667968193, 0.21601984465066026, 0.9453146129774143, 0.9901730416357789]",36361.86995239218,"[(0, 4), (1, 6), (1, 11), (1, 3), (2, 8), (2, 12), (4, 10), (5, 12), (5, 6), (6, 14), (7, 12), (9, 14), (10, 11), (13, 14)]",20.44333505630493
