STT,Best Cost,Best Solution,Best Tree,Time
1,"[0.2439968738043249, 0.4935316352984095, 0.9946214558526082, 0.11929364345537175, 0.7794056647905698, 0.44454461580458593, 0.17145895529409272, 0.7294125649195937, 0.34020670471642467, 0.7403844136578771, 0.9752923795909353, 0.8829112213505255, 0.09252516735666494, 0.016356788752497353, 0.585875252093132, 0.10093528383369854, 0.693241858660075, 0.9485602974290511, 0.45527633685608115, 0.5258233216647218, 0.8247372249118278, 0.80426634649454, 0.40898586942908255, 0.6326475963920463, 0.30207049386840634, 0.3484478623667968, 0.7230779777058903, 0.6350191767518155, 0.11590619370191468, 0.0017993474054271985, 0.9941345190843026, 0.17089674434327873, 0.9624381956429067, 0.08893320367771407, 0.6213038490939333, 0.933225516785155, 0.6181408748626416, 0.10003496707272164, 0.8919783771064551, 0.5271759729773591, 0.14622399632676752, 0.4414897879828179, 0.4468035600236192, 0.046798773980479824, 0.4631736728103265, 0.6447057773467084, 0.02546385214893354, 0.8111760822632632, 0.8828032706982695, 0.9512355790290292, 0.9238595651195561, 0.026103099942863306, 0.44737935262203354, 0.1908212810710811, 0.5005737608908418, 0.5389127758739226, 0.26253757011420864, 0.011804843654938502, 0.7861371051916051, 0.8523492166742013, 0.4898663570034886, 0.2563011077715728, 0.14871183375460006, 0.37051947641060445, 0.3856104115818937, 0.5903839042723185, 0.540780815572793, 0.7185267728523207, 0.3562739391571468, 0.1860630387785439, 0.3299519976369062, 0.6110632387918383, 0.9197333561230248, 0.9499656071411798, 0.802111124864519, 0.38151434662758155, 0.6446617714911625, 0.984759658723755, 0.5342643017398837, 0.46799592586571104, 0.5937188982976349, 0.7522405560844454, 0.6325808575326498, 0.5093754573203729, 0.39360257162654877, 0.5289771095531857, 0.6392239213295798, 0.3399390906915335, 0.1407313848650732, 0.15580275427320145, 0.6103768589230103, 0.5502466008443702, 0.8839011038548118, 0.1702964273623162, 0.9434406542492649, 0.974528127004268, 0.5279050435537901, 0.1529232942055777, 0.3451843580182855, 0.9253952872515557, 0.49927395281854126, 0.9296466780051459, 0.08123998149900846, 0.01069109463330975, 0.07599301406401093]",40695.431994493265,"[(0, 3), (0, 11), (1, 5), (2, 6), (2, 8), (3, 14), (3, 13), (4, 5), (4, 14), (6, 11), (7, 8), (9, 14), (9, 12), (10, 11)]",16.40162467956543
2,"[0.38970794865897085, 0.21937645163998643, 0.7567978970555808, 0.15667039836569896, 0.8462137619616128, 0.35230609761061193, 0.19348607347749436, 0.5172286491936238, 0.8835615797674814, 0.5847617430479938, 0.13442735409065099, 0.9535623349919644, 0.6687915903340608, 0.6174283882272747, 0.28584583214198445, 0.004396311369733508, 0.09687602636320913, 0.8881985898558283, 0.8414370235147631, 0.5989832564810945, 0.5272220282787142, 0.18524623880968583, 0.02805069529824722, 0.8665360971548715, 0.20074917153373784, 0.039059263809976374, 0.7860397475364502, 0.8989555388706666, 0.3232409949976489, 0.5987562568242554, 0.954357164906607, 0.21229398974259717, 0.21983640596283882, 0.07815476910003727, 0.6625205100097089, 0.4609143838098231, 0.4438664343129931, 0.9586967967345235, 0.025231133895537106, 0.7852438318571398, 0.44905033328613386, 0.42726247536522943, 0.9044431890525566, 0.6877613944048803, 0.013624932401750889, 0.9262853965377246, 0.9349194260469345, 0.84659851742884, 0.9445709869005893, 0.1311545540968928, 0.1485126930371542, 0.9643982505845475, 0.3301943436588315, 0.4464591962568941, 0.8803692948701776, 0.5897970470452388, 0.21532601593014666, 0.5580228222923632, 0.9089947380670746, 0.43270254494967275, 0.028657751224804295, 0.7200026835305812, 0.7035355612729866, 0.6361882014446163, 0.5109484551136146, 0.04709231068476605, 0.8617897232653469, 0.03403546743821728, 0.823021324544097, 0.129377002673856, 0.718210397214492, 0.8006994661909108, 0.5483138914151847, 0.6204013415796777, 0.03699246721394178, 0.21217656978790334, 0.008312773421918163, 0.3116566825709026, 0.03086717474176459, 0.33505971162994264, 0.8998066749710791, 0.06585239823073807, 0.4658607673481018, 0.25572707948872686, 0.8419832498310298, 0.9876845897662335, 0.4130685530501771, 0.39944103609898485, 0.9893867293416098, 0.5575113050814692, 0.8951516521387403, 0.9150624228513728, 0.6572958792690097, 0.2757484037847454, 0.4841396952200063, 0.7753939151102143, 0.767714226877894, 0.202634425291083, 0.7764737716694831, 0.11142299350277007, 0.3854709248805801, 0.19681230495591084, 0.4371356170197551, 0.06046455052126187, 0.1826857309423735]",34637.6703369731,"[(0, 12), (0, 9), (1, 5), (1, 11), (2, 13), (2, 6), (3, 13), (3, 11), (3, 7), (4, 6), (5, 14), (8, 13), (8, 10), (9, 11)]",18.06969165802002
3,"[0.10741809654110168, 0.22097941302808133, 0.6452390017470044, 0.13842331616735148, 0.42206753626544335, 0.024819018598703724, 0.8073626049964411, 0.6633359449696988, 0.3015968004941366, 0.08136231621448464, 0.6164953082093009, 0.23405108622734172, 0.11174959040145993, 0.25017536787590133, 0.5818615501493499, 0.326892832204727, 0.3772011175036546, 0.9111262616681953, 0.234704032933307, 0.7514584929201333, 0.36161043365539147, 0.39894588878934734, 0.3221996215546119, 0.44411194098207185, 0.24631014262010265, 0.13939740720559268, 0.8958795485492507, 0.6242951229389537, 0.7587964974957407, 0.6616397643591367, 0.03531564079545435, 0.9305442531784524, 0.4633447036822257, 0.8219109765803241, 0.8738472207125205, 0.9862634249932344, 0.10636528188835759, 0.9454112832749121, 0.5448013197590122, 0.8349509818651795, 0.8619045100587766, 0.874596550630058, 0.2839416279049254, 0.5383285148383044, 0.7745438552013447, 0.7209774566207098, 0.8673545638219111, 0.07048937040116454, 0.291644483953423, 0.7880742094479917, 0.8767723956355866, 0.21497918713068542, 0.0483365268405197, 0.047910028815997374, 0.08218829546044548, 0.41880007957983423, 0.6564315795171961, 0.848686778679715, 0.10309954742208505, 0.09305560432272564, 0.4186900276437736, 0.3150403602216417, 0.22025738345923107, 0.9289248063185073, 0.13637779108220305, 0.8631240475429809, 0.3003458798075088, 0.051068086999374485, 0.7777065390164465, 0.16560942906403142, 0.11517468631042105, 0.4498628339431381, 0.21331406718546264, 0.012847172094737735, 0.3963279054042369, 0.6323875874664387, 0.9454112832749121, 0.7078399303129405, 0.16944124970246877, 0.9945855086482259, 0.08161472415865356, 0.18923618953947663, 0.1645932016563567, 0.07475458583199046, 0.34939001107558676, 0.7189863338592001, 0.7514584929201333, 0.30491390726309964, 0.8203729594158411, 0.24510915127889998, 0.08784470839104308, 0.6467432799638173, 0.4624146359585225, 0.5147611174868183, 0.04419774149256195, 0.685928113962673, 0.07443253395298033, 0.8185134142416748, 0.04351944351289727, 0.04384397427388398, 0.3261888635880388, 0.09986213768231755, 0.5394539414608983, 0.3897430860782144, 0.15470543733837394]",33462.380379140115,"[(0, 7), (1, 5), (1, 14), (2, 11), (2, 13), (2, 7), (3, 6), (3, 11), (4, 5), (4, 12), (5, 9), (6, 14), (7, 10), (8, 13)]",18.433463096618652
4,"[0.4557062805636769, 0.3017349128736796, 0.4863870629815278, 0.005682955449888061, 0.45716508563298464, 0.8301613669477107, 0.36659542980111925, 0.9691396923109412, 0.9432463090658416, 0.1117099378442662, 0.42320934272477617, 0.34132234684705454, 0.15066686207083035, 0.6435638931916373, 0.4696404444768094, 0.8122549749820452, 0.9815508167953637, 0.2506076983180834, 0.2617839545392596, 0.9390560947162252, 0.8067846013126054, 0.14785020947227223, 0.004247448093498973, 0.02778189667695108, 0.8855344760248784, 0.22344321394575395, 0.9616779710868529, 0.1274172754959091, 0.2821691834561042, 0.13918266590311035, 0.7059554295726751, 0.39740817352714985, 0.20194836020134255, 0.18496393633606767, 0.44249136230354047, 0.8874879707614883, 0.02884278294283049, 0.7241038328623405, 0.4471294050676077, 0.03739511412766816, 0.35916526363349666, 0.34148961138076217, 0.47925246553861756, 0.673392723421329, 0.6413763349750664, 0.22256622595430942, 0.9547149176317883, 0.2520890501795878, 0.10446009457577787, 0.6150525830585273, 0.9542082595874696, 0.2819624958937831, 0.6837336387004991, 0.7296329988210835, 0.9944521055161886, 0.012044361553867233, 0.29613500178657237, 0.29552444678515855, 0.13730492906994018, 0.006840782967263093, 0.6744714548109668, 0.9837497998025756, 0.0977130491132514, 0.6875318837963831, 0.9397548982146441, 0.8379423590003166, 0.7631265695445554, 0.16639595387164574, 0.2282173628026437, 0.7199102921747773, 0.07371726648880828, 0.8328577867089858, 0.14610614970738167, 0.9468170710765084, 0.5648016119644029, 0.6933864710802063, 0.6950816420446039, 0.7796577300044151, 0.343749744456874, 0.990167341433024, 0.18718899277898016, 0.7011164310258406, 0.041104606243510644, 0.6726517609577606, 0.49992406368058406, 0.44996837338922824, 0.8801095729466325, 0.4199113633753515, 0.9830812875455519, 0.8485061684899776, 0.23297003563713137, 0.6977318939755073, 0.955735988970468, 0.7213774042788295, 0.13838919841449393, 0.9128961291504277, 0.7874111715857386, 0.7554670775907996, 0.2725344654000379, 0.53878510213801, 0.20555017351366334, 0.1344964894110815, 0.7721746292257073, 0.09653110760737271, 0.42832814073281045]",36378.18581644353,"[(0, 8), (0, 9), (1, 4), (1, 14), (2, 13), (3, 11), (4, 9), (4, 5), (5, 7), (6, 11), (7, 10), (8, 13), (9, 12), (10, 11)]",20.872658014297485
5,"[0.08976296323500588, 0.06023569402850559, 0.44750775991589054, 0.9486631469710051, 0.48968376550683157, 0.2692835187241288, 0.9119937057191343, 0.12531772907048389, 0.9369417218296487, 0.435227954014879, 0.267681424574868, 0.9504277196833193, 0.19863829787873488, 0.19070265227241456, 0.14890878322232104, 0.31510334722974254, 0.58046675443147, 0.8185516706494076, 0.4332139736488506, 0.17564181872273132, 0.22432987727058096, 0.6029609888990027, 0.4004116824655096, 0.1183901819342883, 0.3321125722215923, 0.09388754580784986, 0.31052320702546077, 0.9336064949619036, 0.7642845394833169, 0.12745815230541535, 0.7523465232068014, 0.4662450588452386, 0.9538623366387109, 0.48573083262338246, 0.8969496679554085, 0.12845957120311657, 0.4953994250655809, 0.6165107639107597, 0.9377021159875942, 0.4395733832994798, 0.47667112005557943, 0.9482535060502819, 0.7224648037191834, 0.017749519970146288, 0.8170359514691854, 0.43674621199617336, 0.9875435004400338, 0.3959866275605467, 0.005504224448029227, 0.528053254915876, 0.7544516834083103, 0.1252970377339261, 0.29786379723859446, 0.2000590036147435, 0.5071296189486738, 0.06491934401490063, 0.4250561985903377, 0.5871881622366629, 0.13638041619235808, 0.18555825595812014, 0.1406538532868482, 0.8701030112724559, 0.3399897030991387, 0.03432273482799564, 0.6744723167466427, 0.3878913729716905, 0.6908215501528957, 0.7355572529553577, 0.9984388497948724, 0.7482757151108034, 0.1936976201197863, 0.634705462056827, 0.6266600482306132, 0.481901207068563, 0.6273451156361952, 0.9128733746897388, 0.1796786209090584, 0.790652618965945, 0.7347255989009566, 0.5601732994633039, 0.9810647658847971, 0.13785887792371632, 0.5479293176512201, 0.6781458247809186, 0.3779851492237959, 0.7600477389947435, 0.5634534394314382, 0.3165623941719221, 0.2962772240337993, 0.9553931439985595, 0.5114486213971622, 0.3442827514723089, 0.7731452782752587, 0.23767496401709198, 0.6472696047272267, 0.5033565124501341, 0.1215495172319403, 0.5061645326494785, 0.41496058634851796, 0.7136832879430882, 0.7897099225224908, 0.45711580013053876, 0.19389744730047653, 0.10892231426203813, 0.036760542483161074]",36967.82032306887,"[(0, 12), (0, 4), (0, 9), (1, 5), (2, 8), (2, 3), (2, 10), (3, 11), (3, 6), (4, 5), (5, 14), (6, 13), (7, 11), (8, 14)]",19.064944744110107
6,"[0.772419410675753, 0.03852619747875541, 0.9060806942374638, 0.3313250427745065, 0.0690411122646396, 0.610636798093246, 0.6383455694868684, 0.06476724437617087, 0.9159713477041694, 0.8057107769609719, 0.9966844708874738, 0.5051589708241636, 0.032942833221682455, 0.26296047630555763, 0.6676744468687398, 0.6723922785554742, 0.6939345084359118, 0.8681231329181552, 0.374129842868675, 0.2756912267800822, 0.1154711957823158, 0.1233485172891231, 0.4528892650837574, 0.635214680302993, 0.4515845454342875, 0.46245869448505295, 0.19177408856630085, 0.2745973107890676, 0.5397892105894125, 0.3098773479825703, 0.4630022221797415, 0.9377799481658301, 0.9659785162671511, 0.7307676598748141, 0.17204585061120226, 0.6443896425838889, 0.039289738362282334, 0.44169520893570746, 0.16223232716240898, 0.5759514071180684, 0.5435104725236848, 0.10055684430888145, 0.9653028509678073, 0.6454743498039117, 0.2626192073777185, 0.9053494168428523, 0.8156297794648765, 0.8845425143866678, 0.22312874132402472, 0.8222677677554951, 0.6833674871942126, 0.46450117176540684, 0.006173897854818811, 0.1759599996821003, 0.5710683368741662, 0.3725207186211571, 0.25451573427001883, 0.012311851488823078, 0.13529116303002742, 0.09137493196482183, 0.7703765314948345, 0.24360060000116235, 0.19696415445965354, 0.9409472796993144, 0.11462354025925725, 0.6126939434375356, 0.5364040251826069, 0.8845198780936063, 0.9051799733786746, 0.7352913750368099, 0.991913223729567, 0.2706237673263089, 0.9044515407298849, 0.11664221289992605, 0.6921439766092687, 0.9809895879362458, 0.7210554575177829, 0.3608813884033326, 0.5074417654866958, 0.7194369553618033, 0.28319917874330824, 0.7166712970641536, 0.8977870713478633, 0.31062959086538766, 0.7656195891400992, 0.25683928979081083, 0.5579193267458938, 0.05130575270214921, 0.5357635413842889, 0.08562182445459632, 0.753146263633102, 0.07534322694250561, 0.2736575191869417, 0.041984126512020326, 0.7523774391093091, 0.7448392146526834, 0.7242048968647918, 0.26878914871485404, 0.6981065830055108, 0.011994303019548846, 0.9948787027150571, 0.009246441997396881, 0.8472793126888254, 0.5347418630395121, 0.4879793692699991]",32897.62013232733,"[(0, 11), (0, 9), (1, 5), (1, 4), (2, 8), (2, 7), (3, 7), (3, 10), (3, 12), (5, 9), (5, 14), (6, 8), (6, 13), (11, 13)]",20.355365991592407
7,"[0.017325551650808735, 0.19571245495473766, 0.06128758591462713, 0.6941942799822172, 0.28748850081022326, 0.8772073576904962, 0.2928666268624358, 0.3513574689580382, 0.8989751941886983, 0.2776874757065124, 0.8901705255999269, 0.8103567002055182, 0.05847987992191561, 0.824348925996578, 0.9236905171328978, 0.6742925244482004, 0.8736637014800703, 0.9463829321881825, 0.5740539061797287, 0.48544201449334445, 0.3379106986853263, 0.3706366832022282, 0.17097525240358669, 0.8682968686188668, 0.4460729332329957, 0.23038719876132563, 0.8491451738731258, 0.9719178847112606, 0.5671075254506793, 0.08119143388987471, 0.48155273971374335, 0.12886711512971394, 0.07297184174049842, 0.18018464638237586, 0.48312962461396636, 0.8173271648061005, 0.47560427464302835, 0.9630587395075292, 0.8240048137325835, 0.5583847081513598, 0.8542524331666552, 0.7219513607594202, 0.31187764580406674, 0.006935072136604381, 0.19174733698208646, 0.3863196702641919, 0.9430868445621479, 0.29781558309503575, 0.06900904994698487, 0.9306604308007622, 0.8470336432114205, 0.5031379349705319, 0.8228449720992016, 0.8190964399797885, 0.6629437677056725, 0.004264949067076529, 0.4456061902219257, 0.7916380492618937, 0.6962055629810426, 0.9551722498511965, 0.8703194390260957, 0.2949143318685381, 0.8490191739413203, 0.17703515329592745, 0.4350906892659092, 0.9894491668373134, 0.9142127651441613, 0.9016222778659736, 0.9336613281264741, 0.10553316636246124, 0.0117361128137774, 0.7886389794492044, 0.7898138321815341, 0.32871528325368926, 0.7865436591602075, 0.9522781144023863, 0.47653181095860586, 0.8821785388441692, 0.7952340673209976, 0.04127874141534826, 0.2315162848474539, 0.732711198558516, 0.5757857023077037, 0.2901339207453104, 0.36175504607390985, 0.3334894398686433, 0.6304027499900619, 0.5442222725672848, 0.9817232233968591, 0.7728027719347044, 0.6679668901031921, 0.788531260257316, 0.35726268965890373, 0.9146345309058946, 0.9269842298180441, 0.8996488675521319, 0.36826350783696193, 0.5738950885993744, 0.23441083785050942, 0.09873222161938566, 0.2384804270836669, 0.32729013659933914, 0.12412208346059639, 0.1221554912652909, 0.8540609727668363]",30127.431817731107,"[(0, 9), (0, 12), (1, 5), (2, 3), (2, 13), (3, 11), (4, 14), (5, 11), (5, 14), (6, 13), (7, 8), (8, 13), (9, 14), (10, 11)]",19.303964138031006
8,"[0.4979381861186748, 0.10351399696018415, 0.9417216936841212, 0.26236985981416827, 0.6503899388152735, 0.6280261492270981, 0.8450608438781029, 0.3652911745752625, 0.9783844437186786, 0.4125710035589282, 0.5753939983499798, 0.14675395294240645, 0.5960175219971034, 0.31685109763413966, 0.6269507177992016, 0.6702093182918674, 0.49467516359043084, 0.9910290125271464, 0.08146342579591304, 0.2786578053495913, 0.15922295202268133, 0.9330795382903176, 0.42896129866785915, 0.9261978908509674, 0.027013168699850376, 0.20857468146593106, 0.9369659049247386, 0.5785100717584968, 0.7901183099775128, 0.14145434856753825, 0.8528193599188603, 0.7393374901036661, 0.052587656149588824, 0.8847359555669753, 0.5223320499092033, 0.23750414312805546, 0.7062675257580917, 0.9459408236599086, 0.4275038337112602, 0.05169404937271538, 0.5180550668795071, 0.7605792997806712, 0.02145648123390953, 0.6374733723003283, 0.44500230380191474, 0.5100814319292286, 0.9746445157029066, 0.17453266041282312, 0.7204086283582659, 0.8313439755443541, 0.9453085698098485, 0.860138933321183, 0.13151690490552947, 0.8509208541886378, 0.15175240242264987, 0.3951280927861276, 0.7078172407968286, 0.8319566057315583, 0.2837816592814425, 0.43217197392729156, 0.039749980651265115, 0.07306737750476777, 0.14256258386338339, 0.9262070230472484, 0.3358928415335565, 0.8541618707910696, 0.5743497811546344, 0.7470385174228338, 0.930019259952282, 0.12905513326510532, 0.5303097772716524, 0.8725057394898119, 0.9959648510387393, 0.09053092488542558, 0.6635468066274858, 0.9779695646144949, 0.7540154156618392, 0.7519792638540074, 0.3394858695340782, 0.954050487091347, 0.7954893523068585, 0.09081643953457463, 0.19963431414165633, 0.48142467734872296, 0.20514456150473281, 0.930019259952282, 0.940400066686031, 0.6156990581833179, 0.6239811312193735, 0.2550457204405441, 0.26730884856128445, 0.15126251719139228, 0.8564190260210077, 0.814288699516269, 0.09074342479173714, 0.28313249019475717, 0.4068455344895503, 0.9435593775191727, 0.39835407018473223, 0.47698549225737974, 0.46184242508611384, 0.40569848953892373, 0.17763219362944582, 0.4148914076572854, 0.49224424413365586]",29207.205599454217,"[(0, 9), (0, 3), (1, 5), (1, 14), (1, 9), (2, 13), (3, 11), (4, 5), (6, 10), (6, 13), (7, 10), (8, 11), (8, 10), (9, 12)]",20.748161554336548
9,"[0.4982680482460521, 0.12159756175090519, 0.8913395864746031, 0.19734629419034377, 0.7555794135429488, 0.5644098236733468, 0.9100851114317282, 0.30014311527805515, 0.5683425476777826, 0.9957959513206018, 0.38536850716505944, 0.2641106524630139, 0.9302133205935856, 0.7287531232531853, 0.7243107686304707, 0.12322392690340678, 0.3569728619633985, 0.5134943620626011, 0.20399944875716214, 0.0774309786701387, 0.5180896601642164, 0.13315170641030727, 0.5232404822116192, 0.2856335205085535, 0.008632024233497737, 0.526649924975517, 0.8908281204663595, 0.9919763913227556, 0.3774615217052759, 0.22101089772940619, 0.02446817832528414, 0.498364046555559, 0.8071608853460313, 0.8541948831571851, 0.2958185919695916, 0.6330305294226126, 0.3303827329689485, 0.21605420777307904, 0.8752174993228113, 0.6794349662481101, 0.6930047993259296, 0.0597092918765173, 0.9961549397258452, 0.9492379004419398, 0.22789226911073301, 0.5093243885200482, 0.561008410360082, 0.8310898368701082, 0.9521978393184737, 0.7984528952283205, 0.4410751464212648, 0.017933116032724183, 0.20133285151933455, 0.49568695036383903, 0.13221271999421713, 0.041904922257402055, 0.031869068725596916, 0.5442826035299413, 0.6248242790970863, 0.8979857494504678, 0.8821595469839947, 0.7555739572045062, 0.2199670560643766, 0.9924209898186168, 0.2330159360090982, 0.6170293574726469, 0.14839425157719766, 0.1879850242894917, 0.9390557273785652, 0.47098184366271, 0.14892569130503053, 0.166170717336801, 0.9365182218223695, 0.520193344253058, 0.18872853142419432, 0.9649879444128213, 0.011240876965844415, 0.07264499644673195, 0.6496349783138258, 0.30496038240599577, 0.7660974548026539, 0.4023419104704895, 0.9360676440980816, 0.7453267801932962, 0.39002441838519664, 0.9049310897561065, 0.1868347518639839, 0.012708514016539607, 0.47252668104266127, 0.5151592585184713, 0.7280086224751765, 0.6665889074087439, 0.6431771754677036, 0.8820715329374254, 0.8670186931951216, 0.8062003225103537, 0.7886726540754766, 0.4483814953630555, 0.7834726499975346, 0.39145371312849386, 0.14868522821728292, 0.7953821706584506, 0.38638709725008336, 0.014924510752349684, 0.13089451331706303]",39420.219375615685,"[(0, 10), (1, 14), (2, 3), (3, 7), (3, 13), (4, 14), (5, 9), (5, 14), (5, 6), (6, 13), (6, 10), (7, 11), (8, 10), (9, 12)]",22.014416933059692
10,"[0.004449841073095984, 0.6201058323860054, 0.7943972220077916, 0.8318821601897329, 0.1300538974536315, 0.8208511995492627, 0.7374039133256872, 0.537866842370989, 0.8530683251122532, 0.49635603333490286, 0.6647116312608319, 0.9408799935810944, 0.7368518841412934, 0.5069120146526658, 0.3141001389947675, 0.4066705685804569, 0.17001852441414433, 0.2996467203691239, 0.06009090050004484, 0.22129343194201112, 0.18890015359419277, 0.8459316401622212, 0.3758117218822553, 0.22369469642260742, 0.7097131964864956, 0.39094361850871673, 0.20393834828483948, 0.8274566804014002, 0.7183976610299444, 0.9184093186650485, 0.6575052739147588, 0.2093492528251314, 0.39428550564969234, 0.2944330241890867, 0.03968209831568925, 0.382724146014519, 0.3219170467990323, 0.23227368875423482, 0.24402408987402802, 0.3768981666976706, 0.38149864101167197, 0.25186317758758314, 0.9499402231180767, 0.3277087011070232, 0.5446600483681306, 0.9693530349518426, 0.34605054792796774, 0.3317757110352927, 0.6429940142677085, 0.02494341374346476, 0.9271212696504776, 0.13917772772349435, 0.17237839255741694, 0.8140227094631639, 0.11788335355160073, 0.8218947748373011, 0.23015368889241739, 0.6187156144061104, 0.5798270303820571, 0.9760077228664649, 0.4155968111204028, 0.04900396756512104, 0.17169376322885288, 0.6000099798718926, 0.6209478139974222, 0.23973520288951156, 0.7608308347468791, 0.17377175756536278, 0.5701285655622962, 0.16190483922491317, 0.5045158623743998, 0.17468410828017777, 0.2611345092751364, 0.4918792142616919, 0.40172730668705525, 0.37621310378483497, 0.3413973385144946, 0.7270512825233529, 0.7653065944542774, 0.08254731132804127, 0.7049366962045961, 0.4361537880948876, 0.5696148927624463, 0.6234615667604548, 0.14550867969721493, 0.8535866159397363, 0.6993561965287133, 0.06842628241094806, 0.4327420881436018, 0.8053593090384028, 0.4423806114076144, 0.27429899578470807, 0.47113276734739973, 0.3253540612633282, 0.19909387058467065, 0.5940433781837222, 0.10711796914085903, 0.24988148007780897, 0.16408626380850178, 0.4578138525546509, 0.9168224223554992, 0.6928999932870086, 0.43891720277925983, 0.5309307088690293, 0.4240204383240478]",43943.87830636809,"[(0, 12), (0, 9), (0, 4), (1, 9), (2, 5), (2, 3), (2, 6), (3, 10), (3, 7), (4, 14), (4, 5), (7, 11), (8, 10), (11, 13)]",18.322526931762695
